id,sire,dam,sex,generation
G0_0537,,,F,0
G0_0538,,,M,0
G0_0539,,,M,0
G0_0540,,,M,0
G0_0541,,,F,0
G0_0542,,,F,0
G0_0543,,,M,0
G0_0544,,,F,0
G0_0545,,,M,0
G0_0546,,,M,0
G0_0547,,,M,0
G0_0548,,,M,0
G0_0549,,,F,0
G0_0550,,,F,0
G0_0551,,,M,0
G0_0552,,,M,0
G0_0553,,,F,0
G0_0554,,,F,0
G0_0555,,,M,0
G0_0556,,,M,0
G0_0557,,,F,0
G0_0558,,,F,0
G0_0559,,,M,0
G0_0560,,,F,0
G0_0561,,,M,0
G0_0562,,,F,0
G0_0563,,,M,0
G0_0564,,,M,0
G0_0565,,,M,0
G0_0566,,,M,0
G0_0567,,,F,0
G0_0568,,,F,0
G0_0569,,,M,0
G0_0570,,,M,0
G0_0571,,,F,0
G0_0572,,,M,0
G0_0573,,,M,0
G0_0574,,,F,0
G0_0575,,,M,0
G0_0576,,,M,0
G0_0577,,,F,0
G0_0578,,,F,0
G0_0579,,,F,0
G0_0580,,,F,0
G0_0581,,,M,0
G0_0582,,,M,0
G0_0583,,,F,0
G0_0584,,,M,0
G0_0585,,,F,0
G0_0586,,,F,0
G0_0587,,,M,0
G0_0588,,,M,0
G0_0589,,,M,0
G0_0590,,,F,0
G0_0591,,,M,0
G0_0592,,,F,0
G0_0593,,,M,0
G0_0594,,,F,0
G0_0595,,,F,0
G0_0596,,,M,0
G0_0597,,,F,0
G0_0598,,,F,0
G0_0599,,,F,0
G0_0600,,,F,0
G0_0601,,,M,0
G0_0602,,,F,0
G0_0603,,,M,0
G0_0604,,,M,0
G0_0605,,,M,0
G0_0606,,,F,0
G0_0607,,,M,0
G0_0608,,,M,0
G0_0609,,,F,0
G0_0610,,,M,0
G0_0611,,,M,0
G0_0612,,,F,0
G0_0613,,,M,0
G0_0614,,,M,0
G0_0615,,,F,0
G0_0616,,,F,0
G0_0617,,,F,0
G0_0618,,,M,0
G0_0619,,,F,0
G0_0620,,,M,0
G0_0621,,,M,0
G0_0622,,,M,0
G0_0623,,,M,0
G0_0624,,,F,0
G0_0625,,,M,0
G0_0626,,,F,0
G0_0627,,,F,0
G0_0628,,,M,0
G0_0629,,,M,0
G0_0630,,,M,0
G0_0631,,,F,0
G0_0632,,,F,0
G0_0633,,,F,0
G0_0634,,,M,0
G0_0635,,,M,0
G0_0636,,,M,0
G0_0637,,,F,0
G0_0638,,,F,0
G0_0639,,,F,0
G0_0640,,,F,0
G0_0641,,,M,0
G0_0642,,,M,0
G0_0643,,,M,0
G0_0644,,,F,0
G0_0645,,,F,0
G0_0646,,,M,0
G0_0647,,,M,0
G0_0648,,,F,0
G0_0649,,,F,0
G0_0650,,,M,0
G0_0651,,,F,0
G0_0652,,,M,0
G0_0653,,,F,0
G0_0654,,,M,0
G0_0655,,,M,0
G0_0656,,,F,0
G0_0657,,,M,0
G0_0658,,,M,0
G0_0659,,,M,0
G0_0660,,,M,0
G0_0661,,,F,0
G0_0662,,,M,0
G0_0663,,,F,0
G0_0664,,,F,0
G0_0665,,,F,0
G0_0666,,,F,0
G0_0667,,,F,0
G0_0668,,,M,0
G0_0669,,,M,0
G0_0670,,,M,0
G0_0671,,,M,0
G0_0672,,,M,0
G0_0673,,,F,0
G0_0674,,,F,0
G0_0675,,,M,0
G0_0676,,,F,0
G0_0677,,,M,0
G0_0678,,,F,0
G0_0679,,,F,0
G0_0680,,,M,0
G0_0681,,,M,0
G0_0682,,,M,0
G0_0683,,,F,0
G0_0684,,,M,0
G0_0685,,,M,0
G0_0686,,,F,0
G0_0687,,,F,0
G0_0688,,,M,0
G0_0689,,,M,0
G0_0690,,,M,0
G0_0691,,,F,0
G0_0692,,,F,0
G0_0693,,,M,0
G0_0694,,,F,0
G0_0695,,,F,0
G0_0696,,,M,0
G0_0697,,,F,0
G0_0698,,,F,0
G0_0699,,,F,0
G0_0700,,,M,0
G0_0701,,,F,0
G0_0702,,,M,0
G0_0703,,,M,0
G0_0704,,,F,0
G0_0705,,,M,0
G0_0706,,,F,0
G0_0707,,,F,0
G0_0708,,,F,0
G0_0709,,,F,0
G0_0710,,,M,0
G0_0711,,,F,0
G0_0712,,,F,0
G0_0713,,,F,0
G0_0714,,,F,0
G0_0715,,,F,0
G0_0716,,,M,0
G0_0717,,,F,0
G0_0718,,,M,0
G0_0719,,,M,0
G0_0720,,,M,0
G0_0721,,,M,0
G0_0722,,,F,0
G0_0723,,,M,0
G0_0724,,,F,0
G0_0725,,,M,0
G0_0726,,,F,0
G0_0727,,,F,0
G0_0728,,,M,0
G0_0729,,,M,0
G0_0730,,,F,0
G0_0731,,,F,0
G0_0732,,,M,0
G0_0733,,,M,0
G0_0734,,,F,0
G0_0735,,,F,0
G0_0736,,,M,0
G0_0737,,,F,0
G0_0738,,,F,0
G0_0739,,,M,0
G0_0740,,,F,0
G0_0741,,,F,0
G0_0742,,,M,0
G0_0743,,,M,0
G0_0744,,,M,0
G0_0745,,,F,0
G0_0746,,,F,0
G0_0747,,,M,0
G0_0748,,,M,0
G0_0749,,,F,0
G0_0750,,,F,0
G0_0751,,,M,0
G0_0752,,,F,0
G0_0753,,,M,0
G0_0754,,,M,0
G0_0755,,,F,0
G0_0756,,,M,0
G0_0757,,,M,0
G0_0758,,,F,0
G0_0759,,,F,0
G0_0760,,,F,0
G0_0761,,,F,0
G0_0762,,,F,0
G0_0763,,,M,0
G0_0764,,,F,0
G0_0765,,,M,0
G0_0766,,,M,0
G0_0767,,,M,0
G0_0768,,,F,0
G0_0769,,,M,0
G0_0770,,,F,0
G0_0771,,,M,0
G0_0772,,,F,0
G0_0773,,,M,0
G0_0774,,,F,0
G0_0775,,,F,0
G0_0776,,,M,0
G0_0777,,,F,0
G0_0778,,,M,0
G0_0779,,,F,0
G0_0780,,,F,0
G0_0781,,,M,0
G0_0782,,,M,0
G0_0783,,,M,0
G0_0784,,,F,0
G0_0785,,,M,0
G0_0786,,,M,0
G0_0787,,,F,0
G0_0788,,,F,0
G0_0789,,,M,0
G0_0790,,,F,0
G0_0791,,,M,0
G0_0792,,,F,0
G0_0793,,,F,0
G0_0794,,,M,0
G0_0795,,,M,0
G0_0796,,,F,0
G0_0797,,,F,0
G0_0798,,,M,0
G0_0799,,,F,0
G0_0800,,,F,0
G0_0801,,,M,0
G0_0802,,,F,0
G0_0803,,,M,0
G0_0804,,,F,0
G0_0805,,,F,0
G0_0806,,,M,0
G0_0807,,,M,0
G0_0808,,,M,0
G0_0809,,,M,0
G0_0810,,,M,0
G0_0811,,,F,0
G0_0812,,,F,0
G0_0813,,,F,0
G0_0814,,,M,0
G0_0815,,,M,0
G0_0816,,,F,0
G0_0817,,,M,0
G0_0818,,,F,0
G0_0819,,,F,0
G0_0820,,,F,0
G0_0821,,,M,0
G0_0822,,,F,0
G0_0823,,,F,0
G0_0824,,,M,0
G0_0825,,,F,0
G0_0826,,,M,0
G0_0827,,,M,0
G0_0828,,,M,0
G0_0829,,,F,0
G0_0830,,,F,0
G0_0831,,,F,0
G0_0832,,,M,0
G0_0833,,,F,0
G0_0834,,,M,0
G0_0835,,,F,0
G0_0836,,,F,0
G0_0837,,,M,0
G0_0838,,,F,0
G0_0839,,,F,0
G0_0840,,,M,0
G0_0841,,,M,0
G0_0842,,,F,0
G0_0843,,,F,0
G0_0844,,,M,0
G0_0845,,,M,0
G0_0846,,,M,0
G0_0847,,,M,0
G0_0848,,,F,0
G0_0849,,,F,0
G0_0850,,,M,0
G0_0851,,,M,0
G0_0852,,,F,0
G0_0853,,,F,0
G0_0854,,,M,0
G0_0855,,,F,0
G0_0856,,,M,0
G0_0857,,,M,0
G0_0858,,,M,0
G0_0859,,,F,0
G0_0860,,,F,0
G0_0861,,,M,0
G0_0862,,,M,0
G0_0863,,,M,0
G0_0864,,,F,0
G0_0865,,,M,0
G0_0866,,,M,0
G0_0867,,,M,0
G0_0868,,,F,0
G0_0869,,,F,0
G0_0870,,,F,0
G0_0871,,,F,0
G0_0872,,,F,0
G0_0873,,,M,0
G0_0874,,,F,0
G0_0875,,,M,0
G0_0876,,,F,0
G0_0877,,,F,0
G0_0878,,,M,0
G0_0879,,,M,0
G0_0880,,,F,0
G0_0881,,,M,0
G0_0882,,,F,0
G0_0883,,,F,0
G0_0884,,,M,0
G0_0885,,,M,0
G0_0886,,,F,0
G0_0887,,,F,0
G0_0888,,,M,0
G0_0889,,,F,0
G0_0890,,,M,0
G0_0891,,,F,0
G0_0892,,,F,0
G0_0893,,,F,0
G0_0894,,,M,0
G0_0895,,,F,0
G0_0896,,,F,0
G0_0897,,,F,0
G0_0898,,,F,0
G0_0899,,,M,0
G0_0900,,,M,0
G0_0901,,,M,0
G0_0902,,,M,0
G0_0903,,,F,0
G0_0904,,,F,0
G0_0905,,,M,0
G0_0906,,,F,0
G0_0907,,,M,0
G0_0908,,,M,0
G0_0909,,,M,0
G0_0910,,,F,0
G0_0911,,,F,0
G0_0912,,,F,0
G0_0913,,,F,0
G0_0914,,,M,0
G0_0915,,,F,0
G0_0916,,,F,0
G0_0917,,,F,0
G0_0918,,,F,0
G0_0919,,,M,0
G0_0920,,,M,0
G0_0921,,,F,0
G0_0922,,,F,0
G0_0923,,,F,0
G0_0924,,,M,0
G0_0925,,,M,0
G0_0926,,,M,0
G0_0927,,,M,0
G0_0928,,,M,0
G0_0929,,,F,0
G0_0930,,,F,0
G0_0931,,,F,0
G0_0932,,,F,0
G0_0933,,,F,0
G0_0934,,,F,0
G0_0935,,,F,0
G0_0936,,,F,0
G0_0937,,,M,0
G0_0938,,,M,0
G0_0939,,,F,0
G0_0940,,,F,0
G0_0941,,,M,0
G0_0942,,,F,0
G0_0943,,,F,0
G0_0944,,,F,0
G0_0945,,,F,0
G0_0946,,,M,0
G0_0947,,,F,0
G0_0948,,,M,0
G0_0949,,,F,0
G0_0950,,,F,0
G0_0951,,,F,0
G0_0952,,,F,0
G0_0953,,,F,0
G0_0954,,,F,0
G0_0955,,,M,0
G0_0956,,,M,0
G0_0957,,,F,0
G0_0958,,,F,0
G0_0959,,,M,0
G0_0960,,,M,0
G0_0961,,,M,0
G0_0962,,,F,0
G0_0963,,,F,0
G0_0964,,,M,0
G0_0965,,,M,0
G0_0966,,,M,0
G0_0967,,,F,0
G0_0968,,,F,0
G0_0969,,,M,0
G0_0970,,,M,0
G0_0971,,,M,0
G0_0972,,,M,0
G0_0973,,,F,0
G0_0974,,,F,0
G0_0975,,,M,0
G0_0976,,,F,0
G0_0977,,,M,0
G0_0978,,,M,0
G0_0979,,,F,0
G0_0980,,,F,0
G0_0981,,,M,0
G0_0982,,,M,0
G0_0983,,,F,0
G0_0984,,,M,0
G0_0985,,,F,0
G0_0986,,,F,0
G0_0987,,,M,0
G0_0988,,,M,0
G0_0989,,,F,0
G0_0990,,,M,0
G0_0991,,,F,0
G0_0992,,,F,0
G0_0993,,,M,0
G0_0994,,,F,0
G0_0995,,,F,0
G0_0996,,,F,0
G0_0997,,,M,0
G0_0998,,,F,0
G0_0999,,,F,0
G0_1000,,,M,0
G0_1001,,,F,0
G0_1002,,,F,0
G0_1003,,,M,0
G0_1004,,,M,0
G0_1005,,,M,0
G0_1006,,,F,0
G0_1007,,,M,0
G0_1008,,,M,0
G0_1009,,,M,0
G0_1010,,,M,0
G0_1011,,,M,0
G0_1012,,,M,0
G0_1013,,,F,0
G0_1014,,,F,0
G0_1015,,,F,0
G0_1016,,,F,0
G0_1017,,,F,0
G0_1018,,,F,0
G0_1019,,,F,0
G0_1020,,,M,0
G0_1021,,,F,0
G0_1022,,,F,0
G0_1023,,,M,0
G0_1024,,,M,0
G0_1025,,,M,0
G0_1026,,,F,0
G0_1027,,,F,0
G0_1028,,,M,0
G0_1029,,,F,0
G0_1030,,,M,0
G0_1031,,,F,0
G0_1032,,,F,0
G0_1033,,,M,0
G0_1034,,,M,0
G0_1035,,,M,0
G0_1036,,,F,0
G0_1037,,,M,0
G0_1038,,,F,0
G0_1039,,,M,0
G0_1040,,,F,0
G0_1041,,,M,0
G0_1042,,,F,0
G0_1043,,,M,0
G0_1044,,,F,0
G0_1045,,,F,0
G0_1046,,,M,0
G0_1047,,,M,0
G0_1048,,,F,0
G0_1049,,,F,0
G0_1050,,,F,0
G0_1051,,,M,0
G0_1052,,,F,0
G0_1053,,,M,0
G0_1054,,,M,0
G0_1055,,,M,0
G0_1056,,,F,0
G0_1057,,,M,0
G0_1058,,,M,0
G0_1059,,,F,0
G0_1060,,,M,0
G0_1061,,,M,0
G0_1062,,,F,0
G0_1063,,,M,0
G0_1064,,,M,0
G0_1065,,,F,0
G0_1066,,,F,0
G0_1067,,,F,0
G0_1068,,,M,0
G0_1069,,,M,0
G0_1070,,,M,0
G0_1071,,,F,0
G0_1072,,,M,0
G0_1073,,,M,0
G0_1074,,,F,0
G0_1075,,,F,0
G0_1076,,,F,0
G0_1077,,,M,0
G0_1078,,,M,0
G0_1079,,,M,0
G0_1080,,,F,0
G0_1081,,,M,0
G0_1082,,,M,0
G0_1083,,,M,0
G0_1084,,,M,0
G0_1085,,,M,0
G0_1086,,,M,0
G0_1087,,,F,0
G0_1088,,,F,0
G0_1089,,,M,0
G0_1090,,,F,0
G0_1091,,,M,0
G0_1092,,,M,0
G0_1093,,,F,0
G0_1094,,,F,0
G0_1095,,,F,0
G0_1096,,,F,0
G0_1097,,,M,0
G0_1098,,,F,0
G0_1099,,,F,0
G0_1100,,,M,0
G0_1101,,,M,0
G0_1102,,,M,0
G0_1103,,,F,0
G0_1104,,,M,0
G0_1105,,,F,0
G0_1106,,,M,0
G0_1107,,,M,0
G0_1108,,,F,0
G0_1109,,,F,0
G0_1110,,,M,0
G0_1111,,,F,0
G0_1112,,,F,0
G0_1113,,,M,0
G0_1114,,,M,0
G0_1115,,,F,0
G0_1116,,,M,0
G0_1117,,,M,0
G0_1118,,,F,0
G0_1119,,,F,0
G0_1120,,,F,0
G0_1121,,,M,0
G0_1122,,,M,0
G0_1123,,,F,0
G0_1124,,,M,0
G0_1125,,,F,0
G0_1126,,,F,0
G0_1127,,,M,0
G0_1128,,,F,0
G0_1129,,,F,0
G0_1130,,,F,0
G0_1131,,,M,0
G0_1132,,,M,0
G0_1133,,,F,0
G0_1134,,,M,0
G0_1135,,,F,0
G0_1136,,,F,0
G0_1137,,,M,0
G0_1138,,,F,0
G0_1139,,,M,0
G0_1140,,,F,0
G0_1141,,,M,0
G0_1142,,,F,0
G0_1143,,,M,0
G0_1144,,,F,0
G0_1145,,,M,0
G0_1146,,,F,0
G0_1147,,,F,0
G0_1148,,,M,0
G0_1149,,,F,0
G0_1150,,,M,0
G0_1151,,,M,0
G0_1152,,,M,0
G0_1153,,,F,0
G0_1154,,,M,0
G0_1155,,,M,0
G0_1156,,,F,0
G0_1157,,,M,0
G0_1158,,,M,0
G0_1159,,,F,0
G0_1160,,,M,0
G0_1161,,,F,0
G0_1162,,,F,0
G0_1163,,,F,0
G0_1164,,,M,0
