id,bw42_g,generation,batch
G0_0077,2879.0,0,G0
G0_0078,2697.8,0,G0
G0_0079,2855.4,0,G0
G0_0080,3010.0,0,G0
G0_0081,2733.5,0,G0
G0_0082,2208.9,0,G0
G0_0083,2760.5,0,G0
G0_0084,2842.6,0,G0
G0_0085,3166.1,0,G0
G0_0086,3132.4,0,G0
G0_0087,2537.6,0,G0
G0_0088,2439.7,0,G0
G0_0089,2562.9,0,G0
G0_0090,2620.0,0,G0
G0_0091,2700.6,0,G0
G0_0092,3320.0,0,G0
G0_0093,2995.1,0,G0
G0_0094,3394.8,0,G0
G0_0095,2642.9,0,G0
G0_0096,2771.6,0,G0
G0_0097,2347.0,0,G0
G0_0098,2018.8,0,G0
G0_0099,2495.5,0,G0
G0_0100,3167.3,0,G0
G0_0101,2797.1,0,G0
G0_0102,2835.0,0,G0
G0_0103,2671.4,0,G0
G0_0104,2664.5,0,G0
G0_0105,2742.8,0,G0
G0_0106,2526.1,0,G0
G0_0107,2745.6,0,G0
G0_0108,2847.1,0,G0
G0_0109,3011.2,0,G0
G0_0110,3385.5,0,G0
G0_0111,2715.0,0,G0
G0_0112,2472.0,0,G0
G0_0113,3103.5,0,G0
G0_0114,3152.0,0,G0
G0_0115,3214.2,0,G0
G0_0116,2978.9,0,G0
G0_0117,3071.4,0,G0
G0_0118,2449.8,0,G0
G0_0119,2941.5,0,G0
G0_0120,3107.0,0,G0
G0_0121,2513.7,0,G0
G0_0122,2709.3,0,G0
G0_0123,2774.0,0,G0
G0_0124,2662.3,0,G0
G0_0125,2635.7,0,G0
G0_0126,2873.6,0,G0
G0_0127,3051.4,0,G0
G0_0128,2546.0,0,G0
G0_0129,2487.8,0,G0
G0_0130,2938.9,0,G0
G0_0131,2825.8,0,G0
G0_0132,2792.2,0,G0
G0_0133,2957.5,0,G0
G0_0134,2599.1,0,G0
G0_0135,3216.8,0,G0
G0_0136,2875.8,0,G0
G0_0137,2192.3,0,G0
G0_0138,2708.4,0,G0
G0_0139,2666.1,0,G0
G0_0140,2823.6,0,G0
G0_0141,2941.9,0,G0
G0_0142,3108.3,0,G0
G0_0143,2577.7,0,G0
G0_0144,2516.8,0,G0
G0_0145,2830.6,0,G0
G0_0146,2748.5,0,G0
G0_0147,2279.7,0,G0
G0_0148,3392.6,0,G0
G0_0149,2933.3,0,G0
G0_0150,3101.7,0,G0
G0_0151,3116.9,0,G0
G0_0152,2554.1,0,G0
G0_0153,2839.4,0,G0
G0_0154,2630.8,0,G0
G0_0155,2670.3,0,G0
G0_0156,2524.5,0,G0
G0_0157,2949.4,0,G0
G0_0158,2618.5,0,G0
G0_0159,2838.9,0,G0
G0_0160,2746.5,0,G0
G0_0161,2298.1,0,G0
G0_0162,2916.7,0,G0
G0_0163,2474.3,0,G0
G0_0164,2659.4,0,G0
G0_0165,2874.7,0,G0
G0_0166,2830.8,0,G0
G0_0167,3026.6,0,G0
G0_0168,2709.6,0,G0
G0_0169,2799.1,0,G0
G0_0170,2651.0,0,G0
G0_0171,2793.0,0,G0
G0_0172,2760.5,0,G0
G0_0173,2702.6,0,G0
G0_0174,2835.9,0,G0
G0_0175,2793.0,0,G0
G0_0176,2707.5,0,G0
G0_0177,2305.0,0,G0
G0_0178,3116.9,0,G0
G0_0179,2658.2,0,G0
G0_0180,2556.1,0,G0
G0_0181,3358.3,0,G0
G0_0182,2777.6,0,G0
G0_0183,2473.9,0,G0
G0_0184,3109.1,0,G0
G0_0185,2676.7,0,G0
G0_0186,2423.9,0,G0
G0_0187,3132.7,0,G0
G0_0188,2756.7,0,G0
G0_0189,3226.0,0,G0
G0_0190,2679.6,0,G0
G0_0191,2854.8,0,G0
G0_0192,2322.5,0,G0
G0_0193,2631.4,0,G0
G0_0194,2698.3,0,G0
G0_0195,2741.4,0,G0
G0_0196,2478.1,0,G0
G0_0197,2819.9,0,G0
G0_0198,3081.2,0,G0
G0_0199,3236.7,0,G0
G0_0200,2647.2,0,G0
G0_0201,2993.9,0,G0
G0_0202,3266.3,0,G0
G0_0203,2782.8,0,G0
G0_0204,2644.3,0,G0
G0_0205,3093.1,0,G0
G0_0206,2918.0,0,G0
G0_0207,3277.8,0,G0
G0_0208,2562.0,0,G0
G0_0209,2888.0,0,G0
G0_0210,2873.8,0,G0
G0_0211,2776.7,0,G0
G0_0212,3279.3,0,G0
G0_0213,3090.0,0,G0
G0_0214,3070.7,0,G0
G0_0215,2906.1,0,G0
G0_0216,2967.5,0,G0
G0_0217,2468.1,0,G0
G0_0218,2713.5,0,G0
G0_0219,2551.0,0,G0
G0_0220,3085.4,0,G0
G0_0221,2613.5,0,G0
G0_0222,2646.1,0,G0
G0_0223,2741.9,0,G0
G0_0224,2654.1,0,G0
G0_0225,2458.1,0,G0
G0_0226,2759.5,0,G0
G0_0227,2714.3,0,G0
G0_0228,2952.5,0,G0
G0_0229,2032.8,0,G0
G0_0230,2474.7,0,G0
G0_0231,2986.2,0,G0
G0_0232,2768.8,0,G0
G0_0233,2791.8,0,G0
G0_0234,3235.4,0,G0
G0_0235,2976.7,0,G0
G0_0236,2518.5,0,G0
G0_0237,2833.4,0,G0
G0_0238,2669.9,0,G0
G0_0239,2516.3,0,G0
G0_0240,2837.0,0,G0
G0_0241,2961.2,0,G0
G0_0242,2869.5,0,G0
G0_0243,2916.0,0,G0
G0_0244,2532.8,0,G0
G0_0245,2529.0,0,G0
G0_0246,2390.7,0,G0
G0_0247,2326.5,0,G0
G0_0248,3215.3,0,G0
G0_0249,2747.2,0,G0
G0_0250,2537.1,0,G0
G0_0251,2443.9,0,G0
G0_0252,2722.9,0,G0
G0_0253,3058.6,0,G0
G0_0254,2699.0,0,G0
G0_0255,2269.3,0,G0
G0_0256,2949.9,0,G0
G0_0257,2951.0,0,G0
G0_0258,2795.4,0,G0
G0_0259,2716.4,0,G0
G0_0260,3350.4,0,G0
G0_0261,2200.5,0,G0
G0_0262,2396.9,0,G0
G0_0263,2864.5,0,G0
G0_0264,2955.7,0,G0
G0_0265,2807.8,0,G0
G0_0266,3015.9,0,G0
G0_0267,2369.4,0,G0
G0_0268,2662.2,0,G0
G0_0269,2827.0,0,G0
G0_0270,3223.1,0,G0
G0_0271,2341.1,0,G0
G0_0272,3245.0,0,G0
G0_0273,3197.5,0,G0
G0_0274,2320.8,0,G0
G0_0275,2614.4,0,G0
G0_0276,3047.7,0,G0
G0_0277,3078.1,0,G0
G0_0278,2802.3,0,G0
G0_0279,2905.5,0,G0
G0_0280,3121.4,0,G0
G0_0281,2708.7,0,G0
G0_0282,2944.9,0,G0
G0_0283,2965.4,0,G0
G0_0284,3223.9,0,G0
G0_0285,2956.5,0,G0
G0_0286,3183.4,0,G0
G0_0287,2691.1,0,G0
G0_0288,2684.7,0,G0
G0_0289,2638.1,0,G0
G0_0290,2928.6,0,G0
G0_0291,2759.4,0,G0
G0_0292,3204.1,0,G0
G0_0293,2965.7,0,G0
G0_0294,2983.9,0,G0
G0_0295,2786.3,0,G0
G0_0296,3139.7,0,G0
G0_0297,2823.4,0,G0
G0_0298,2639.0,0,G0
G0_0299,2705.7,0,G0
G0_0300,3078.1,0,G0
G0_0301,2639.4,0,G0
G0_0302,2875.0,0,G0
G0_0303,2971.2,0,G0
G0_0304,3123.9,0,G0
G0_0305,2925.7,0,G0
G0_0306,2604.5,0,G0
G0_0307,2846.6,0,G0
G0_0308,3251.5,0,G0
G0_0309,2487.3,0,G0
G0_0310,3248.9,0,G0
G0_0311,2504.1,0,G0
G0_0312,2888.6,0,G0
G0_0313,2600.3,0,G0
G0_0314,3095.1,0,G0
G0_0315,2663.9,0,G0
G0_0316,3278.9,0,G0
G0_0317,2850.0,0,G0
G0_0318,3055.5,0,G0
G0_0319,3280.4,0,G0
G0_0320,2576.6,0,G0
G0_0321,2459.3,0,G0
G0_0322,2624.1,0,G0
G0_0323,3345.2,0,G0
G0_0324,2608.5,0,G0
G0_0325,2729.0,0,G0
G0_0326,2664.0,0,G0
G0_0327,3035.5,0,G0
G0_0328,2209.8,0,G0
G0_0329,3519.3,0,G0
G0_0330,2427.2,0,G0
G0_0331,2953.3,0,G0
G0_0332,3066.5,0,G0
G0_0333,2967.8,0,G0
G0_0334,2585.8,0,G0
G0_0335,2894.3,0,G0
G0_0336,2842.9,0,G0
G0_0337,2942.9,0,G0
G0_0338,2759.5,0,G0
G0_0339,2647.8,0,G0
G0_0340,2761.7,0,G0
G0_0341,2780.6,0,G0
G0_0342,2766.9,0,G0
G0_0343,2343.2,0,G0
G0_0344,2635.9,0,G0
G0_0345,2696.4,0,G0
G0_0346,2171.9,0,G0
G0_0347,3053.7,0,G0
G0_0348,2562.3,0,G0
G0_0349,2658.1,0,G0
G0_0350,3169.8,0,G0
G0_0351,2800.3,0,G0
G0_0352,2800.2,0,G0
G0_0353,2995.8,0,G0
G0_0354,2839.3,0,G0
G0_0355,3331.6,0,G0
G0_0356,2622.9,0,G0
G0_0357,2682.5,0,G0
G0_0358,2959.3,0,G0
G0_0359,2545.6,0,G0
G0_0360,2515.2,0,G0
G0_0361,2592.6,0,G0
G0_0362,2477.5,0,G0
G0_0363,2748.3,0,G0
G0_0364,3316.8,0,G0
G0_0365,2590.7,0,G0
G0_0366,3373.9,0,G0
G0_0367,2855.1,0,G0
G0_0368,2921.6,0,G0
G0_0369,2727.5,0,G0
G0_0370,2858.5,0,G0
G0_0371,2576.5,0,G0
G0_0372,2829.4,0,G0
G0_0373,2786.0,0,G0
G0_0374,2685.8,0,G0
G0_0375,2510.4,0,G0
G0_0376,2633.0,0,G0
G0_0377,2631.4,0,G0
G0_0378,3049.5,0,G0
G0_0379,3067.4,0,G0
G0_0380,2621.7,0,G0
G0_0381,2453.0,0,G0
G0_0382,2475.1,0,G0
G0_0383,2613.7,0,G0
G0_0384,2910.6,0,G0
G0_0385,2745.5,0,G0
G0_0386,2914.0,0,G0
G0_0387,2830.9,0,G0
G0_0388,2757.4,0,G0
G0_0389,2961.9,0,G0
G0_0390,2744.5,0,G0
G0_0391,2690.3,0,G0
G0_0392,2868.8,0,G0
G0_0393,3186.7,0,G0
G0_0394,3430.6,0,G0
G0_0395,2786.9,0,G0
G0_0396,3162.7,0,G0
G0_0397,2915.8,0,G0
G0_0398,2900.0,0,G0
G0_0399,2519.8,0,G0
G0_0400,2353.6,0,G0
G0_0401,2681.4,0,G0
G0_0402,2674.0,0,G0
G0_0403,2584.9,0,G0
G0_0404,2302.5,0,G0
G0_0405,2906.7,0,G0
G0_0406,3189.8,0,G0
G0_0407,2736.9,0,G0
G0_0408,3027.8,0,G0
G0_0409,2838.2,0,G0
G0_0410,2847.7,0,G0
G0_0411,3044.4,0,G0
G0_0412,3354.4,0,G0
G0_0413,3055.9,0,G0
G0_0414,2801.7,0,G0
G0_0415,2774.6,0,G0
G0_0416,2548.9,0,G0
G0_0417,2775.2,0,G0
G0_0418,2992.9,0,G0
G0_0419,2867.2,0,G0
G0_0420,2692.9,0,G0
G0_0421,2725.4,0,G0
G0_0422,3433.6,0,G0
G0_0423,2577.1,0,G0
G0_0424,2734.0,0,G0
G0_0425,2244.9,0,G0
G0_0426,2734.8,0,G0
G0_0427,3058.7,0,G0
G0_0428,2894.6,0,G0
G0_0429,2526.3,0,G0
G0_0430,3117.4,0,G0
G0_0431,3466.8,0,G0
G0_0432,2374.1,0,G0
G0_0433,2665.8,0,G0
G0_0434,2727.3,0,G0
G0_0435,3370.3,0,G0
G0_0436,3155.1,0,G0
G0_0437,2458.4,0,G0
G0_0438,2942.2,0,G0
G0_0439,2552.9,0,G0
G0_0440,2784.2,0,G0
G0_0441,3062.3,0,G0
G0_0442,2935.3,0,G0
G0_0443,3009.6,0,G0
G0_0444,3087.4,0,G0
G0_0445,2614.5,0,G0
G0_0446,3087.4,0,G0
G0_0447,2810.1,0,G0
G0_0448,2915.5,0,G0
G0_0449,3223.4,0,G0
G0_0450,2746.7,0,G0
G0_0451,2969.6,0,G0
G0_0452,2876.3,0,G0
G0_0453,2563.2,0,G0
G0_0454,3025.6,0,G0
G0_0455,2822.0,0,G0
G0_0456,2566.7,0,G0
G0_0457,2733.8,0,G0
G0_0458,2846.2,0,G0
G0_0459,2586.2,0,G0
G0_0460,3222.1,0,G0
G0_0461,2759.3,0,G0
G0_0462,3228.2,0,G0
G0_0463,2278.3,0,G0
G0_0464,2691.3,0,G0
G0_0465,3218.2,0,G0
G0_0466,2934.6,0,G0
G0_0467,2920.7,0,G0
G0_0468,2728.0,0,G0
G0_0469,2918.5,0,G0
G0_0470,2886.9,0,G0
G0_0471,2972.6,0,G0
G0_0472,2982.0,0,G0
G0_0473,3283.9,0,G0
G0_0474,2705.8,0,G0
G0_0475,2519.5,0,G0
G0_0476,2802.3,0,G0
G0_0477,2972.0,0,G0
G0_0478,2255.6,0,G0
G0_0479,2548.7,0,G0
G0_0480,3167.9,0,G0
G0_0481,2600.4,0,G0
G0_0482,2701.5,0,G0
G0_0483,3143.6,0,G0
G0_0484,2751.0,0,G0
G0_0485,2893.3,0,G0
G0_0486,2902.8,0,G0
G0_0487,2869.7,0,G0
G0_0488,2857.8,0,G0
G0_0489,2894.3,0,G0
G0_0490,2657.7,0,G0
G0_0491,2554.3,0,G0
G0_0492,2692.0,0,G0
G0_0493,3188.1,0,G0
G0_0494,2711.0,0,G0
G0_0495,2751.5,0,G0
G0_0496,2785.8,0,G0
G0_0497,3106.1,0,G0
G0_0498,2830.4,0,G0
G0_0499,2732.2,0,G0
G0_0500,2643.5,0,G0
G0_0501,2901.4,0,G0
G0_0502,3113.2,0,G0
G0_0503,2772.7,0,G0
G0_0504,2906.6,0,G0
G0_0505,3094.7,0,G0
G0_0506,2595.2,0,G0
G0_0507,3091.5,0,G0
G0_0508,2935.4,0,G0
G0_0509,3213.6,0,G0
G0_0510,2673.1,0,G0
G0_0511,2117.1,0,G0
G0_0512,2663.4,0,G0
G0_0513,2661.1,0,G0
G0_0514,2912.4,0,G0
G0_0515,2711.5,0,G0
G0_0516,3154.9,0,G0
G0_0517,3225.9,0,G0
G0_0518,3066.7,0,G0
G0_0519,3122.8,0,G0
G0_0520,3052.9,0,G0
G0_0521,2953.4,0,G0
G0_0522,2855.7,0,G0
G0_0523,3031.2,0,G0
G0_0524,2849.3,0,G0
G0_0525,2789.7,0,G0
G0_0526,3057.6,0,G0
G0_0527,2899.5,0,G0
G0_0528,2738.3,0,G0
G0_0529,2935.5,0,G0
G0_0530,2442.5,0,G0
G0_0531,3029.4,0,G0
G0_0532,2484.9,0,G0
G0_0533,2663.5,0,G0
G0_0534,2976.1,0,G0
G0_0535,2500.1,0,G0
G0_0536,2465.9,0,G0
G0_0537,3198.5,0,G0
G0_0538,2780.8,0,G0
G0_0539,2074.5,0,G0
G0_0540,2826.8,0,G0
G0_0541,2792.2,0,G0
G0_0542,2720.0,0,G0
G0_0543,2850.9,0,G0
G0_0544,2239.8,0,G0
G0_0545,2840.0,0,G0
G0_0546,2790.5,0,G0
G0_0547,2737.9,0,G0
G0_0548,2707.0,0,G0
G0_0549,2944.1,0,G0
G0_0550,2780.6,0,G0
G0_0551,2844.7,0,G0
G0_0552,2923.0,0,G0
G0_0553,2564.8,0,G0
G0_0554,2768.1,0,G0
G0_0555,2860.9,0,G0
G0_0556,2647.4,0,G0
G0_0557,3089.7,0,G0
G0_0558,2869.8,0,G0
G0_0559,2800.3,0,G0
G0_0560,2590.4,0,G0
G0_0561,2437.8,0,G0
G0_0562,3072.6,0,G0
G0_0563,2275.9,0,G0
G0_0564,2443.0,0,G0
G0_0565,2810.6,0,G0
G0_0566,2629.0,0,G0
G0_0567,3124.7,0,G0
G0_0568,2926.1,0,G0
G0_0569,2809.4,0,G0
G0_0570,2417.0,0,G0
G0_0571,2608.2,0,G0
G0_0572,2443.3,0,G0
G0_0573,2582.0,0,G0
G0_0574,2812.8,0,G0
G0_0575,2541.9,0,G0
G0_0576,2868.1,0,G0
G0_0577,2906.1,0,G0
G0_0578,2765.6,0,G0
G0_0579,3010.9,0,G0
G0_0580,2664.2,0,G0
G0_0581,2362.8,0,G0
G0_0582,2669.3,0,G0
G0_0583,2868.9,0,G0
G0_0584,2512.5,0,G0
G0_0585,2713.8,0,G0
G0_0586,2903.8,0,G0
G0_0587,3085.6,0,G0
G0_0588,2506.4,0,G0
G0_0589,3051.9,0,G0
G0_0590,3160.0,0,G0
G0_0591,2849.1,0,G0
G0_0592,2462.3,0,G0
G0_0593,2714.6,0,G0
G0_0594,3103.7,0,G0
G0_0595,2889.1,0,G0
G0_0596,2935.0,0,G0
G0_0597,2632.5,0,G0
G0_0598,2919.4,0,G0
G0_0599,3252.4,0,G0
G0_0600,2757.7,0,G0
G0_0601,2917.4,0,G0
G0_0602,2448.8,0,G0
G0_0603,2356.5,0,G0
G0_0604,2481.6,0,G0
G0_0605,3144.7,0,G0
G0_0606,2705.3,0,G0
G0_0607,2941.5,0,G0
G0_0608,2665.3,0,G0
G0_0609,2597.8,0,G0
G0_0610,2672.7,0,G0
G0_0611,3029.1,0,G0
G0_0612,2199.4,0,G0
G0_0613,2502.9,0,G0
G0_0614,3038.4,0,G0
G0_0615,2905.0,0,G0
G0_0616,2530.2,0,G0
G0_0617,2694.5,0,G0
G0_0618,2720.4,0,G0
G0_0619,2152.0,0,G0
G0_0620,2815.6,0,G0
G0_0621,2838.7,0,G0
G0_0622,2777.6,0,G0
G0_0623,2688.8,0,G0
G0_0624,2796.8,0,G0
G0_0625,2024.3,0,G0
G0_0626,2719.8,0,G0
G0_0627,2709.1,0,G0
G0_0628,3023.6,0,G0
G0_0629,3379.9,0,G0
G0_0630,2782.0,0,G0
G0_0631,3214.8,0,G0
G0_0632,2900.2,0,G0
G0_0633,3180.2,0,G0
G0_0634,2998.1,0,G0
G0_0635,2648.4,0,G0
G0_0636,3185.7,0,G0
G0_0637,2844.1,0,G0
G0_0638,2373.8,0,G0
G0_0639,3025.1,0,G0
G0_0640,3435.3,0,G0
G0_0641,2923.2,0,G0
G0_0642,2866.6,0,G0
G0_0643,2574.6,0,G0
G0_0644,2576.0,0,G0
G0_0645,2595.4,0,G0
G0_0646,3002.6,0,G0
G0_0647,2696.0,0,G0
G0_0648,2762.8,0,G0
G0_0649,2979.2,0,G0
G0_0650,2999.8,0,G0
G0_0651,2648.5,0,G0
G0_0652,2782.4,0,G0
G0_0653,3035.0,0,G0
G0_0654,2658.8,0,G0
G0_0655,2914.6,0,G0
G0_0656,2967.8,0,G0
G0_0657,2978.4,0,G0
G0_0658,2459.0,0,G0
G0_0659,2801.9,0,G0
G0_0660,2588.6,0,G0
G0_0661,3173.2,0,G0
G0_0662,2899.0,0,G0
G0_0663,3219.3,0,G0
G0_0664,3246.7,0,G0
G0_0665,2480.6,0,G0
G0_0666,2947.0,0,G0
G0_0667,2826.1,0,G0
G0_0668,2496.3,0,G0
G0_0669,2459.3,0,G0
G0_0670,3123.4,0,G0
G0_0671,2552.5,0,G0
G0_0672,2727.3,0,G0
G0_0673,3226.7,0,G0
G0_0674,2567.6,0,G0
G0_0675,3029.4,0,G0
G0_0676,3276.7,0,G0
G0_0677,2904.8,0,G0
G0_0678,2597.4,0,G0
G0_0679,2290.2,0,G0
G0_0680,2671.5,0,G0
G0_0681,2411.2,0,G0
G0_0682,2684.7,0,G0
G0_0683,2609.0,0,G0
G0_0684,2641.0,0,G0
G0_0685,3194.3,0,G0
G0_0686,2927.4,0,G0
G0_0687,2927.4,0,G0
G0_0688,3088.1,0,G0
G0_0689,2498.5,0,G0
G0_0690,2490.2,0,G0
G0_0691,2550.4,0,G0
G0_0692,2669.4,0,G0
G0_0693,2551.2,0,G0
G0_0694,2832.3,0,G0
G0_0695,2609.0,0,G0
G0_0696,2458.1,0,G0
G0_0697,2476.6,0,G0
G0_0698,2934.2,0,G0
G0_0699,2799.3,0,G0
G0_0700,2938.3,0,G0
G0_0701,2724.4,0,G0
G0_0702,2969.1,0,G0
G0_0703,2917.8,0,G0
G0_0704,3334.4,0,G0
G0_0705,2691.7,0,G0
G0_0706,2660.8,0,G0
G0_0707,2860.3,0,G0
G0_0708,3172.3,0,G0
G0_0709,2960.3,0,G0
G0_0710,2818.6,0,G0
G0_0711,2837.5,0,G0
G0_0712,3178.8,0,G0
G0_0713,2774.8,0,G0
G0_0714,2632.4,0,G0
G0_0715,2829.1,0,G0
G0_0716,2762.5,0,G0
G0_0717,2816.0,0,G0
G0_0718,2689.5,0,G0
G0_0719,3342.2,0,G0
G0_0720,2971.6,0,G0
G0_0721,2910.3,0,G0
G0_0722,3088.1,0,G0
G0_0723,2674.0,0,G0
G0_0724,2174.6,0,G0
G0_0725,3009.9,0,G0
G0_0726,2715.8,0,G0
G0_0727,2942.1,0,G0
G0_0728,2444.5,0,G0
G0_0729,3367.5,0,G0
G0_0730,2890.4,0,G0
G0_0731,3012.3,0,G0
G0_0732,2746.2,0,G0
G0_0733,2492.0,0,G0
G0_0734,2991.4,0,G0
G0_0735,3033.6,0,G0
G0_0736,2865.1,0,G0
G0_0737,2738.6,0,G0
G0_0738,2679.1,0,G0
G0_0739,3166.4,0,G0
G0_0740,2577.7,0,G0
G0_0741,2907.7,0,G0
G0_0742,2763.7,0,G0
G0_0743,2512.2,0,G0
G0_0744,2603.6,0,G0
G0_0745,2976.9,0,G0
G0_0746,3130.1,0,G0
G0_0747,2641.3,0,G0
G0_0748,3129.4,0,G0
G0_0749,2749.6,0,G0
G0_0750,2365.4,0,G0
G0_0751,2937.8,0,G0
G0_0752,2776.5,0,G0
G0_0753,2931.4,0,G0
G0_0754,2751.0,0,G0
G0_0755,2992.1,0,G0
G0_0756,2941.8,0,G0
G0_0757,3025.8,0,G0
G0_0758,2910.2,0,G0
G0_0759,2684.5,0,G0
G0_0760,2618.3,0,G0
G0_0761,2954.8,0,G0
G0_0762,3319.8,0,G0
G0_0763,3041.7,0,G0
G0_0764,2826.8,0,G0
G0_0765,2716.0,0,G0
G0_0766,2667.3,0,G0
G0_0767,2726.8,0,G0
G0_0768,3130.0,0,G0
G0_0769,3080.5,0,G0
G0_0770,2595.7,0,G0
G0_0771,3420.8,0,G0
G0_0772,2842.9,0,G0
G0_0773,2949.2,0,G0
G0_0774,2385.5,0,G0
G0_0775,2699.5,0,G0
G0_0776,3034.0,0,G0
G0_0777,2514.6,0,G0
G0_0778,2670.1,0,G0
G0_0779,2591.7,0,G0
G0_0780,3260.1,0,G0
G0_0781,2784.3,0,G0
G0_0782,2548.4,0,G0
G0_0783,2675.6,0,G0
G0_0784,2476.2,0,G0
G0_0785,2557.1,0,G0
G0_0786,2438.0,0,G0
G0_0787,2651.9,0,G0
G0_0788,2816.1,0,G0
G0_0789,2647.8,0,G0
G0_0790,2479.7,0,G0
G0_0791,3061.2,0,G0
G0_0792,2831.0,0,G0
G0_0793,2649.5,0,G0
G0_0794,2942.7,0,G0
G0_0795,2730.5,0,G0
G0_0796,2616.8,0,G0
G0_0797,2516.4,0,G0
G0_0798,3170.7,0,G0
G0_0799,2659.8,0,G0
G0_0800,2870.0,0,G0
G0_0801,2754.3,0,G0
G0_0802,2465.1,0,G0
G0_0803,2777.8,0,G0
G0_0804,2898.7,0,G0
G0_0805,2515.4,0,G0
G0_0806,3128.6,0,G0
G0_0807,2814.8,0,G0
G0_0808,2960.2,0,G0
G0_0809,3182.2,0,G0
G0_0810,2952.7,0,G0
G0_0811,3195.5,0,G0
G0_0812,2681.1,0,G0
G0_0813,2911.7,0,G0
G0_0814,2995.8,0,G0
G0_0815,2189.2,0,G0
G0_0816,2531.8,0,G0
G0_0817,3024.3,0,G0
G0_0818,2829.3,0,G0
G0_0819,3024.4,0,G0
G0_0820,2640.0,0,G0
G0_0821,2426.8,0,G0
G0_0822,2794.7,0,G0
G0_0823,2584.0,0,G0
G0_0824,3033.1,0,G0
G0_0825,2899.7,0,G0
G0_0826,2953.9,0,G0
G0_0827,2961.0,0,G0
G0_0828,2961.3,0,G0
G0_0829,2703.2,0,G0
G0_0830,2641.8,0,G0
G0_0831,2424.7,0,G0
G0_0832,3074.3,0,G0
G0_0833,2941.7,0,G0
G0_0834,3133.4,0,G0
G0_0835,2842.9,0,G0
G0_0836,2534.7,0,G0
G0_0837,2607.9,0,G0
G0_0838,2954.0,0,G0
G0_0839,3374.2,0,G0
G0_0840,3275.2,0,G0
G0_0841,3064.5,0,G0
G0_0842,2811.2,0,G0
G0_0843,2790.1,0,G0
G0_0844,2798.6,0,G0
G0_0845,2902.2,0,G0
G0_0846,2655.6,0,G0
G0_0847,2694.6,0,G0
G0_0848,3135.8,0,G0
G0_0849,3053.0,0,G0
G0_0850,2500.7,0,G0
G0_0851,2388.8,0,G0
G0_0852,2597.7,0,G0
G0_0853,2683.5,0,G0
G0_0854,3015.0,0,G0
G0_0855,2805.8,0,G0
G0_0856,2554.6,0,G0
G0_0857,2703.7,0,G0
G0_0858,2839.1,0,G0
G0_0859,2803.1,0,G0
G0_0860,2734.4,0,G0
G0_0861,2886.7,0,G0
G0_0862,2568.9,0,G0
G0_0863,2709.7,0,G0
G0_0864,3006.4,0,G0
G0_0865,2821.7,0,G0
G0_0866,2965.6,0,G0
G0_0867,3168.4,0,G0
G0_0868,2490.6,0,G0
G0_0869,2445.4,0,G0
G0_0870,2889.3,0,G0
G0_0871,2953.0,0,G0
G0_0872,2742.1,0,G0
G0_0873,2502.9,0,G0
