id,decision,call_rate,bw42_g,sex,sire,dam,reasons,detail
G2_0130,通过,1.0,2900.699,F,G1_0285,G1_0468,,
G2_0131,通过,1.0,2908.511,M,G1_0424,G1_0441,,
G2_0132,通过,1.0,3064.39,F,G1_0358,G1_0339,,
G2_0133,通过,1.0,3206.641,F,G1_0085,G1_0162,,
G2_0134,通过,1.0,2850.724,M,G1_0407,G1_0345,,
G2_0135,通过,1.0,3086.195,F,G1_0384,G1_0027,,
G2_0136,通过,1.0,3276.566,F,G1_0140,G1_0455,,
G2_0137,通过,1.0,2922.856,M,G1_0090,G1_0497,,
G2_0138,通过,1.0,2778.697,F,G1_0158,G1_0456,,
G2_0139,通过,1.0,3409.939,F,G1_0178,G1_0390,,
G2_0140,通过,1.0,2752.966,F,G1_0140,G1_0455,,
G2_0141,拦截,1.0,3492163.233,M,G1_0406,G1_0430,PHENO_UNIT,"bw42_g=3492163.233 超界 [800,6000]；÷1000 后 = 3492.163233 落入正常范围，疑似千倍误录（单位换算错误）"
G2_0142,通过,1.0,3261.511,F,G1_0103,G1_0198,,
G2_0143,通过,1.0,2790.917,F,G1_0170,G1_0373,,
G2_0144,通过,1.0,2954.812,F,G1_0085,G1_0162,,
G2_0145,通过,1.0,3084.043,F,G1_0406,G1_0430,,
G2_0146,通过,1.0,3097.09,M,G1_0090,G1_0497,,
G2_0147,通过,1.0,3403.68,F,G1_0361,G1_0387,,
G2_0148,通过,1.0,2968.066,F,G1_0152,G1_0417,,
G2_0149,通过,1.0,3220.118,M,G1_0406,G1_0430,,
G2_0150,通过,1.0,3321.768,M,G1_0407,G1_0345,,
G2_0151,通过,1.0,2768.455,M,G1_0313,G1_0176,,
G2_0152,通过,1.0,3080.874,M,G1_0521,G1_0495,,
G2_0153,通过,1.0,2955.359,F,G1_0246,G1_0502,,
G2_0154,通过,1.0,2930.252,F,G1_0140,G1_0455,,
G2_0155,通过,1.0,3006.05,F,G1_0285,G1_0468,,
G2_0156,通过,1.0,3002.154,M,G1_0248,G1_0321,,
G2_0157,通过,1.0,3137.88,F,G1_0183,G1_0132,,
G2_0158,通过,1.0,3184.749,F,G1_0170,G1_0075,,
G2_0159,通过,1.0,3117.549,F,G1_0036,G1_0360,,
G2_0160,通过,1.0,3321.242,F,G1_0205,G1_0015,,
G2_0161,通过,1.0,2989.762,M,G1_0313,G1_0176,,
G2_0162,通过,1.0,2846.074,M,G1_0285,G1_0468,,
G2_0163,通过,1.0,3016.91,M,G1_0407,G1_0319,,
G2_0164,通过,1.0,3063.638,M,G1_0010,G1_0138,,
G2_0165,通过,1.0,2878.772,M,G1_0170,G1_0075,,
G2_0166,通过,1.0,3096.3,F,G1_0090,G1_0473,,
G2_0167,通过,1.0,3039.847,M,G1_0248,G1_0447,,
G2_0168,通过,1.0,3275.967,M,G1_0178,G1_0135,,
G2_0169,通过,1.0,2938.051,F,G1_0384,G1_0295,,
G2_0170,通过,1.0,2961.106,F,G1_0409,G1_0179,,
G2_0171,通过,1.0,2993.803,M,G1_0326,G1_0332,,
G2_0172,通过,1.0,3298.165,M,G1_0010,G1_0138,,
G2_0173,通过,1.0,2998.561,F,G1_0170,G1_0373,,
G2_0174,通过,1.0,2618.74,M,G1_0409,G1_0480,,
G2_0175,通过,1.0,3208.376,F,G1_0200,G1_0206,,
G2_0176,通过,1.0,2646.913,M,G1_0090,G1_0473,,
G2_0177,通过,1.0,2993.787,F,G1_0433,G1_0175,,
G2_0178,通过,1.0,2829.58,M,G1_0237,G1_0364,,
G2_0179,拦截,1.0,2295.207,F,G1_0010,G1_0319,DUP_GENO_REF|PED_MENDEL,与登记父本 G1_0010 对立纯合率 10.06%（5000 个可比位点）> 阈值 1%；与登记母本 G1_0319 对立纯合率 9.54%（5000 个可比位点）> 阈值 1%；与参考群个体 G0_1034 基因型一致率 1.0000 ≥ 0.995，疑似同一样本/串样
G2_0180,通过,1.0,2797.58,F,G1_0036,G1_0404,,
G2_0181,拦截,0.03,3362.824,M,G1_0163,G1_0263,LOW_CALL_RATE,基因型检出率 0.030 < 阈值 0.90
G2_0182,通过,1.0,2937.197,F,G1_0140,G1_0455,,
G2_0183,通过,1.0,2877.212,M,G1_0183,G1_0398,,
G2_0184,通过,1.0,2971.71,F,G1_0034,G1_0091,,
G2_0185,通过,1.0,3422.201,M,G1_0384,G1_0295,,
G2_0186,通过,1.0,3129.228,M,G1_0011,G1_0068,,
G2_0187,通过,1.0,3070.54,M,G1_0313,G1_0176,,
G2_0188,通过,1.0,2911.396,M,G1_0010,G1_0239,,
G2_0189,通过,1.0,3206.455,F,G1_0406,G1_0430,,
G2_0190,通过,1.0,2981.884,F,G1_0248,G1_0321,,
G2_0191,通过,1.0,3289.655,F,G1_0170,G1_0373,,
G2_0192,通过,1.0,3126.7,M,G1_0313,G1_0342,,
G2_0193,通过,1.0,2855.904,F,G1_0034,G1_0130,,
G2_0194,通过,1.0,2703.372,F,G1_0034,G1_0091,,
G2_0195,通过,1.0,2951.214,F,G1_0090,G1_0473,,
G2_0196,拦截,0.89,3630.37,F,G1_0163,G1_0263,LOW_CALL_RATE,基因型检出率 0.890 < 阈值 0.90
G2_0197,通过,1.0,3180.249,M,G1_0152,G1_0171,,
G2_0198,通过,1.0,2414.263,F,G1_0183,G1_0132,,
G2_0199,通过,1.0,3017.857,F,G1_0407,G1_0319,,
G2_0200,通过,1.0,3006.307,M,G1_0313,G1_0176,,
G2_0201,通过,1.0,2925.747,M,G1_0011,G1_0189,,
G2_0202,通过,1.0,3197.998,M,G1_0152,G1_0417,,
G2_0203,通过,1.0,3317.472,F,G1_0034,G1_0091,,
G2_0204,通过,1.0,3153.922,F,G1_0248,G1_0321,,
G2_0205,通过,1.0,3269.628,M,G1_0140,G1_0462,,
G2_0206,通过,1.0,2914.064,M,G1_0326,G1_0300,,
G2_0207,通过,1.0,3312.058,F,G1_0170,G1_0075,,
G2_0208,拦截,0.72,2971.974,F,G1_0361,G1_0371,LOW_CALL_RATE,基因型检出率 0.720 < 阈值 0.90
G2_0209,通过,1.0,3439.017,M,G1_0406,G1_0023,,
G2_0210,通过,1.0,2929.391,M,G1_0267,G1_0109,,
G2_0211,通过,1.0,2638.727,F,G1_0248,G1_0321,,
G2_0212,通过,1.0,3164.47,M,G1_0034,G1_0130,,
G2_0213,通过,1.0,2737.027,F,G1_0409,G1_0480,,
G2_0214,拦截,0.87,2725.35,M,G1_0090,G1_0473,LOW_CALL_RATE,基因型检出率 0.870 < 阈值 0.90
G2_0215,通过,1.0,2686.759,M,G1_0285,G1_0003,,
G2_0216,通过,1.0,3030.657,M,G1_0152,G1_0417,,
G2_0217,通过,1.0,2941.411,M,G1_0200,G1_0206,,
G2_0218,通过,1.0,3230.344,M,G1_0163,G1_0242,,
G2_0219,通过,1.0,3566.874,M,G1_0090,G1_0497,,
G2_0220,通过,1.0,2786.596,F,G1_0152,G1_0171,,
G2_0221,通过,1.0,3079.364,F,G1_0205,G1_0015,,
G2_0222,通过,1.0,2964.571,F,G1_0358,G1_0021,,
G2_0223,通过,1.0,2765.566,F,G1_0103,G1_0415,,
G2_0224,拦截,0.85,3401.687,M,G1_0285,G1_0468,LOW_CALL_RATE,基因型检出率 0.850 < 阈值 0.90
G2_0225,通过,1.0,2910.685,M,G1_0424,G1_0441,,
G2_0226,通过,1.0,3121.787,M,G1_0205,G1_0015,,
G2_0227,通过,1.0,3152.769,M,G1_0406,G1_0023,,
G2_0228,通过,1.0,3041.909,F,G1_0467,G1_0067,,
G2_0229,通过,1.0,2744.019,M,G1_0152,G1_0417,,
G2_0230,拦截,1.0,2.966,M,G1_0200,G1_0206,PHENO_UNIT,"bw42_g=2.966 超界 [800,6000]；×1000 后 = 2966 落入正常范围，疑似 kg 误录为 g"
G2_0231,通过,1.0,2706.655,M,G1_0521,G1_0495,,
G2_0232,通过,1.0,2909.254,F,G1_0248,G1_0321,,
G2_0233,通过,1.0,3274.67,F,G1_0326,G1_0332,,
G2_0234,通过,1.0,3154.868,F,G1_0011,G1_0068,,
G2_0235,通过,1.0,3126.032,F,G1_0407,G1_0319,,
G2_0236,拦截,0.45,3257.946,F,G1_0313,G1_0342,LOW_CALL_RATE,基因型检出率 0.450 < 阈值 0.90
G2_0237,通过,1.0,2523.196,M,G1_0085,G1_0162,,
G2_0238,通过,1.0,3122.597,F,G1_0034,G1_0091,,
G2_0239,通过,1.0,2808.775,F,G1_0200,G1_0206,,
G2_0240,通过,1.0,2989.487,F,G1_0205,G1_0015,,
G2_0241,通过,1.0,2554.982,F,G1_0285,G1_0003,,
G2_0242,通过,1.0,3318.107,M,G1_0178,G1_0135,,
G2_0243,通过,1.0,2991.254,M,G1_0158,G1_0456,,
G2_0244,通过,1.0,2984.431,F,G1_0085,G1_0162,,
G2_0245,通过,1.0,3159.245,M,G1_0407,G1_0319,,
G2_0246,通过,1.0,2562.643,M,G1_0285,G1_0003,,
G2_0247,通过,1.0,3363.851,F,G1_0313,G1_0342,,
G2_0248,通过,1.0,3323.605,M,G1_0034,G1_0091,,
G2_0249,通过,1.0,3162.41,M,G1_0326,G1_0332,,
G2_0250,通过,1.0,3157.462,F,G1_0036,G1_0404,,
G2_0251,拦截,0.83,3214.632,M,G1_0384,G1_0027,LOW_CALL_RATE,基因型检出率 0.830 < 阈值 0.90
G2_0252,通过,1.0,2542.141,F,G1_0090,G1_0497,,
G2_0253,通过,1.0,2992.846,F,G1_0248,G1_0321,,
G2_0254,通过,1.0,2856.886,F,G1_0313,G1_0176,,
G2_0255,通过,1.0,3000.264,F,G1_0285,G1_0468,,
G2_0256,通过,1.0,2619.579,M,G1_0433,G1_0078,,
G2_0257,通过,1.0,3263.515,F,G1_0287,G1_0505,,
G2_0258,通过,1.0,2463.255,F,G1_0521,G1_0495,,
G2_0259,通过,1.0,3369.191,F,G1_0140,G1_0462,,
G2_0260,通过,1.0,2630.769,F,G1_0200,G1_0206,,
G2_0261,通过,1.0,2904.052,F,G1_0152,G1_0171,,
G2_0262,通过,1.0,3252.453,F,G1_0384,G1_0295,,
G2_0263,通过,1.0,2827.464,F,G1_0406,G1_0430,,
G2_0264,通过,1.0,3293.583,M,G1_0433,G1_0078,,
G2_0265,通过,1.0,3093.19,F,G1_0406,G1_0023,,
G2_0266,通过,1.0,2582.055,M,G1_0407,G1_0319,,
G2_0267,通过,1.0,2998.435,M,G1_0424,G1_0441,,
G2_0268,通过,1.0,3150.645,F,G1_0409,G1_0179,,
G2_0269,通过,1.0,2840.08,F,G1_0406,G1_0023,,
G2_0270,通过,1.0,3035.202,M,G1_0140,G1_0462,,
G2_0271,通过,1.0,2678.041,F,G1_0407,G1_0319,,
G2_0272,通过,1.0,3024.966,M,G1_0170,G1_0373,,
G2_0273,通过,1.0,3157.599,F,G1_0358,G1_0021,,
G2_0274,通过,1.0,2689.484,M,G1_0267,G1_0080,,
G2_0275,通过,1.0,3283.682,M,G1_0200,G1_0206,,
G2_0276,通过,1.0,3141.416,F,G1_0407,G1_0319,,
G2_0277,通过,1.0,3160.195,M,G1_0170,G1_0373,,
G2_0278,通过,1.0,2912.914,F,G1_0326,G1_0300,,
G2_0279,通过,1.0,2809.491,F,G1_0406,G1_0023,,
G2_0280,拦截,1.0,3061.722,F,G1_0267,G1_0109,DUP_GENO_BATCH,与本批次 G2_0048 基因型一致率 1.0000，保留先送检样本 G2_0048，本样本判为重复
G2_0281,通过,1.0,2622.118,M,G1_0170,G1_0075,,
G2_0282,通过,1.0,2677.228,F,G1_0085,G1_0013,,
G2_0283,通过,1.0,3280.448,M,G1_0140,G1_0455,,
G2_0284,通过,1.0,3406.491,M,G1_0287,G1_0305,,
G2_0285,通过,1.0,2942.325,F,G1_0237,G1_0364,,
G2_0286,通过,1.0,3109.088,M,G1_0287,G1_0505,,
G2_0287,通过,1.0,3107.107,F,G1_0010,G1_0239,,
G2_0288,通过,1.0,2833.036,F,G1_0409,G1_0480,,
G2_0289,通过,1.0,3491.991,F,G1_0521,G1_0495,,
G2_0290,通过,1.0,2999.503,F,G1_0521,G1_0062,,
G2_0291,通过,1.0,2775.591,F,G1_0202,G1_0385,,
G2_0292,拦截,1.0,2792.812,F,G1_0140,G1_0003,PED_MENDEL,与登记父本 G1_0140 对立纯合率 8.16%（5000 个可比位点）> 阈值 1%
G2_0293,通过,1.0,2972.996,M,G1_0202,G1_0268,,
G2_0294,通过,1.0,2694.323,F,G1_0103,G1_0198,,
G2_0295,通过,1.0,3187.432,F,G1_0406,G1_0023,,
G2_0296,通过,1.0,3093.992,F,G1_0237,G1_0309,,
G2_0297,通过,1.0,3008.75,F,G1_0433,G1_0175,,
G2_0298,通过,1.0,3049.34,M,G1_0140,G1_0455,,
G2_0299,通过,1.0,2804.688,F,G1_0467,G1_0067,,
G2_0300,通过,1.0,2398.742,F,G1_0246,G1_0222,,
G2_0301,通过,1.0,3069.489,M,G1_0158,G1_0456,,
G2_0302,通过,1.0,2832.592,F,G1_0424,G1_0441,,
G2_0303,通过,1.0,2800.859,M,G1_0287,G1_0305,,
G2_0304,通过,1.0,2454.686,F,G1_0384,G1_0027,,
G2_0305,通过,1.0,3312.01,F,G1_0384,G1_0027,,
G2_0306,通过,1.0,2798.324,F,G1_0406,G1_0430,,
G2_0307,通过,1.0,3069.405,F,G1_0085,G1_0013,,
G2_0308,通过,1.0,2886.401,M,G1_0090,G1_0497,,
G2_0309,通过,1.0,2987.255,F,G1_0406,G1_0023,,
G2_0310,通过,1.0,3356.553,F,G1_0424,G1_0441,,
G2_0311,通过,1.0,2845.791,M,G1_0178,G1_0390,,
G2_0312,通过,1.0,3566.783,M,G1_0034,G1_0130,,
G2_0313,通过,1.0,3279.728,M,G1_0521,G1_0495,,
G2_0314,通过,1.0,2996.296,M,G1_0287,G1_0505,,
G2_0315,通过,1.0,3232.985,F,G1_0267,G1_0109,,
G2_0316,通过,1.0,3237.59,M,G1_0406,G1_0430,,
G2_0317,通过,1.0,3361.351,F,G1_0248,G1_0447,,
G2_0318,通过,1.0,2746.993,F,G1_0200,G1_0519,,
G2_0319,通过,1.0,3074.571,F,G1_0170,G1_0373,,
G2_0320,通过,1.0,2834.774,M,G1_0361,G1_0387,,
G2_0321,通过,1.0,3575.774,M,G1_0326,G1_0300,,
G2_0322,通过,1.0,2785.013,M,G1_0433,G1_0078,,
G2_0323,通过,1.0,2989.251,M,G1_0085,G1_0013,,
G2_0324,通过,1.0,2891.71,M,G1_0103,G1_0198,,
G2_0325,通过,1.0,3375.543,F,G1_0152,G1_0171,,
G2_0326,通过,1.0,2892.04,F,G1_0409,G1_0480,,
G2_0327,通过,1.0,3247.118,M,G1_0158,G1_0324,,
G2_0328,通过,1.0,2896.2,M,G1_0409,G1_0179,,
G2_0329,通过,1.0,3137.979,F,G1_0326,G1_0332,,
G2_0330,通过,1.0,3374.728,M,G1_0170,G1_0373,,
G2_0331,通过,1.0,3086.945,M,G1_0163,G1_0242,,
G2_0332,通过,1.0,2923.497,F,G1_0085,G1_0162,,
G2_0333,通过,1.0,3112.157,M,G1_0407,G1_0345,,
G2_0334,通过,1.0,3092.708,F,G1_0384,G1_0295,,
G2_0335,通过,1.0,3151.098,F,G1_0248,G1_0447,,
G2_0336,通过,1.0,2754.108,M,G1_0010,G1_0239,,
G2_0337,通过,1.0,3146.719,F,G1_0287,G1_0305,,
G2_0338,通过,1.0,2568.509,M,G1_0467,G1_0203,,
G2_0339,通过,1.0,3354.608,M,G1_0158,G1_0456,,
G2_0340,拦截,0.55,3072.816,M,G1_0406,G1_0023,LOW_CALL_RATE,基因型检出率 0.550 < 阈值 0.90
G2_0341,通过,1.0,3020.25,F,G1_0313,G1_0342,,
G2_0342,通过,1.0,3154.253,F,G1_0158,G1_0324,,
G2_0343,通过,1.0,3161.542,M,G1_0011,G1_0068,,
G2_0344,通过,1.0,3472.214,M,G1_0384,G1_0027,,
G2_0345,通过,1.0,3473.733,M,G1_0424,G1_0350,,
G2_0346,通过,1.0,2695.79,M,G1_0433,G1_0078,,
G2_0347,通过,1.0,3264.407,M,G1_0358,G1_0021,,
G2_0348,通过,1.0,3167.124,M,G1_0158,G1_0456,,
G2_0349,通过,1.0,3026.822,M,G1_0424,G1_0350,,
G2_0350,通过,1.0,3271.914,F,G1_0267,G1_0109,,
G2_0351,通过,1.0,3106.163,F,G1_0178,G1_0135,,
G2_0352,通过,1.0,3079.58,M,G1_0010,G1_0239,,
G2_0353,通过,1.0,2842.75,F,G1_0246,G1_0502,,
G2_0354,通过,1.0,3041.811,F,G1_0407,G1_0345,,
G2_0355,拦截,1.0,2.945,M,G1_0011,G1_0068,PHENO_UNIT,"bw42_g=2.945 超界 [800,6000]；×1000 后 = 2945 落入正常范围，疑似 kg 误录为 g"
G2_0356,通过,1.0,3217.976,M,G1_0406,G1_0023,,
G2_0357,通过,1.0,2902.435,F,G1_0205,G1_0015,,
G2_0358,通过,1.0,3370.236,M,G1_0384,G1_0027,,
G2_0359,通过,1.0,3297.838,F,G1_0409,G1_0179,,
G2_0360,通过,1.0,2958.0,F,G1_0467,G1_0067,,
G2_0361,通过,1.0,2849.571,M,G1_0036,G1_0404,,
G2_0362,通过,1.0,3045.427,F,G1_0152,G1_0171,,
G2_0363,通过,1.0,2930.592,M,G1_0361,G1_0387,,
G2_0364,通过,1.0,3620.866,F,G1_0178,G1_0390,,
G2_0365,通过,1.0,2616.494,F,G1_0202,G1_0385,,
G2_0366,通过,1.0,3004.331,M,G1_0433,G1_0078,,
G2_0367,通过,1.0,2743.706,M,G1_0361,G1_0371,,
G2_0368,通过,1.0,2640.585,F,G1_0361,G1_0387,,
G2_0369,通过,1.0,3055.507,F,G1_0170,G1_0373,,
G2_0370,通过,1.0,3136.225,F,G1_0358,G1_0339,,
G2_0371,通过,1.0,2792.986,F,G1_0183,G1_0398,,
G2_0372,通过,1.0,3065.202,M,G1_0361,G1_0387,,
G2_0373,通过,1.0,2992.221,M,G1_0183,G1_0398,,
G2_0374,通过,1.0,3003.144,M,G1_0248,G1_0447,,
