idx,id,sex,sire,dam,gebv,gebv_percentile,carrier_LR1,carrier_LR2
37,G2_0040,M,G1_0358,G1_0021,163.964,46.4,-,-
376,G2_0402,M,G1_0433,G1_0175,163.629,46.2,-,-
380,G2_0406,F,G1_0409,G1_0480,162.919,46.0,-,-
186,G2_0201,M,G1_0011,G1_0189,162.901,45.8,-,-
341,G2_0366,M,G1_0433,G1_0078,162.687,45.6,-,-
134,G2_0146,M,G1_0090,G1_0497,162.381,45.4,-,-
426,G2_0454,F,G1_0285,G1_0468,161.541,45.2,携带,-
25,G2_0027,F,G1_0246,G1_0502,161.517,45.0,-,携带
459,G2_0489,F,G1_0200,G1_0519,160.554,44.8,携带,-
257,G2_0278,F,G1_0326,G1_0300,159.965,44.6,-,-
22,G2_0024,F,G1_0158,G1_0324,159.354,44.4,-,-
293,G2_0316,M,G1_0406,G1_0430,158.216,44.2,-,-
177,G2_0191,F,G1_0170,G1_0373,158.131,44.0,-,-
424,G2_0452,M,G1_0433,G1_0078,157.872,43.8,携带,-
365,G2_0390,M,G1_0406,G1_0430,157.546,43.6,-,-
334,G2_0359,F,G1_0409,G1_0179,157.276,43.4,-,-
458,G2_0487,F,G1_0090,G1_0473,157.029,43.2,-,-
298,G2_0321,M,G1_0326,G1_0300,156.785,43.0,-,携带
20,G2_0022,M,G1_0152,G1_0417,155.633,42.8,-,-
310,G2_0333,M,G1_0407,G1_0345,155.287,42.6,-,-
261,G2_0283,M,G1_0140,G1_0455,154.534,42.4,-,-
19,G2_0021,M,G1_0010,G1_0239,154.141,42.2,-,-
95,G2_0105,M,G1_0326,G1_0300,154.06,42.0,-,携带
355,G2_0380,M,G1_0034,G1_0130,153.8,41.8,携带,-
466,G2_0497,F,G1_0409,G1_0179,153.582,41.6,-,-
267,G2_0289,F,G1_0521,G1_0495,153.137,41.4,-,携带
256,G2_0277,M,G1_0170,G1_0373,152.906,41.2,-,-
300,G2_0323,M,G1_0085,G1_0013,152.632,41.0,-,-
486,G2_0517,M,G1_0285,G1_0003,152.331,40.8,携带,-
415,G2_0442,F,G1_0183,G1_0132,152.15,40.6,-,携带
179,G2_0193,F,G1_0034,G1_0130,152.089,40.4,携带,-
436,G2_0464,M,G1_0010,G1_0239,151.188,40.2,-,-
63,G2_0068,M,G1_0267,G1_0080,151.114,40.0,携带,-
62,G2_0066,M,G1_0407,G1_0319,150.824,39.8,携带,-
230,G2_0250,F,G1_0036,G1_0404,150.699,39.6,-,-
359,G2_0384,M,G1_0163,G1_0263,150.437,39.4,-,-
111,G2_0121,F,G1_0384,G1_0027,150.203,39.2,-,-
286,G2_0309,F,G1_0406,G1_0023,149.588,39.0,-,-
55,G2_0059,M,G1_0103,G1_0198,149.385,38.8,携带,-
423,G2_0451,F,G1_0170,G1_0373,148.934,38.6,-,-
170,G2_0184,F,G1_0034,G1_0091,146.402,38.4,-,-
123,G2_0134,M,G1_0407,G1_0345,145.814,38.2,-,-
127,G2_0138,F,G1_0158,G1_0456,144.368,38.0,-,携带
244,G2_0265,F,G1_0406,G1_0023,144.284,37.8,-,携带
151,G2_0163,M,G1_0407,G1_0319,144.265,37.6,-,-
336,G2_0361,M,G1_0036,G1_0404,144.065,37.4,-,-
126,G2_0137,M,G1_0090,G1_0497,142.588,37.2,-,-
349,G2_0374,M,G1_0248,G1_0447,142.566,37.0,-,-
48,G2_0052,M,G1_0010,G1_0239,142.527,36.8,-,-
180,G2_0194,F,G1_0034,G1_0091,142.497,36.6,携带,-
68,G2_0074,M,G1_0287,G1_0305,141.828,36.4,-,-
351,G2_0376,F,G1_0267,G1_0080,141.82,36.2,-,-
330,G2_0354,F,G1_0407,G1_0345,141.497,36.0,-,-
205,G2_0222,F,G1_0358,G1_0021,141.447,35.8,-,-
35,G2_0038,F,G1_0433,G1_0175,141.274,35.6,携带,-
146,G2_0158,F,G1_0170,G1_0075,141.244,35.4,携带,-
472,G2_0503,M,G1_0090,G1_0497,139.52,35.2,-,-
371,G2_0397,M,G1_0433,G1_0078,138.907,35.0,-,-
169,G2_0183,M,G1_0183,G1_0398,138.891,34.8,-,-
7,G2_0009,F,G1_0246,G1_0502,137.734,34.6,-,携带
211,G2_0229,M,G1_0152,G1_0417,137.408,34.4,-,-
97,G2_0107,M,G1_0202,G1_0268,136.113,34.2,-,-
116,G2_0126,F,G1_0433,G1_0175,135.891,34.0,携带,-
285,G2_0308,M,G1_0090,G1_0497,135.571,33.8,-,-
362,G2_0387,F,G1_0246,G1_0502,134.669,33.6,-,携带
374,G2_0400,M,G1_0085,G1_0162,134.471,33.4,-,-
305,G2_0328,M,G1_0409,G1_0179,134.141,33.2,-,-
103,G2_0113,M,G1_0521,G1_0495,133.951,33.0,-,携带
143,G2_0155,F,G1_0285,G1_0468,133.548,32.8,-,-
13,G2_0015,F,G1_0090,G1_0497,133.495,32.6,-,-
297,G2_0320,M,G1_0361,G1_0387,132.725,32.4,-,-
210,G2_0228,F,G1_0467,G1_0067,131.793,32.2,-,-
444,G2_0472,M,G1_0467,G1_0067,131.418,32.0,-,-
406,G2_0433,M,G1_0246,G1_0222,131.114,31.8,-,-
313,G2_0336,M,G1_0010,G1_0239,130.842,31.6,-,-
281,G2_0304,F,G1_0384,G1_0027,130.688,31.4,-,-
328,G2_0352,M,G1_0010,G1_0239,130.168,31.2,-,-
154,G2_0166,F,G1_0090,G1_0473,129.992,31.0,-,-
463,G2_0493,F,G1_0152,G1_0417,129.528,30.8,-,-
322,G2_0346,M,G1_0433,G1_0078,128.828,30.6,-,-
49,G2_0053,M,G1_0361,G1_0371,128.749,30.4,-,-
181,G2_0195,F,G1_0090,G1_0473,128.456,30.2,-,-
163,G2_0175,F,G1_0200,G1_0206,127.763,30.0,-,-
348,G2_0373,M,G1_0183,G1_0398,126.979,29.8,-,携带
269,G2_0291,F,G1_0202,G1_0385,126.436,29.6,-,-
52,G2_0056,F,G1_0287,G1_0505,125.378,29.4,-,-
69,G2_0076,F,G1_0183,G1_0398,125.017,29.2,-,-
470,G2_0501,F,G1_0285,G1_0468,124.692,29.0,-,-
173,G2_0187,M,G1_0313,G1_0176,124.643,28.8,-,-
203,G2_0220,F,G1_0152,G1_0171,123.648,28.6,-,-
200,G2_0217,M,G1_0200,G1_0206,123.56,28.4,-,-
141,G2_0153,F,G1_0246,G1_0502,123.084,28.2,-,-
220,G2_0240,F,G1_0205,G1_0015,123.057,28.0,-,-
353,G2_0378,M,G1_0034,G1_0130,123.024,27.8,-,-
91,G2_0101,F,G1_0406,G1_0023,122.985,27.6,-,携带
150,G2_0162,M,G1_0285,G1_0468,121.152,27.4,携带,-
166,G2_0178,M,G1_0237,G1_0364,119.898,27.2,-,-
387,G2_0413,F,G1_0202,G1_0268,119.854,27.0,-,-
83,G2_0092,M,G1_0183,G1_0398,119.767,26.8,-,携带
84,G2_0093,F,G1_0246,G1_0222,119.732,26.6,-,-
331,G2_0356,M,G1_0406,G1_0023,119.332,26.4,-,携带
144,G2_0156,M,G1_0248,G1_0321,119.264,26.2,携带,-
46,G2_0049,F,G1_0170,G1_0373,119.155,26.0,-,-
455,G2_0484,M,G1_0205,G1_0015,118.665,25.8,-,-
172,G2_0186,M,G1_0011,G1_0068,117.381,25.6,-,-
431,G2_0459,M,G1_0521,G1_0495,116.919,25.4,-,携带
344,G2_0369,F,G1_0170,G1_0373,116.385,25.2,-,-
232,G2_0253,F,G1_0248,G1_0321,115.834,25.0,携带,-
329,G2_0353,F,G1_0246,G1_0502,114.611,24.8,-,-
39,G2_0042,M,G1_0467,G1_0067,114.199,24.6,-,-
275,G2_0298,M,G1_0140,G1_0455,111.798,24.4,-,-
82,G2_0090,F,G1_0011,G1_0189,111.647,24.2,-,-
460,G2_0490,M,G1_0285,G1_0003,110.878,24.0,携带,-
393,G2_0419,F,G1_0183,G1_0398,110.772,23.8,-,-
216,G2_0235,F,G1_0407,G1_0319,108.6,23.6,-,-
251,G2_0272,M,G1_0170,G1_0373,108.017,23.4,-,-
367,G2_0392,M,G1_0010,G1_0138,105.599,23.2,-,-
245,G2_0266,M,G1_0407,G1_0319,105.447,23.0,-,-
207,G2_0225,M,G1_0424,G1_0441,104.303,22.8,-,-
213,G2_0232,F,G1_0248,G1_0321,104.164,22.6,-,-
167,G2_0180,F,G1_0036,G1_0404,103.718,22.4,-,-
76,G2_0084,M,G1_0103,G1_0415,102.864,22.2,-,携带
219,G2_0239,F,G1_0200,G1_0206,102.516,22.0,-,-
471,G2_0502,M,G1_0158,G1_0324,101.868,21.8,-,-
89,G2_0099,M,G1_0158,G1_0456,101.458,21.6,-,携带
176,G2_0190,F,G1_0248,G1_0321,99.231,21.4,-,-
168,G2_0182,F,G1_0140,G1_0455,99.045,21.2,-,-
420,G2_0447,F,G1_0085,G1_0162,98.845,21.0,-,-
54,G2_0058,F,G1_0163,G1_0263,98.812,20.8,-,-
64,G2_0070,F,G1_0200,G1_0519,98.262,20.6,携带,-
347,G2_0372,M,G1_0361,G1_0387,95.553,20.4,-,-
98,G2_0108,F,G1_0034,G1_0091,93.95,20.2,-,-
303,G2_0326,F,G1_0409,G1_0480,92.972,20.0,-,-
42,G2_0045,M,G1_0090,G1_0473,91.649,19.8,-,-
119,G2_0130,F,G1_0285,G1_0468,90.972,19.6,携带,-
448,G2_0476,M,G1_0237,G1_0364,90.409,19.4,-,-
41,G2_0044,M,G1_0183,G1_0132,90.068,19.2,-,携带
6,G2_0008,M,G1_0361,G1_0371,89.676,19.0,-,-
