id,tbv,true_sire,true_dam,inject_status
G1_0045,351.189,G0_1683,G0_0189,clean
G1_0021,314.083,G0_0296,G0_1130,clean
G1_0247,240.061,G0_0841,G0_0248,clean
G1_0430,315.144,G0_0198,G0_0989,clean
G1_0428,234.505,G0_1315,G0_1305,pheno_unit_error
G1_0003,250.968,G0_0296,G0_0141,clean
G1_0490,137.158,G0_0914,G0_0108,clean
G1_0017,-117.305,G0_0610,G0_0935,clean
G1_0034,110.257,G0_1464,G0_1967,clean
G1_0336,114.165,G0_0832,G0_0329,clean
G1_0342,381.756,G0_0841,G0_1608,clean
G1_0160,234.705,G0_0826,G0_0061,clean
G1_0152,444.492,G0_0523,G0_0507,clean
G1_0381,223.629,G0_1061,G0_0428,pedigree_conflict
G1_0389,18.07,G0_0166,G0_1167,clean
G1_0168,8.155,G0_0304,G0_1181,clean
G1_0281,288.193,G0_1061,G0_1199,clean
G1_0027,286.328,G0_1683,G0_1193,clean
G1_0146,127.727,G0_0914,G0_1921,clean
G1_0240,127.749,G0_0342,G0_1136,low_call_rate
G1_0419,48.018,G0_1978,G0_0285,clean
G1_0526,-191.66,G0_0198,G0_1129,clean
G1_0414,77.48,G0_1978,G0_0285,clean
G1_0459,37.571,G0_1597,G0_1949,clean
G1_0055,68.808,G0_0332,G0_1415,clean
G1_0181,121.307,G0_0610,G0_0055,clean
G1_0047,94.52,G0_1419,G0_1301,clean
G1_0470,-160.343,G0_0304,G0_1585,low_call_rate
G1_0190,99.059,G0_0304,G0_1856,clean
G1_0110,65.825,G0_0596,G0_0364,clean
G1_0167,63.761,G0_0198,G0_0454,clean
G1_0373,234.846,G0_0993,G0_1877,clean
G1_0183,-2.588,G0_0166,G0_1666,clean
G1_0391,-103.597,G0_1419,G0_1533,clean
G1_0472,93.207,G0_0304,G0_0209,clean
G1_0436,26.775,G0_0826,G0_1420,clean
G1_0229,77.526,G0_1923,G0_1316,clean
G1_0234,79.772,G0_1419,G0_1301,clean
G1_0482,176.424,G0_0826,G0_1731,clean
G1_0057,155.574,G0_0914,G0_1921,clean
G1_0109,280.837,G0_1923,G0_1899,clean
G1_0341,108.302,G0_0332,G0_1333,clean
G1_0499,162.427,G0_1318,G0_0615,clean
G1_0355,104.028,G0_0523,G0_0284,clean
G1_0377,369.864,G0_0841,G0_1608,clean
G1_0135,161.847,G0_1387,G0_0950,clean
G1_0209,98.353,G0_0628,G0_1926,clean
G1_0310,-185.819,G0_0993,G0_0838,clean
G1_0379,-46.865,G0_0120,G0_0116,clean
G1_0397,82.679,G0_0576,G0_1365,clean
G1_0129,-75.194,G0_1419,G0_1301,clean
G1_0202,231.342,G0_1314,G0_0090,clean
G1_0262,188.1,G0_1150,G0_1800,clean
G1_0333,49.479,G0_0517,G0_1650,clean
G1_0223,49.451,G0_0628,G0_1433,clean
G1_0489,7.666,G0_0846,G0_0663,clean
G1_0102,127.691,G0_0826,G0_0061,clean
G1_0095,191.152,G0_0596,G0_0364,clean
G1_0198,374.891,G0_0846,G0_0480,clean
G1_0093,9.91,G0_0198,G0_1129,clean
G1_0007,-6.247,G0_0296,G0_0141,clean
G1_0344,70.159,G0_0914,G0_0462,clean
G1_0326,259.987,G0_1314,G0_1527,clean
G1_0068,262.784,G0_0517,G0_1225,clean
G1_0383,260.426,G0_0198,G0_0374,clean
G1_0418,119.893,G0_0235,G0_1963,clean
G1_0434,84.007,G0_0120,G0_0282,clean
G1_0438,181.103,G0_0332,G0_0277,clean
G1_0485,11.295,G0_1419,G0_0379,clean
G1_0164,235.263,G0_1614,G0_0574,low_call_rate
G1_0204,-94.863,G0_0304,G0_1856,clean
G1_0125,234.257,G0_1318,G0_1643,clean
G1_0313,203.12,G0_1419,G0_1991,clean
G1_0134,68.236,G0_1051,G0_0381,clean
G1_0162,179.956,G0_1923,G0_1393,clean
G1_0327,187.118,G0_0517,G0_1650,clean
G1_0199,-93.093,G0_1051,G0_0264,pheno_unit_error
G1_0497,125.55,G0_1923,G0_1316,clean
G1_0200,237.251,G0_0342,G0_1239,clean
G1_0406,298.893,G0_1464,G0_1967,clean
G1_0496,77.941,G0_0846,G0_0384,clean
G1_0413,65.376,G0_0993,G0_1016,clean
G1_0023,295.6,G0_1597,G0_0293,clean
G1_0140,291.897,G0_1614,G0_0574,clean
G1_0148,72.458,G0_1150,G0_0292,clean
G1_0501,-52.621,G0_1315,G0_0202,clean
G1_0114,319.271,G0_1387,G0_1605,clean
G1_0504,56.904,G0_1150,G0_0292,clean
G1_0339,119.432,G0_1314,G0_1532,clean
G1_0076,36.997,G0_1387,G0_0422,clean
G1_0417,232.29,G0_1157,G0_1519,clean
G1_0426,22.347,G0_0841,G0_0093,clean
G1_0111,-120.936,G0_0576,G0_1964,clean
G1_0227,119.104,G0_0846,G0_0384,clean
G1_0067,179.948,G0_1356,G0_0762,clean
G1_0011,221.565,G0_0296,G0_0520,clean
G1_0296,40.851,G0_0166,G0_1167,clean
G1_0138,247.167,G0_1923,G0_1899,clean
G1_0479,22.687,G0_1614,G0_1276,clean
G1_0137,39.247,G0_0166,G0_1167,clean
G1_0244,38.435,G0_1314,G0_0266,clean
G1_0320,137.154,G0_1464,G0_0435,low_call_rate
G1_0054,99.81,G0_1315,G0_0872,clean
G1_0052,-144.6,G0_0166,G0_1167,clean
G1_0192,-0.016,G0_1419,G0_1991,clean
G1_0352,267.759,G0_1318,G0_0615,clean
G1_0289,71.493,G0_1318,G0_0615,clean
G1_0410,144.509,G0_1614,G0_0574,clean
G1_0520,-22.351,G0_1051,G0_1632,clean
G1_0279,135.126,G0_1315,G0_1305,clean
G1_0394,338.059,G0_1923,G0_1966,clean
G1_0063,21.357,G0_0832,G0_1759,clean
G1_0392,103.278,G0_0167,G0_1320,clean
G1_0473,75.619,G0_1510,G0_0661,clean
G1_0277,57.391,G0_1315,G0_1305,clean
G1_0280,143.33,G0_0610,G0_1446,clean
G1_0273,56.78,G0_0841,G0_0248,clean
G1_0196,39.503,G0_1683,G0_0386,clean
G1_0420,103.191,G0_0766,G0_1088,clean
G1_0120,85.457,G0_0596,G0_1438,clean
G1_0086,-27.216,G0_0993,G0_0838,clean
G1_0079,89.33,G0_0166,G0_1666,pedigree_conflict
G1_0248,155.708,G0_1314,G0_0090,clean
G1_0036,248.101,G0_1157,G0_1827,clean
G1_0366,214.352,G0_1978,G0_0633,clean
G1_0343,2.041,G0_1150,G0_0687,clean
G1_0239,37.862,G0_1683,G0_0386,clean
G1_0187,-47.48,G0_1051,G0_1632,clean
G1_0513,47.348,G0_0332,G0_0018,clean
G1_0319,289.708,G0_0517,G0_0270,clean
G1_0324,198.068,G0_1923,G0_1899,clean
G1_0478,122.346,G0_1356,G0_0996,clean
G1_0170,164.904,G0_0766,G0_0557,clean
G1_0447,214.592,G0_1510,G0_1364,clean
G1_0303,-102.179,G0_0523,G0_0912,clean
G1_0188,96.958,G0_0167,G0_1271,clean
G1_0390,212.917,G0_0473,G0_0839,clean
G1_0529,150.939,G0_1315,G0_1924,clean
G1_0382,74.148,G0_1419,G0_0101,clean
G1_0050,321.033,G0_0120,G0_0282,clean
G1_0083,-77.012,G0_1419,G0_0379,clean
G1_0276,281.107,G0_1150,G0_0934,clean
G1_0375,266.43,G0_0120,G0_0053,clean
G1_0400,122.031,G0_1387,G0_0950,clean
G1_0119,204.572,G0_0296,G0_0520,clean
G1_0127,79.264,G0_1318,G0_1098,clean
G1_0524,244.479,G0_1061,G0_0822,clean
G1_0113,-25.457,G0_1051,G0_0381,clean
G1_0165,135.826,G0_0342,G0_1136,clean
G1_0415,252.468,G0_1464,G0_1182,clean
G1_0448,33.243,G0_0846,G0_0384,clean
G1_0481,227.508,G0_0846,G0_0263,clean
G1_0268,156.308,G0_0296,G0_0141,clean
G1_0439,159.995,G0_1318,G0_1909,clean
G1_0331,71.092,G0_0766,G0_1491,clean
G1_0018,144.353,G0_0120,G0_0053,clean
G1_0288,131.308,G0_0304,G0_1856,clean
G1_0163,333.107,G0_0841,G0_1608,clean
G1_0453,124.602,G0_0610,G0_1056,clean
G1_0032,18.951,G0_1051,G0_0381,clean
G1_0440,295.654,G0_0473,G0_0579,clean
G1_0088,123.605,G0_0846,G0_0411,clean
G1_0369,191.243,G0_1597,G0_0191,clean
G1_0128,55.055,G0_0766,G0_0557,clean
G1_0246,174.485,G0_0342,G0_1136,clean
G1_0081,-11.744,G0_0576,G0_1327,clean
G1_0221,127.613,G0_0596,G0_0761,clean
G1_0323,-27.252,G0_0523,G0_0507,clean
G1_0251,-5.967,G0_0304,G0_1585,clean
G1_0509,73.828,G0_0826,G0_0869,clean
G1_0475,53.776,G0_0993,G0_0870,clean
G1_0363,85.003,G0_1683,G0_1193,clean
G1_0118,-33.454,G0_0993,G0_0051,clean
G1_0500,54.233,G0_0914,G0_0874,clean
G1_0449,5.929,G0_0166,G0_0135,clean
G1_0511,145.452,G0_0832,G0_0708,clean
G1_0266,42.71,G0_0342,G0_0580,clean
G1_0433,284.406,G0_1464,G0_1897,clean
G1_0340,212.647,G0_1318,G0_1909,clean
G1_0359,31.339,G0_0826,G0_1274,clean
G1_0038,90.588,G0_1387,G0_1605,clean
G1_0349,36.35,G0_0120,G0_0282,clean
G1_0457,212.227,G0_0167,G0_1320,low_call_rate
G1_0358,245.092,G0_1157,G0_1827,clean
G1_0171,329.929,G0_0473,G0_0839,clean
G1_0443,132.244,G0_1318,G0_1643,clean
G1_0514,69.9,G0_1978,G0_1538,clean
G1_0401,71.539,G0_0766,G0_0557,clean
G1_0402,-42.16,G0_0332,G0_1415,clean
G1_0308,175.073,G0_0198,G0_0454,clean
G1_0286,101.155,G0_0914,G0_0462,clean
G1_0139,202.121,G0_0523,G0_0507,clean
G1_0115,77.64,G0_0296,G0_0520,clean
G1_0053,117.527,G0_0846,G0_0384,clean
G1_0046,124.733,G0_1318,G0_1909,clean
G1_0335,136.164,G0_1464,G0_1967,clean
G1_0085,218.299,G0_0332,G0_1333,clean
G1_0521,191.169,G0_0517,G0_1294,clean
G1_0147,207.756,G0_0296,G0_1130,clean
G1_0455,205.357,G0_0523,G0_0284,clean
G1_0528,120.829,G0_1419,G0_0101,clean
G1_0330,156.838,G0_0846,G0_0263,clean
G1_0374,62.658,G0_0342,G0_0370,clean
G1_0380,41.532,G0_1614,G0_0019,clean
G1_0469,92.855,G0_0167,G0_1320,clean
G1_0297,73.01,G0_1387,G0_1605,clean
G1_0176,234.521,G0_0846,G0_0663,clean
G1_0422,99.481,G0_0342,G0_0370,clean
G1_0172,42.702,G0_1683,G0_0386,clean
G1_0302,152.584,G0_1356,G0_0996,clean
G1_0395,125.036,G0_0596,G0_1438,clean
G1_0117,81.878,G0_0846,G0_0263,clean
G1_0243,-59.339,G0_1419,G0_0101,clean
G1_0492,139.311,G0_1314,G0_1532,clean
G1_0008,194.457,G0_1510,G0_1364,clean
G1_0075,241.046,G0_0914,G0_0462,clean
G1_0298,150.529,G0_1419,G0_1533,clean
G1_0040,114.781,G0_1356,G0_0762,pedigree_conflict
G1_0506,27.896,G0_1157,G0_1686,clean
G1_0399,120.916,G0_1419,G0_1991,clean
G1_0225,210.904,G0_1923,G0_1966,low_call_rate
G1_0429,144.924,G0_0166,G0_1096,clean
G1_0465,45.948,G0_0342,G0_0580,clean
G1_0030,143.909,G0_1150,G0_0934,clean
G1_0039,240.138,G0_0517,G0_1225,pheno_unit_error
G1_0301,174.501,G0_1315,G0_1305,clean
G1_0169,-11.715,G0_1597,G0_0293,clean
G1_0387,158.421,G0_0826,G0_1420,clean
G1_0361,210.482,G0_0841,G0_0248,clean
G1_0104,242.667,G0_0596,G0_0883,clean
G1_0435,170.364,G0_1978,G0_1995,clean
G1_0510,116.328,G0_1318,G0_1909,clean
G1_0321,222.175,G0_0235,G0_1861,clean
G1_0354,178.231,G0_1314,G0_1532,clean
G1_0261,-32.636,G0_0914,G0_0874,clean
G1_0269,51.065,G0_1061,G0_1199,clean
G1_0010,348.412,G0_1061,G0_1651,clean
G1_0241,214.909,G0_1614,G0_0574,clean
G1_0450,127.001,G0_0766,G0_0567,low_call_rate
G1_0487,96.778,G0_1978,G0_1860,clean
G1_0516,126.163,G0_0766,G0_0567,clean
G1_0092,222.639,G0_0596,G0_0883,clean
G1_0236,190.875,G0_0296,G0_0316,clean
G1_0306,247.084,G0_1510,G0_0686,clean
G1_0337,-195.334,G0_0576,G0_1964,clean
G1_0156,168.755,G0_1464,G0_1967,clean
G1_0424,244.06,G0_1683,G0_0189,clean
G1_0367,131.934,G0_1614,G0_0598,clean
G1_0218,172.957,G0_0993,G0_0051,clean
G1_0029,76.377,G0_0610,G0_0935,clean
G1_0082,208.307,G0_0523,G0_0912,clean
G1_0370,-5.2,G0_0120,G0_0282,clean
G1_0432,110.352,G0_0304,G0_1375,clean
G1_0180,263.701,G0_1597,G0_0191,clean
G1_0159,179.277,G0_1923,G0_1966,clean
G1_0136,264.853,G0_0826,G0_1420,clean
G1_0483,152.306,G0_1683,G0_0386,clean
G1_0264,172.906,G0_1157,G0_0713,clean
G1_0477,84.663,G0_0473,G0_0440,clean
G1_0182,1.358,G0_0517,G0_1650,clean
G1_0177,245.307,G0_0523,G0_0912,clean
G1_0193,213.983,G0_0766,G0_0567,clean
G1_0084,-14.273,G0_0235,G0_1279,clean
G1_0173,49.793,G0_1157,G0_1686,clean
G1_0393,29.189,G0_0766,G0_1491,clean
G1_0024,63.839,G0_0576,G0_1888,clean
G1_0530,107.654,G0_1150,G0_0934,clean
G1_0312,34.276,G0_1315,G0_1305,clean
G1_0523,210.109,G0_1683,G0_1120,clean
G1_0474,184.44,G0_0332,G0_1333,clean
G1_0425,81.021,G0_0304,G0_1181,clean
G1_0480,203.479,G0_1419,G0_0379,clean
G1_0103,210.798,G0_1387,G0_0999,clean
G1_0294,-27.572,G0_1978,G0_1538,clean
G1_0058,-81.477,G0_1051,G0_1632,pedigree_conflict
G1_0157,332.206,G0_1387,G0_1867,clean
G1_0437,188.449,G0_0166,G0_0355,clean
G1_0351,44.445,G0_1387,G0_0999,clean
G1_0238,9.931,G0_0993,G0_1016,clean
G1_0254,21.127,G0_1923,G0_0722,clean
G1_0357,5.083,G0_1464,G0_0435,clean
G1_0356,-50.094,G0_1597,G0_1892,clean
G1_0431,199.379,G0_1464,G0_1967,clean
G1_0372,119.586,G0_0342,G0_0370,clean
G1_0025,81.092,G0_1597,G0_1180,clean
G1_0507,100.51,G0_1464,G0_0435,clean
G1_0107,121.974,G0_1464,G0_1967,clean
G1_0197,100.363,G0_0628,G0_0331,clean
G1_0062,143.227,G0_1464,G0_1967,clean
G1_0215,-108.71,G0_1464,G0_1897,clean
G1_0074,86.316,G0_1157,G0_1519,clean
G1_0386,196.245,G0_0473,G0_1406,clean
G1_0245,21.068,G0_0120,G0_0594,clean
G1_0130,303.723,G0_0198,G0_0374,clean
G1_0203,153.838,G0_1683,G0_0386,clean
G1_0178,403.969,G0_1061,G0_1651,clean
G1_0407,198.197,G0_0596,G0_1438,clean
G1_0503,145.328,G0_1510,G0_0661,clean
G1_0416,166.632,G0_1597,G0_1180,clean
G1_0217,90.489,G0_0523,G0_0507,clean
G1_0468,352.532,G0_1387,G0_0999,clean
G1_0272,78.319,G0_1614,G0_0598,clean
G1_0144,4.234,G0_1318,G0_0111,clean
G1_0404,152.299,G0_1051,G0_0216,clean
G1_0210,-179.01,G0_1978,G0_1538,clean
G1_0522,104.79,G0_0523,G0_0912,clean
G1_0305,305.675,G0_1314,G0_1527,clean
G1_0101,107.266,G0_0523,G0_1740,clean
G1_0278,402.307,G0_1314,G0_1571,pheno_unit_error
G1_0211,331.302,G0_0596,G0_0883,clean
G1_0212,99.721,G0_0523,G0_0284,clean
G1_0345,290.262,G0_0198,G0_0010,clean
G1_0498,-83.248,G0_1356,G0_0996,clean
G1_0124,45.884,G0_0167,G0_1271,clean
G1_0194,198.3,G0_1157,G0_0713,clean
G1_0292,14.126,G0_0610,G0_0055,clean
G1_0019,160.445,G0_0610,G0_0935,clean
G1_0116,303.29,G0_1315,G0_1305,clean
G1_0051,-2.24,G0_0628,G0_1926,clean
G1_0153,45.017,G0_1150,G0_1334,clean
G1_0460,109.734,G0_1597,G0_1892,clean
G1_0408,-11.543,G0_0628,G0_1433,clean
G1_0012,54.735,G0_0167,G0_1526,clean
G1_0265,108.241,G0_0993,G0_1016,clean
G1_0098,71.834,G0_1150,G0_0687,clean
G1_0219,-87.41,G0_0832,G0_1266,clean
G1_0446,187.085,G0_0473,G0_0839,low_call_rate
G1_0072,103.518,G0_1614,G0_0019,clean
G1_0347,135.162,G0_0628,G0_1241,clean
G1_0259,149.006,G0_0846,G0_0263,clean
G1_0044,198.172,G0_0296,G0_1130,clean
G1_0314,87.475,G0_0517,G0_1294,clean
G1_0290,70.004,G0_1419,G0_0101,clean
G1_0207,-133.282,G0_1510,G0_1840,clean
G1_0231,98.737,G0_0517,G0_1650,clean
G1_0041,-6.323,G0_0167,G0_1727,clean
G1_0284,86.886,G0_0826,G0_1420,clean
G1_0451,29.842,G0_0596,G0_0761,clean
G1_0317,-45.632,G0_1150,G0_0292,clean
G1_0362,111.365,G0_0596,G0_0364,clean
G1_0151,234.246,G0_0523,G0_0284,clean
G1_0491,333.292,G0_1157,G0_1686,low_call_rate
G1_0099,174.689,G0_0517,G0_1902,clean
G1_0108,-95.219,G0_1597,G0_0191,clean
G1_0004,119.863,G0_1419,G0_1301,clean
G1_0033,196.409,G0_0304,G0_1375,clean
G1_0527,72.744,G0_0523,G0_0800,clean
G1_0371,309.133,G0_1061,G0_0428,clean
G1_0035,175.855,G0_1510,G0_0686,clean
G1_0285,188.104,G0_1419,G0_0101,clean
G1_0454,103.806,G0_1051,G0_0216,clean
G1_0009,110.904,G0_0198,G0_0454,clean
G1_0060,80.694,G0_0166,G0_1096,clean
G1_0228,-43.171,G0_0304,G0_1585,clean
G1_0005,214.31,G0_1464,G0_1967,clean
G1_0155,127.471,G0_1051,G0_0216,clean
G1_0328,26.853,G0_0914,G0_0108,clean
G1_0087,184.498,G0_1356,G0_0842,clean
G1_0293,37.844,G0_1150,G0_0292,pedigree_conflict
G1_0158,231.916,G0_0304,G0_1856,clean
G1_0090,181.374,G0_1978,G0_1538,clean
G1_0112,138.298,G0_1978,G0_1860,clean
G1_0267,302.828,G0_0235,G0_1861,clean
G1_0077,54.52,G0_1614,G0_0574,clean
G1_0195,80.799,G0_1614,G0_0598,low_call_rate
G1_0315,339.696,G0_1157,G0_0713,clean
G1_0201,27.261,G0_0304,G0_1375,clean
G1_0122,257.223,G0_0596,G0_0364,clean
G1_0020,96.732,G0_0846,G0_0411,clean
G1_0143,152.209,G0_0596,G0_1438,clean
G1_0121,290.74,G0_0914,G0_1917,clean
G1_0066,243.737,G0_0610,G0_1056,clean
G1_0233,21.502,G0_0120,G0_0594,clean
G1_0494,-26.933,G0_0235,G0_0073,clean
G1_0307,219.014,G0_0610,G0_1056,clean
G1_0145,-162.116,G0_0576,G0_1197,clean
G1_0174,192.709,G0_1614,G0_0598,clean
G1_0222,139.186,G0_0914,G0_0462,clean
G1_0049,-7.867,G0_0166,G0_1167,clean
G1_0150,48.669,G0_1314,G0_0266,clean
G1_0179,235.907,G0_1387,G0_1605,clean
G1_0287,309.578,G0_1614,G0_0019,clean
G1_0205,245.822,G0_0841,G0_1414,clean
G1_0255,268.251,G0_0846,G0_0480,clean
G1_0132,177.876,G0_0167,G0_1526,clean
G1_0028,-66.241,G0_0766,G0_1491,low_call_rate
G1_0220,79.783,G0_0304,G0_0209,clean
G1_0250,2.974,G0_0120,G0_0594,clean
G1_0216,-26.09,G0_0167,G0_1032,clean
G1_0065,148.861,G0_1419,G0_0101,clean
G1_0517,45.06,G0_1510,G0_1840,clean
G1_0237,166.096,G0_0826,G0_0061,clean
G1_0283,167.662,G0_0832,G0_0329,clean
G1_0318,-23.178,G0_0766,G0_1491,clean
G1_0043,213.096,G0_0198,G0_0374,clean
G1_0519,242.336,G0_1464,G0_1182,clean
G1_0325,136.208,G0_0914,G0_1917,clean
G1_0458,25.48,G0_0166,G0_1167,clean
G1_0299,-35.172,G0_0826,G0_1274,clean
G1_0495,192.408,G0_0841,G0_0248,clean
G1_0441,48.779,G0_0120,G0_0116,clean
G1_0525,118.24,G0_0235,G0_1279,clean
G1_0463,-29.327,G0_0576,G0_1888,clean
G1_0316,142.534,G0_0628,G0_1433,clean
G1_0421,4.645,G0_0826,G0_1420,clean
G1_0271,131.378,G0_1356,G0_0996,clean
G1_0232,6.226,G0_1614,G0_1276,clean
G1_0456,257.705,G0_0473,G0_1406,clean
G1_0385,226.228,G0_0167,G0_1526,clean
G1_0311,-163.941,G0_0993,G0_0838,clean
G1_0166,-38.205,G0_0832,G0_0666,clean
G1_0518,33.076,G0_1356,G0_1739,clean
G1_0338,177.931,G0_0523,G0_0284,clean
G1_0001,-60.572,G0_0832,G0_0708,clean
G1_0037,-11.793,G0_0993,G0_0838,clean
G1_0364,256.434,G0_0167,G0_1526,clean
G1_0014,135.211,G0_0576,G0_1327,clean
G1_0206,285.186,G0_0517,G0_1294,clean
G1_0191,-7.323,G0_0766,G0_0557,clean
G1_0249,286.72,G0_0167,G0_1526,clean
G1_0022,334.163,G0_1683,G0_1120,clean
G1_0462,252.902,G0_0841,G0_0933,clean
G1_0282,86.922,G0_0120,G0_0594,clean
G1_0365,-6.106,G0_0832,G0_0666,clean
G1_0502,297.248,G0_0517,G0_1294,clean
G1_0512,18.674,G0_0766,G0_0811,clean
G1_0089,124.241,G0_0523,G0_0507,clean
G1_0515,-188.364,G0_1597,G0_0191,clean
G1_0096,91.41,G0_1061,G0_0113,clean
G1_0184,47.632,G0_1356,G0_0762,clean
G1_0295,233.978,G0_0198,G0_0454,clean
G1_0154,68.907,G0_0517,G0_1225,clean
G1_0069,-8.695,G0_0846,G0_0480,clean
G1_0411,-76.17,G0_0993,G0_0870,clean
G1_0466,154.316,G0_1464,G0_1967,pheno_unit_error
G1_0002,-90.764,G0_1315,G0_0872,clean
G1_0505,380.065,G0_0841,G0_0093,clean
G1_0253,102.399,G0_1683,G0_0386,clean
G1_0026,65.726,G0_0332,G0_0018,clean
G1_0213,229.081,G0_1387,G0_1867,clean
G1_0484,4.757,G0_1510,G0_1595,clean
G1_0071,193.842,G0_0296,G0_0520,clean
G1_0486,-162.231,G0_0993,G0_0051,low_call_rate
G1_0350,192.441,G0_0596,G0_0883,clean
G1_0056,10.971,G0_0846,G0_0384,clean
G1_0488,288.363,G0_0332,G0_1415,clean
G1_0427,157.319,G0_1464,G0_1182,clean
G1_0412,51.335,G0_1597,G0_0293,clean
G1_0461,45.002,G0_0993,G0_0838,clean
G1_0091,219.427,G0_1150,G0_1334,clean
G1_0329,134.73,G0_0914,G0_0874,clean
G1_0133,89.699,G0_1387,G0_0422,clean
G1_0274,74.458,G0_0517,G0_1650,clean
G1_0384,279.151,G0_1157,G0_0713,clean
G1_0013,227.798,G0_1614,G0_1276,clean
G1_0142,114.252,G0_0517,G0_1225,clean
G1_0423,178.624,G0_1061,G0_0113,clean
G1_0309,165.133,G0_1978,G0_0285,clean
G1_0185,121.815,G0_1318,G0_0615,clean
G1_0322,157.455,G0_1614,G0_0673,clean
G1_0405,4.72,G0_0332,G0_1333,clean
G1_0471,-89.195,G0_0832,G0_1266,low_call_rate
G1_0078,259.707,G0_0993,G0_1877,clean
G1_0042,45.075,G0_0166,G0_0355,clean
G1_0186,-65.336,G0_0304,G0_1856,clean
G1_0106,212.421,G0_0332,G0_1333,clean
G1_0376,7.584,G0_0120,G0_0116,clean
G1_0252,-147.653,G0_1150,G0_0292,clean
G1_0442,38.839,G0_1923,G0_1316,clean
G1_0467,114.928,G0_0517,G0_0270,clean
G1_0208,93.549,G0_1614,G0_0673,clean
G1_0300,173.423,G0_1157,G0_0713,clean
G1_0070,1.29,G0_1978,G0_1538,clean
G1_0275,-24.688,G0_0628,G0_0331,clean
G1_0256,-34.092,G0_0766,G0_0811,clean
G1_0016,217.669,G0_1387,G0_1605,clean
G1_0131,171.061,G0_0517,G0_1294,clean
G1_0493,-9.269,G0_0628,G0_0331,clean
G1_0226,147.014,G0_0841,G0_0248,clean
G1_0464,4.465,G0_0235,G0_1963,clean
G1_0398,334.617,G0_0304,G0_1375,clean
