id,tbv,true_sire,true_dam,inject_status
G2_0180,136.471,G1_0036,G1_0404,clean
G2_0449,239.955,G1_0521,G1_0495,clean
G2_0457,209.163,G1_0010,G1_0239,clean
G2_0057,161.966,G1_0409,G1_0480,clean
G2_0135,172.758,G1_0384,G1_0027,clean
G2_0059,291.745,G1_0103,G1_0198,clean
G2_0175,183.763,G1_0200,G1_0206,clean
G2_0417,144.477,G1_0085,G1_0162,clean
G2_0028,257.942,G1_0163,G1_0242,clean
G2_0192,284.906,G1_0313,G1_0342,clean
G2_0301,241.187,G1_0158,G1_0456,clean
G2_0052,285.013,G1_0010,G1_0239,clean
G2_0403,427.73,G1_0202,G1_0385,clean
G2_0328,103.398,G1_0409,G1_0179,clean
G2_0411,386.413,G1_0200,G1_0519,clean
G2_0399,184.13,G1_0326,G1_0300,clean
G2_0208,176.353,G1_0361,G1_0371,low_call_rate
G2_0391,281.615,G1_0424,G1_0350,clean
G2_0117,103.831,G1_0521,G1_0062,clean
G2_0087,257.93,G1_0358,G1_0021,clean
G2_0211,19.011,G1_0248,G1_0321,clean
G2_0101,-17.304,G1_0406,G1_0023,clean
G2_0241,82.159,G1_0285,G1_0003,clean
G2_0374,243.857,G1_0248,G1_0447,clean
G2_0082,43.855,G1_0183,G1_0132,low_call_rate
G2_0462,198.326,G1_0036,G1_0404,clean
G2_0448,37.822,G1_0246,G1_0222,clean
G2_0495,12.172,G1_0170,G1_0373,clean
G2_0416,504.446,G1_0178,G1_0135,clean
G2_0497,258.423,G1_0409,G1_0179,clean
G2_0025,309.492,G1_0178,G1_0135,clean
G2_0460,209.037,G1_0170,G1_0075,clean
G2_0264,564.912,G1_0433,G1_0078,clean
G2_0333,241.278,G1_0407,G1_0345,clean
G2_0365,121.575,G1_0202,G1_0385,clean
G2_0012,222.658,G1_0205,G1_0015,clean
G2_0102,381.631,G1_0205,G1_0368,clean
G2_0409,225.995,G1_0287,G1_0305,clean
G2_0080,92.022,G1_0085,G1_0162,clean
G2_0205,323.256,G1_0140,G1_0462,clean
G2_0335,267.771,G1_0248,G1_0447,clean
G2_0304,78.924,G1_0384,G1_0027,clean
G2_0493,295.726,G1_0152,G1_0417,clean
G2_0298,183.461,G1_0140,G1_0455,clean
G2_0420,429.896,G1_0521,G1_0495,clean
G2_0105,319.039,G1_0326,G1_0300,clean
G2_0219,319.589,G1_0090,G1_0497,clean
G2_0465,149.997,G1_0202,G1_0385,clean
G2_0254,196.795,G1_0313,G1_0176,clean
G2_0233,474.646,G1_0326,G1_0332,clean
G2_0007,398.095,G1_0085,G1_0162,clean
G2_0350,421.918,G1_0267,G1_0109,clean
G2_0124,363.812,G1_0267,G1_0109,clean
G2_0212,339.073,G1_0034,G1_0130,clean
G2_0295,331.319,G1_0406,G1_0023,clean
G2_0223,145.447,G1_0103,G1_0415,clean
G2_0302,-37.286,G1_0424,G1_0441,clean
G2_0099,110.438,G1_0158,G1_0456,clean
G2_0113,242.868,G1_0521,G1_0495,clean
G2_0049,177.366,G1_0170,G1_0373,clean
G2_0422,194.312,G1_0170,G1_0075,clean
G2_0469,370.104,G1_0036,G1_0360,clean
G2_0438,-26.077,G1_0285,G1_0003,clean
G2_0030,444.029,G1_0152,G1_0417,clean
G2_0172,367.371,G1_0010,G1_0138,clean
G2_0010,238.424,G1_0010,G1_0138,clean
G2_0089,239.173,G1_0036,G1_0404,clean
G2_0526,245.045,G1_0205,G1_0015,clean
G2_0220,271.607,G1_0152,G1_0171,clean
G2_0107,123.791,G1_0202,G1_0268,clean
G2_0348,261.996,G1_0158,G1_0456,clean
G2_0162,141.47,G1_0285,G1_0468,clean
G2_0331,416.672,G1_0163,G1_0242,clean
G2_0267,29.239,G1_0424,G1_0441,clean
G2_0360,207.698,G1_0467,G1_0067,clean
G2_0379,224.685,G1_0158,G1_0456,clean
G2_0085,234.696,G1_0010,G1_0239,clean
G2_0309,291.903,G1_0406,G1_0023,clean
G2_0316,190.281,G1_0406,G1_0430,clean
G2_0250,228.767,G1_0036,G1_0404,clean
G2_0062,155.804,G1_0158,G1_0324,clean
G2_0130,255.677,G1_0285,G1_0468,clean
G2_0079,259.534,G1_0034,G1_0130,clean
G2_0255,194.492,G1_0285,G1_0468,clean
G2_0021,120.787,G1_0010,G1_0239,clean
G2_0440,201.076,G1_0424,G1_0350,clean
G2_0478,116.364,G1_0521,G1_0495,clean
G2_0392,175.1,G1_0010,G1_0138,clean
G2_0239,118.977,G1_0200,G1_0206,clean
G2_0446,322.384,G1_0011,G1_0189,clean
G2_0466,247.428,G1_0248,G1_0321,clean
G2_0481,171.35,G1_0467,G1_0203,clean
G2_0121,101.977,G1_0384,G1_0027,clean
G2_0396,235.323,G1_0036,G1_0360,clean
G2_0035,402.331,G1_0103,G1_0415,clean
G2_0308,176.201,G1_0090,G1_0497,clean
G2_0376,284.933,G1_0267,G1_0080,clean
G2_0194,124.53,G1_0034,G1_0091,clean
G2_0455,403.699,G1_0313,G1_0342,clean
G2_0160,356.602,G1_0205,G1_0015,clean
G2_0053,335.99,G1_0361,G1_0371,clean
G2_0434,308.25,G1_0085,G1_0162,clean
G2_0078,182.243,G1_0090,G1_0497,clean
G2_0459,198.423,G1_0521,G1_0495,clean
G2_0125,452.41,G1_0152,G1_0171,clean
G2_0253,145.775,G1_0248,G1_0321,clean
G2_0090,249.065,G1_0011,G1_0189,clean
G2_0116,367.453,G1_0313,G1_0342,clean
G2_0145,374.003,G1_0406,G1_0430,clean
G2_0138,83.463,G1_0158,G1_0456,clean
G2_0185,355.237,G1_0384,G1_0295,clean
G2_0445,366.155,G1_0036,G1_0360,clean
G2_0011,435.272,G1_0140,G1_0455,clean
G2_0258,92.132,G1_0521,G1_0495,clean
G2_0118,396.197,G1_0521,G1_0495,clean
G2_0235,258.967,G1_0407,G1_0319,clean
G2_0129,163.763,G1_0406,G1_0430,clean
G2_0022,317.746,G1_0152,G1_0417,clean
G2_0310,343.03,G1_0424,G1_0441,clean
G2_0282,114.858,G1_0085,G1_0013,clean
G2_0232,131.08,G1_0248,G1_0321,clean
G2_0092,166.481,G1_0183,G1_0398,clean
G2_0291,201.984,G1_0202,G1_0385,clean
G2_0016,285.328,G1_0011,G1_0189,clean
G2_0234,396.669,G1_0011,G1_0068,clean
G2_0216,292.227,G1_0152,G1_0417,clean
G2_0094,160.795,G1_0085,G1_0162,clean
G2_0312,273.617,G1_0034,G1_0130,clean
G2_0181,552.674,G1_0163,G1_0263,low_call_rate
G2_0065,431.708,G1_0152,G1_0417,clean
G2_0182,145.408,G1_0140,G1_0455,clean
G2_0471,384.304,G1_0140,G1_0455,clean
G2_0188,268.635,G1_0010,G1_0239,clean
G2_0215,100.891,G1_0285,G1_0003,clean
G2_0383,546.177,G1_0163,G1_0242,clean
G2_0278,162.547,G1_0326,G1_0300,clean
G2_0263,270.872,G1_0406,G1_0430,clean
G2_0144,322.81,G1_0085,G1_0162,clean
G2_0177,256.83,G1_0433,G1_0175,clean
G2_0091,113.548,G1_0361,G1_0387,pedigree_conflict
G2_0163,185.836,G1_0407,G1_0319,clean
G2_0176,55.656,G1_0090,G1_0473,clean
G2_0382,342.567,G1_0267,G1_0109,clean
G2_0040,202.475,G1_0358,G1_0021,clean
G2_0284,324.194,G1_0287,G1_0305,clean
G2_0187,123.921,G1_0313,G1_0176,clean
G2_0513,82.168,G1_0170,G1_0373,clean
G2_0297,368.732,G1_0433,G1_0175,clean
G2_0288,136.009,G1_0409,G1_0480,clean
G2_0330,342.954,G1_0170,G1_0373,clean
G2_0161,183.489,G1_0313,G1_0176,clean
G2_0484,103.802,G1_0205,G1_0015,clean
G2_0266,237.56,G1_0407,G1_0319,clean
G2_0200,204.064,G1_0313,G1_0176,clean
G2_0354,239.564,G1_0407,G1_0345,clean
G2_0143,134.45,G1_0170,G1_0373,clean
G2_0229,236.178,G1_0152,G1_0417,clean
G2_0474,235.632,G1_0010,G1_0138,clean
G2_0315,122.828,G1_0267,G1_0109,clean
G2_0369,241.794,G1_0170,G1_0373,clean
G2_0027,209.047,G1_0246,G1_0502,clean
G2_0336,128.563,G1_0010,G1_0239,clean
G2_0468,427.831,G1_0406,G1_0430,clean
G2_0202,353.686,G1_0152,G1_0417,clean
G2_0479,342.85,G1_0326,G1_0332,clean
G2_0032,228.951,G1_0267,G1_0109,clean
G2_0371,120.976,G1_0183,G1_0398,clean
G2_0293,334.287,G1_0202,G1_0268,clean
G2_0515,12.249,G1_0285,G1_0003,clean
G2_0388,356.995,G1_0313,G1_0176,clean
G2_0245,342.625,G1_0407,G1_0319,clean
G2_0504,194.269,G1_0183,G1_0132,clean
G2_0104,344.996,G1_0406,G1_0430,clean
G2_0523,-90.049,G1_0467,G1_0067,clean
G2_0015,105.233,G1_0090,G1_0497,clean
G2_0332,194.179,G1_0085,G1_0162,clean
G2_0522,339.847,G1_0011,G1_0068,clean
G2_0189,342.465,G1_0406,G1_0430,clean
G2_0450,54.245,G1_0202,G1_0268,low_call_rate
G2_0036,369.683,G1_0246,G1_0222,clean
G2_0472,48.36,G1_0467,G1_0067,clean
G2_0525,286.884,G1_0326,G1_0332,clean
G2_0317,580.819,G1_0248,G1_0447,clean
G2_0013,80.515,G1_0200,G1_0519,clean
G2_0421,141.479,G1_0170,G1_0373,clean
G2_0111,280.848,G1_0103,G1_0198,clean
G2_0296,115.367,G1_0237,G1_0309,clean
G2_0436,241.579,G1_0178,G1_0135,clean
G2_0071,244.957,G1_0361,G1_0387,clean
G2_0248,356.555,G1_0034,G1_0091,clean
G2_0517,296.176,G1_0285,G1_0003,clean
G2_0327,370.243,G1_0158,G1_0324,clean
G2_0385,194.229,G1_0036,G1_0404,clean
G2_0393,415.966,G1_0358,G1_0021,clean
G2_0054,212.29,G1_0521,G1_0062,clean
G2_0126,177.257,G1_0433,G1_0175,clean
G2_0169,158.558,G1_0384,G1_0295,clean
G2_0122,317.542,G1_0152,G1_0171,clean
G2_0228,112.454,G1_0467,G1_0067,clean
G2_0139,301.265,G1_0178,G1_0390,clean
G2_0498,388.118,G1_0287,G1_0505,clean
G2_0529,337.292,G1_0090,G1_0497,clean
G2_0226,172.068,G1_0205,G1_0015,clean
G2_0123,249.302,G1_0467,G1_0203,clean
G2_0026,324.196,G1_0170,G1_0075,clean
G2_0157,245.17,G1_0183,G1_0132,clean
G2_0186,258.114,G1_0011,G1_0068,clean
G2_0324,157.967,G1_0103,G1_0198,clean
G2_0261,256.006,G1_0152,G1_0171,clean
G2_0210,347.461,G1_0267,G1_0109,clean
G2_0237,75.406,G1_0085,G1_0162,clean
G2_0405,257.683,G1_0407,G1_0345,clean
G2_0073,298.705,G1_0163,G1_0242,clean
G2_0413,174.851,G1_0202,G1_0268,clean
G2_0070,325.859,G1_0200,G1_0519,clean
G2_0042,24.849,G1_0467,G1_0067,clean
G2_0033,142.588,G1_0287,G1_0305,clean
G2_0166,65.096,G1_0090,G1_0473,clean
G2_0244,189.266,G1_0085,G1_0162,clean
G2_0398,287.984,G1_0407,G1_0345,clean
G2_0412,120.977,G1_0034,G1_0091,clean
G2_0358,311.86,G1_0384,G1_0027,clean
G2_0095,219.787,G1_0384,G1_0027,clean
G2_0285,289.702,G1_0237,G1_0364,clean
G2_0345,230.691,G1_0424,G1_0350,clean
G2_0195,153.793,G1_0090,G1_0473,clean
G2_0060,264.134,G1_0085,G1_0013,clean
G2_0305,397.597,G1_0384,G1_0027,clean
G2_0017,250.762,G1_0521,G1_0495,clean
G2_0262,144.3,G1_0384,G1_0295,clean
G2_0238,356.526,G1_0034,G1_0091,clean
G2_0300,47.81,G1_0246,G1_0222,clean
G2_0131,78.812,G1_0424,G1_0441,clean
G2_0096,340.938,G1_0011,G1_0189,clean
G2_0509,255.778,G1_0467,G1_0067,clean
G2_0289,200.807,G1_0521,G1_0495,clean
G2_0319,252.238,G1_0170,G1_0373,clean
G2_0373,132.383,G1_0183,G1_0398,clean
G2_0518,465.464,G1_0287,G1_0305,clean
G2_0067,312.365,G1_0407,G1_0345,pheno_unit_error
G2_0168,308.05,G1_0178,G1_0135,clean
G2_0443,406.578,G1_0358,G1_0021,clean
G2_0435,181.791,G1_0103,G1_0198,clean
G2_0231,145.012,G1_0521,G1_0495,clean
G2_0491,372.627,G1_0140,G1_0462,clean
G2_0395,93.154,G1_0433,G1_0175,low_call_rate
G2_0048,308.083,G1_0267,G1_0109,clean
G2_0307,116.416,G1_0085,G1_0013,clean
G2_0019,249.22,G1_0140,G1_0462,clean
G2_0076,203.357,G1_0183,G1_0398,clean
G2_0476,134.315,G1_0237,G1_0364,clean
G2_0527,445.613,G1_0140,G1_0462,clean
G2_0155,234.612,G1_0285,G1_0468,clean
G2_0355,350.785,G1_0011,G1_0068,pheno_unit_error
G2_0149,389.778,G1_0406,G1_0430,clean
G2_0004,248.985,G1_0178,G1_0390,clean
G2_0100,308.524,G1_0267,G1_0109,clean
G2_0418,-6.313,G1_0237,G1_0309,clean
G2_0043,44.667,G1_0313,G1_0176,clean
G2_0190,138.839,G1_0248,G1_0321,clean
G2_0072,428.657,G1_0200,G1_0206,clean
G2_0110,263.433,G1_0202,G1_0268,clean
G2_0240,118.14,G1_0205,G1_0015,clean
G2_0137,223.916,G1_0090,G1_0497,clean
G2_0322,154.274,G1_0433,G1_0078,clean
G2_0214,115.612,G1_0090,G1_0473,low_call_rate
G2_0323,313.513,G1_0085,G1_0013,clean
G2_0512,218.807,G1_0313,G1_0342,clean
G2_0209,385.812,G1_0406,G1_0023,clean
G2_0453,242.9,G1_0267,G1_0080,clean
G2_0299,-22.781,G1_0467,G1_0067,clean
G2_0419,185.225,G1_0183,G1_0398,clean
G2_0112,218.758,G1_0433,G1_0175,clean
G2_0287,365.838,G1_0010,G1_0239,clean
G2_0458,41.192,G1_0170,G1_0075,clean
G2_0500,280.612,G1_0140,G1_0455,clean
G2_0502,162.086,G1_0158,G1_0324,clean
G2_0257,408.329,G1_0287,G1_0505,clean
G2_0353,148.858,G1_0246,G1_0502,clean
G2_0051,155.951,G1_0237,G1_0364,low_call_rate
G2_0516,184.875,G1_0170,G1_0075,clean
G2_0171,229.133,G1_0326,G1_0332,clean
G2_0356,183.167,G1_0406,G1_0023,clean
G2_0489,322.174,G1_0200,G1_0519,clean
G2_0148,234.167,G1_0152,G1_0417,clean
G2_0505,204.628,G1_0409,G1_0179,clean
G2_0227,231.515,G1_0406,G1_0023,clean
G2_0490,175.29,G1_0285,G1_0003,clean
G2_0390,161.64,G1_0406,G1_0430,clean
G2_0279,261.008,G1_0406,G1_0023,clean
G2_0407,144.857,G1_0326,G1_0300,clean
G2_0283,284.038,G1_0140,G1_0455,clean
G2_0520,142.304,G1_0034,G1_0130,clean
G2_0444,417.522,G1_0361,G1_0371,clean
G2_0109,260.755,G1_0202,G1_0385,clean
G2_0251,324.61,G1_0384,G1_0027,low_call_rate
G2_0074,252.902,G1_0287,G1_0305,clean
G2_0174,202.459,G1_0409,G1_0480,clean
G2_0230,109.863,G1_0200,G1_0206,pheno_unit_error
G2_0097,382.611,G1_0152,G1_0171,clean
G2_0524,122.047,G1_0200,G1_0206,clean
G2_0386,319.362,G1_0287,G1_0305,clean
G2_0178,274.097,G1_0237,G1_0364,clean
G2_0281,-14.051,G1_0170,G1_0075,clean
G2_0521,220.555,G1_0011,G1_0068,clean
G2_0127,240.88,G1_0170,G1_0075,pedigree_conflict
G2_0366,270.869,G1_0433,G1_0078,clean
G2_0119,282.487,G1_0521,G1_0062,clean
G2_0368,107.817,G1_0361,G1_0387,clean
G2_0456,199.498,G1_0034,G1_0091,clean
G2_0005,163.572,G1_0384,G1_0027,clean
G2_0167,183.047,G1_0248,G1_0447,clean
G2_0038,188.508,G1_0433,G1_0175,clean
G2_0183,107.7,G1_0183,G1_0398,clean
G2_0364,431.613,G1_0178,G1_0390,clean
G2_0020,199.082,G1_0205,G1_0368,clean
G2_0507,115.317,G1_0285,G1_0468,clean
G2_0451,125.503,G1_0170,G1_0373,clean
G2_0442,164.728,G1_0183,G1_0132,clean
G2_0114,130.551,G1_0409,G1_0179,clean
G2_0352,73.126,G1_0010,G1_0239,clean
G2_0341,-15.686,G1_0313,G1_0342,clean
G2_0132,178.633,G1_0358,G1_0339,clean
G2_0170,213.069,G1_0409,G1_0179,clean
G2_0492,325.411,G1_0158,G1_0456,clean
G2_0120,-65.162,G1_0200,G1_0519,clean
G2_0045,96.829,G1_0090,G1_0473,clean
G2_0482,100.713,G1_0237,G1_0364,clean
G2_0344,484.622,G1_0384,G1_0027,clean
G2_0314,324.439,G1_0287,G1_0505,clean
G2_0037,66.982,G1_0200,G1_0519,clean
G2_0249,165.365,G1_0326,G1_0332,clean
G2_0093,130.614,G1_0246,G1_0222,clean
G2_0218,379.979,G1_0163,G1_0242,clean
G2_0530,436.908,G1_0163,G1_0242,clean
G2_0286,266.279,G1_0287,G1_0505,clean
G2_0274,100.963,G1_0267,G1_0080,clean
G2_0252,66.955,G1_0090,G1_0497,clean
G2_0372,120.537,G1_0361,G1_0387,clean
G2_0064,147.129,G1_0407,G1_0319,clean
G2_0222,160.665,G1_0358,G1_0021,clean
G2_0452,252.547,G1_0433,G1_0078,clean
G2_0337,427.954,G1_0287,G1_0305,clean
G2_0433,79.423,G1_0246,G1_0222,clean
G2_0378,104.335,G1_0034,G1_0130,clean
G2_0384,315.038,G1_0163,G1_0263,clean
G2_0018,201.128,G1_0409,G1_0480,clean
G2_0329,306.477,G1_0326,G1_0332,clean
G2_0058,322.464,G1_0163,G1_0263,clean
G2_0191,194.101,G1_0170,G1_0373,clean
G2_0394,238.854,G1_0158,G1_0456,clean
G2_0023,129.354,G1_0384,G1_0027,clean
G2_0349,198.728,G1_0424,G1_0350,clean
G2_0432,173.19,G1_0178,G1_0135,clean
G2_0236,468.101,G1_0313,G1_0342,low_call_rate
G2_0363,234.037,G1_0361,G1_0387,clean
G2_0486,30.521,G1_0313,G1_0176,clean
G2_0246,160.066,G1_0285,G1_0003,clean
G2_0480,451.922,G1_0152,G1_0171,clean
G2_0415,347.146,G1_0036,G1_0404,clean
G2_0528,300.014,G1_0085,G1_0162,clean
G2_0387,255.842,G1_0246,G1_0502,clean
G2_0501,282.909,G1_0285,G1_0468,clean
G2_0313,470.688,G1_0521,G1_0495,clean
G2_0259,354.965,G1_0140,G1_0462,clean
G2_0311,312.694,G1_0178,G1_0390,clean
G2_0115,130.29,G1_0036,G1_0404,clean
G2_0217,290.947,G1_0200,G1_0206,clean
G2_0203,328.52,G1_0034,G1_0091,clean
G2_0414,220.369,G1_0178,G1_0390,clean
G2_0410,594.123,G1_0287,G1_0505,clean
G2_0247,299.943,G1_0313,G1_0342,clean
G2_0437,246.391,G1_0248,G1_0321,clean
G2_0084,132.612,G1_0103,G1_0415,clean
G2_0201,200.118,G1_0011,G1_0189,clean
G2_0068,282.927,G1_0267,G1_0080,clean
G2_0496,271.139,G1_0202,G1_0268,clean
G2_0153,184.347,G1_0246,G1_0502,clean
G2_0380,227.727,G1_0034,G1_0130,clean
G2_0377,224.732,G1_0406,G1_0430,clean
G2_0347,346.461,G1_0358,G1_0021,clean
G2_0165,80.357,G1_0170,G1_0075,clean
G2_0044,183.138,G1_0183,G1_0132,clean
G2_0050,226.174,G1_0407,G1_0345,clean
G2_0359,273.785,G1_0409,G1_0179,clean
G2_0400,201.166,G1_0085,G1_0162,clean
G2_0467,317.051,G1_0170,G1_0075,clean
G2_0370,313.734,G1_0358,G1_0339,clean
G2_0429,122.841,G1_0010,G1_0138,clean
G2_0424,327.238,G1_0424,G1_0441,clean
G2_0441,203.016,G1_0287,G1_0305,clean
G2_0081,248.483,G1_0361,G1_0387,clean
G2_0106,180.716,G1_0326,G1_0300,clean
G2_0088,257.536,G1_0424,G1_0350,clean
G2_0325,468.497,G1_0152,G1_0171,clean
G2_0003,187.74,G1_0406,G1_0430,clean
G2_0381,225.675,G1_0248,G1_0321,clean
G2_0272,135.525,G1_0170,G1_0373,clean
G2_0423,76.386,G1_0183,G1_0398,low_call_rate
G2_0008,191.927,G1_0361,G1_0371,clean
G2_0265,204.831,G1_0406,G1_0023,clean
G2_0342,288.566,G1_0158,G1_0324,clean
G2_0055,238.745,G1_0178,G1_0135,clean
G2_0002,172.436,G1_0384,G1_0027,clean
G2_0269,382.186,G1_0406,G1_0023,clean
G2_0221,347.576,G1_0205,G1_0015,clean
G2_0156,167.221,G1_0248,G1_0321,clean
G2_0519,361.156,G1_0170,G1_0373,clean
G2_0340,279.231,G1_0406,G1_0023,low_call_rate
G2_0270,308.851,G1_0140,G1_0462,clean
G2_0140,93.224,G1_0140,G1_0455,clean
G2_0485,311.745,G1_0103,G1_0415,clean
G2_0098,240.545,G1_0178,G1_0390,pedigree_conflict
G2_0024,265.665,G1_0158,G1_0324,clean
G2_0406,313.666,G1_0409,G1_0480,clean
G2_0276,143.835,G1_0407,G1_0319,clean
G2_0473,281.627,G1_0467,G1_0067,clean
G2_0303,225.38,G1_0287,G1_0305,clean
G2_0184,130.287,G1_0034,G1_0091,clean
G2_0510,331.857,G1_0326,G1_0300,clean
G2_0439,388.154,G1_0152,G1_0171,clean
G2_0475,290.077,G1_0085,G1_0013,clean
G2_0334,391.001,G1_0384,G1_0295,clean
G2_0427,73.356,G1_0267,G1_0080,clean
G2_0133,203.461,G1_0085,G1_0162,clean
G2_0199,232.06,G1_0407,G1_0319,clean
G2_0086,399.74,G1_0200,G1_0206,clean
G2_0339,512.053,G1_0158,G1_0456,clean
G2_0351,395.906,G1_0178,G1_0135,clean
G2_0463,218.226,G1_0409,G1_0179,clean
G2_0242,223.775,G1_0178,G1_0135,clean
G2_0204,199.463,G1_0248,G1_0321,clean
G2_0224,452.719,G1_0285,G1_0468,low_call_rate
G2_0046,344.428,G1_0407,G1_0345,clean
G2_0142,270.733,G1_0103,G1_0198,clean
G2_0260,109.113,G1_0200,G1_0206,clean
G2_0150,205.636,G1_0407,G1_0345,clean
G2_0428,199.398,G1_0085,G1_0013,clean
G2_0146,88.309,G1_0090,G1_0497,clean
G2_0006,230.737,G1_0246,G1_0502,pedigree_conflict
G2_0193,142.281,G1_0034,G1_0130,clean
G2_0039,89.716,G1_0010,G1_0239,clean
G2_0430,403.273,G1_0202,G1_0385,clean
G2_0141,174.495,G1_0406,G1_0430,pheno_unit_error
G2_0447,159.191,G1_0085,G1_0162,clean
G2_0431,224.001,G1_0036,G1_0360,clean
G2_0273,351.367,G1_0358,G1_0021,clean
G2_0151,96.892,G1_0313,G1_0176,clean
G2_0367,187.009,G1_0361,G1_0371,clean
G2_0158,321.11,G1_0170,G1_0075,clean
G2_0464,212.539,G1_0010,G1_0239,clean
G2_0508,451.553,G1_0358,G1_0021,clean
G2_0454,318.573,G1_0285,G1_0468,clean
G2_0483,250.6,G1_0384,G1_0295,clean
G2_0108,172.67,G1_0034,G1_0091,clean
G2_0128,343.677,G1_0287,G1_0505,clean
G2_0268,331.082,G1_0409,G1_0179,clean
G2_0206,232.86,G1_0326,G1_0300,clean
G2_0271,185.869,G1_0407,G1_0319,clean
G2_0470,310.144,G1_0163,G1_0242,clean
G2_0029,224.657,G1_0407,G1_0345,clean
G2_0357,192.363,G1_0205,G1_0015,clean
G2_0397,133.803,G1_0433,G1_0078,clean
G2_0320,234.009,G1_0361,G1_0387,clean
G2_0338,96.136,G1_0467,G1_0203,clean
G2_0069,215.18,G1_0467,G1_0203,pheno_unit_error
G2_0134,202.762,G1_0407,G1_0345,clean
G2_0499,149.13,G1_0409,G1_0480,clean
G2_0375,219.481,G1_0237,G1_0364,clean
G2_0277,164.725,G1_0170,G1_0373,clean
G2_0506,269.954,G1_0246,G1_0222,clean
G2_0477,476.348,G1_0433,G1_0078,pheno_unit_error
G2_0159,283.861,G1_0036,G1_0360,clean
G2_0318,9.014,G1_0200,G1_0519,clean
G2_0147,281.61,G1_0361,G1_0387,clean
G2_0402,236.144,G1_0433,G1_0175,clean
