id,tbv,true_sire,true_dam,inject_status
G0_0139,-10.859,,,clean
G0_0140,153.758,,,clean
G0_0141,70.181,,,clean
G0_0142,-142.607,,,clean
G0_0143,-132.571,,,clean
G0_0144,-231.743,,,clean
G0_0145,-67.691,,,clean
G0_0146,156.885,,,clean
G0_0147,-37.066,,,clean
G0_0148,313.04,,,clean
G0_0149,-239.554,,,clean
G0_0150,184.83,,,clean
G0_0151,242.09,,,clean
G0_0152,-157.331,,,clean
G0_0153,-75.295,,,clean
G0_0154,20.556,,,clean
G0_0155,-32.079,,,clean
G0_0156,-14.849,,,clean
G0_0157,154.256,,,clean
G0_0158,-36.286,,,clean
G0_0159,-93.79,,,clean
G0_0160,119.978,,,clean
G0_0161,-179.997,,,clean
G0_0162,-87.98,,,clean
G0_0163,-130.079,,,clean
G0_0164,-29.727,,,clean
G0_0165,49.211,,,clean
G0_0166,49.345,,,clean
G0_0167,145.633,,,clean
G0_0168,-275.236,,,clean
G0_0169,-111.979,,,clean
G0_0170,73.633,,,clean
G0_0171,-102.992,,,clean
G0_0172,-19.493,,,clean
G0_0173,-46.74,,,clean
G0_0174,-97.617,,,clean
G0_0175,-101.355,,,clean
G0_0176,-12.609,,,clean
G0_0177,-243.846,,,clean
G0_0178,-98.601,,,clean
G0_0179,-76.8,,,clean
G0_0180,-29.264,,,clean
G0_0181,191.669,,,clean
G0_0182,-169.652,,,clean
G0_0183,-156.167,,,clean
G0_0184,134.344,,,clean
G0_0185,110.284,,,clean
G0_0186,-60.122,,,clean
G0_0187,-354.179,,,clean
G0_0188,-255.346,,,clean
G0_0189,124.174,,,clean
G0_0190,208.965,,,clean
G0_0191,4.408,,,clean
G0_0192,-91.238,,,clean
G0_0193,145.818,,,clean
G0_0194,-244.886,,,clean
G0_0195,239.4,,,clean
G0_0196,-93.217,,,clean
G0_0197,129.543,,,clean
G0_0198,123.167,,,clean
G0_0199,-34.958,,,clean
G0_0200,-182.014,,,clean
G0_0201,-73.918,,,clean
G0_0202,-30.102,,,clean
G0_0203,-191.799,,,clean
G0_0204,-66.378,,,clean
G0_0205,366.821,,,clean
G0_0206,53.455,,,clean
G0_0207,200.602,,,clean
G0_0208,-117.001,,,clean
G0_0209,183.98,,,clean
G0_0210,-172.505,,,clean
G0_0211,120.401,,,clean
G0_0212,96.173,,,clean
G0_0213,27.786,,,clean
G0_0214,89.144,,,clean
G0_0215,142.189,,,clean
G0_0216,200.024,,,clean
G0_0217,29.559,,,clean
G0_0218,-46.205,,,clean
G0_0219,-316.592,,,clean
G0_0220,9.402,,,clean
G0_0221,-200.038,,,clean
G0_0222,-31.485,,,clean
G0_0223,66.148,,,clean
G0_0224,-23.708,,,clean
G0_0225,-179.985,,,clean
G0_0226,86.168,,,clean
G0_0227,71.273,,,clean
G0_0228,-80.616,,,clean
G0_0229,-41.664,,,clean
G0_0230,-60.424,,,clean
G0_0231,50.547,,,clean
G0_0232,-98.157,,,clean
G0_0233,28.923,,,clean
G0_0234,148.746,,,clean
G0_0235,126.509,,,clean
G0_0236,-234.789,,,clean
G0_0237,60.484,,,clean
G0_0238,45.943,,,clean
G0_0239,-185.367,,,clean
G0_0240,219.277,,,clean
G0_0241,10.182,,,clean
G0_0242,85.277,,,clean
G0_0243,-72.841,,,clean
G0_0244,66.661,,,clean
G0_0245,-301.44,,,clean
G0_0246,-131.259,,,clean
G0_0247,-126.528,,,clean
G0_0248,1.754,,,clean
G0_0249,-94.052,,,clean
G0_0250,99.331,,,clean
G0_0251,-185.42,,,clean
G0_0252,-203.128,,,clean
G0_0253,183.198,,,clean
G0_0254,19.479,,,clean
G0_0255,-287.207,,,clean
G0_0256,69.744,,,clean
G0_0257,-48.619,,,clean
G0_0258,-160.782,,,clean
G0_0259,-17.634,,,clean
G0_0260,151.438,,,clean
G0_0261,-165.371,,,clean
G0_0262,-114.632,,,clean
G0_0263,142.602,,,clean
G0_0264,40.194,,,clean
G0_0265,-18.915,,,clean
G0_0266,86.398,,,clean
G0_0267,-52.747,,,clean
G0_0268,-124.778,,,clean
G0_0269,-25.963,,,clean
G0_0270,167.189,,,clean
G0_0271,-164.084,,,clean
G0_0272,243.057,,,clean
G0_0273,77.641,,,clean
G0_0274,-245.406,,,clean
G0_0275,109.781,,,clean
G0_0276,96.201,,,clean
G0_0277,169.1,,,clean
G0_0278,-40.9,,,clean
G0_0279,-28.094,,,clean
G0_0280,78.035,,,clean
G0_0281,66.255,,,clean
G0_0282,9.835,,,clean
G0_0283,71.531,,,clean
G0_0284,180.411,,,clean
G0_0285,46.331,,,clean
G0_0286,-50.6,,,clean
G0_0287,18.37,,,clean
G0_0288,-17.285,,,clean
G0_0289,-159.897,,,clean
G0_0290,-121.207,,,clean
G0_0291,-96.778,,,clean
G0_0292,2.419,,,clean
G0_0293,203.6,,,clean
G0_0294,30.173,,,clean
G0_0295,-38.555,,,clean
G0_0296,203.806,,,clean
G0_0297,-79.177,,,clean
G0_0298,-106.153,,,clean
G0_0299,89.526,,,clean
G0_0300,122.28,,,clean
G0_0301,-109.089,,,clean
G0_0302,267.736,,,clean
G0_0303,12.35,,,clean
G0_0304,23.753,,,clean
G0_0305,85.883,,,clean
G0_0306,-133.202,,,clean
G0_0307,-29.284,,,clean
G0_0308,129.218,,,clean
G0_0309,49.473,,,clean
G0_0310,30.231,,,clean
G0_0311,-139.802,,,clean
G0_0312,-162.249,,,clean
G0_0313,-199.648,,,clean
G0_0314,-66.304,,,clean
G0_0315,-96.237,,,clean
G0_0316,171.648,,,clean
G0_0317,-73.078,,,clean
G0_0318,-134.576,,,clean
G0_0319,300.395,,,clean
G0_0320,16.392,,,clean
G0_0321,-246.191,,,clean
G0_0322,-191.79,,,clean
G0_0323,39.987,,,clean
G0_0324,-112.703,,,clean
G0_0325,72.752,,,clean
G0_0326,21.305,,,clean
G0_0327,102.093,,,clean
G0_0328,-86.98,,,clean
G0_0329,242.872,,,clean
G0_0330,-314.504,,,clean
G0_0331,80.042,,,clean
G0_0332,223.959,,,clean
G0_0333,50.39,,,clean
G0_0334,-2.963,,,clean
G0_0335,-6.556,,,clean
G0_0336,90.997,,,clean
G0_0337,11.881,,,clean
G0_0338,5.178,,,clean
G0_0339,-187.994,,,clean
G0_0340,-19.275,,,clean
G0_0341,-11.141,,,clean
G0_0342,23.31,,,clean
G0_0343,-241.435,,,clean
G0_0344,70.741,,,clean
G0_0345,120.332,,,clean
G0_0346,-54.57,,,clean
G0_0347,135.889,,,clean
G0_0348,34.696,,,clean
G0_0349,11.983,,,clean
G0_0350,222.342,,,clean
G0_0351,-18.549,,,clean
G0_0352,144.155,,,clean
G0_0353,-119.246,,,clean
G0_0354,-45.646,,,clean
G0_0355,126.312,,,clean
G0_0356,-284.818,,,clean
G0_0357,-133.381,,,clean
G0_0358,-213.513,,,clean
G0_0359,-161.28,,,clean
G0_0360,-35.414,,,clean
G0_0361,-43.309,,,clean
G0_0362,-69.992,,,clean
G0_0363,-104.088,,,clean
G0_0364,305.236,,,clean
G0_0365,30.394,,,clean
G0_0366,234.451,,,clean
G0_0367,-133.691,,,clean
G0_0368,15.839,,,clean
G0_0369,34.592,,,clean
G0_0370,46.545,,,clean
G0_0371,-58.214,,,clean
G0_0372,-91.93,,,clean
G0_0373,-103.042,,,clean
G0_0374,127.778,,,clean
G0_0375,71.356,,,clean
G0_0376,-223.294,,,clean
G0_0377,-268.316,,,clean
G0_0378,-46.207,,,clean
G0_0379,-0.246,,,clean
G0_0380,-234.912,,,clean
G0_0381,-22.354,,,clean
G0_0382,-66.941,,,clean
G0_0383,-146.234,,,clean
G0_0384,-117.761,,,clean
G0_0385,-58.729,,,clean
G0_0386,-94.697,,,clean
G0_0387,4.147,,,clean
G0_0388,56.792,,,clean
G0_0389,37.403,,,clean
G0_0390,-94.812,,,clean
G0_0391,100.884,,,clean
G0_0392,91.185,,,clean
G0_0393,127.578,,,clean
G0_0394,287.577,,,clean
G0_0395,-131.72,,,clean
G0_0396,132.726,,,clean
G0_0397,-23.835,,,clean
G0_0398,88.549,,,clean
G0_0399,-144.346,,,clean
G0_0400,-244.037,,,clean
G0_0401,-198.186,,,clean
G0_0402,22.548,,,clean
G0_0403,40.535,,,clean
G0_0404,-135.257,,,clean
G0_0405,-203.031,,,clean
G0_0406,92.265,,,clean
G0_0407,-29.302,,,clean
G0_0408,60.588,,,clean
G0_0409,174.784,,,clean
G0_0410,-34.306,,,clean
G0_0411,113.307,,,clean
G0_0412,391.572,,,clean
G0_0413,182.302,,,clean
G0_0414,81.772,,,clean
G0_0415,114.183,,,clean
G0_0416,-342.16,,,clean
G0_0417,-21.234,,,clean
G0_0418,-39.398,,,clean
G0_0419,-242.31,,,clean
G0_0420,-123.883,,,clean
G0_0421,-133.557,,,clean
G0_0422,4.016,,,clean
G0_0423,-119.882,,,clean
G0_0424,-124.505,,,clean
G0_0425,-77.111,,,clean
G0_0426,-0.491,,,clean
G0_0427,7.116,,,clean
G0_0428,182.782,,,clean
G0_0429,37.086,,,clean
G0_0430,-170.288,,,clean
G0_0431,182.408,,,clean
G0_0432,-88.587,,,clean
G0_0433,170.421,,,clean
G0_0434,77.436,,,clean
G0_0435,97.165,,,clean
G0_0436,-13.392,,,clean
G0_0437,-107.871,,,clean
G0_0438,15.468,,,clean
G0_0439,-242.764,,,clean
G0_0440,21.628,,,clean
G0_0441,64.546,,,clean
G0_0442,20.598,,,clean
G0_0443,-1.999,,,clean
G0_0444,110.872,,,clean
G0_0445,-140.895,,,clean
G0_0446,-165.664,,,clean
G0_0447,-88.603,,,clean
G0_0448,67.818,,,clean
G0_0449,26.498,,,clean
G0_0450,-116.259,,,clean
G0_0451,87.298,,,clean
G0_0452,-18.056,,,clean
G0_0453,-178.339,,,clean
G0_0454,186.453,,,clean
G0_0455,246.649,,,clean
G0_0456,-120.048,,,clean
G0_0457,62.2,,,clean
G0_0458,115.293,,,clean
G0_0459,-62.397,,,clean
G0_0460,-13.378,,,clean
G0_0461,-98.044,,,clean
G0_0462,130.256,,,clean
G0_0463,-52.905,,,clean
G0_0464,-32.218,,,clean
G0_0465,34.019,,,clean
G0_0466,-129.165,,,clean
G0_0467,108.015,,,clean
G0_0468,111.43,,,clean
G0_0469,129.151,,,clean
G0_0470,19.07,,,clean
G0_0471,378.384,,,clean
G0_0472,4.329,,,clean
G0_0473,205.31,,,clean
G0_0474,-0.492,,,clean
G0_0475,-224.142,,,clean
G0_0476,87.829,,,clean
G0_0477,87.592,,,clean
G0_0478,-130.108,,,clean
G0_0479,-41.122,,,clean
G0_0480,273.133,,,clean
G0_0481,-202.631,,,clean
G0_0482,-96.597,,,clean
G0_0483,4.72,,,clean
G0_0484,94.996,,,clean
G0_0485,-79.629,,,clean
G0_0486,-241.005,,,clean
G0_0487,-110.021,,,clean
G0_0488,3.986,,,clean
G0_0489,-152.621,,,clean
G0_0490,14.9,,,clean
G0_0491,-183.259,,,clean
G0_0492,-229.13,,,clean
G0_0493,76.083,,,clean
G0_0494,-71.457,,,clean
G0_0495,-63.663,,,clean
G0_0496,48.952,,,clean
G0_0497,96.336,,,clean
G0_0498,39.197,,,clean
G0_0499,-48.481,,,clean
G0_0500,-68.048,,,clean
G0_0501,190.453,,,clean
G0_0502,259.328,,,clean
G0_0503,-24.174,,,clean
G0_0504,141.414,,,clean
G0_0505,40.689,,,clean
G0_0506,24.753,,,clean
G0_0507,134.807,,,clean
G0_0508,-92.122,,,clean
G0_0509,61.122,,,clean
G0_0510,55.603,,,clean
G0_0511,-74.997,,,clean
G0_0512,-182.602,,,clean
G0_0513,-79.261,,,clean
G0_0514,7.576,,,clean
G0_0515,-64.01,,,clean
G0_0516,219.412,,,clean
G0_0517,43.651,,,clean
G0_0518,178.946,,,clean
G0_0519,-22.71,,,clean
G0_0520,231.75,,,clean
G0_0521,-223.116,,,clean
G0_0522,100.312,,,clean
G0_0523,234.399,,,clean
G0_0524,-139.093,,,clean
G0_0525,-97.894,,,clean
G0_0526,237.674,,,clean
G0_0527,51.722,,,clean
G0_0528,252.424,,,clean
G0_0529,163.248,,,clean
G0_0530,-201.146,,,clean
G0_0531,53.709,,,clean
G0_0532,-156.423,,,clean
G0_0533,-439.572,,,clean
G0_0534,-5.704,,,clean
G0_0535,-131.879,,,clean
G0_0536,-82.324,,,clean
G0_0537,37.764,,,clean
G0_0538,13.731,,,clean
G0_0539,-297.262,,,clean
G0_0540,-95.035,,,clean
G0_0541,-74.823,,,clean
G0_0542,-76.982,,,clean
G0_0543,38.902,,,clean
G0_0544,-169.878,,,clean
G0_0545,52.189,,,clean
G0_0546,163.755,,,clean
G0_0547,-146.518,,,clean
G0_0548,-28.305,,,clean
G0_0549,29.509,,,clean
G0_0550,21.439,,,clean
G0_0551,49.565,,,clean
G0_0552,-110.42,,,clean
G0_0553,-101.879,,,clean
G0_0554,66.494,,,clean
G0_0555,13.018,,,clean
G0_0556,29.962,,,clean
G0_0557,145.136,,,clean
G0_0558,-149.787,,,clean
G0_0559,-20.067,,,clean
G0_0560,47.808,,,clean
G0_0561,78.981,,,clean
G0_0562,27.399,,,clean
G0_0563,-25.619,,,clean
G0_0564,-226.548,,,clean
G0_0565,7.931,,,clean
G0_0566,-58.514,,,clean
G0_0567,223.875,,,clean
G0_0568,-53.553,,,clean
G0_0569,43.117,,,clean
G0_0570,-288.041,,,clean
G0_0571,-34.056,,,clean
G0_0572,-171.804,,,clean
G0_0573,-128.405,,,clean
G0_0574,118.151,,,clean
G0_0575,-161.456,,,clean
G0_0576,-6.905,,,clean
G0_0577,44.304,,,clean
G0_0578,16.374,,,clean
G0_0579,224.164,,,clean
G0_0580,136.044,,,clean
G0_0581,-192.769,,,clean
G0_0582,-31.39,,,clean
G0_0583,-280.16,,,clean
G0_0584,28.602,,,clean
G0_0585,-50.522,,,clean
G0_0586,11.717,,,clean
G0_0587,164.716,,,clean
G0_0588,-219.118,,,clean
G0_0589,134.649,,,clean
G0_0590,62.54,,,clean
G0_0591,-144.38,,,clean
G0_0592,-417.478,,,clean
G0_0593,34.152,,,clean
G0_0594,140.094,,,clean
G0_0595,9.77,,,clean
G0_0596,146.652,,,clean
G0_0597,-225.089,,,clean
G0_0598,7.25,,,clean
G0_0599,67.471,,,clean
G0_0600,108.221,,,clean
G0_0601,85.012,,,clean
G0_0602,62.288,,,clean
G0_0603,-154.687,,,clean
G0_0604,-195.316,,,clean
G0_0605,-40.716,,,clean
G0_0606,-30.132,,,clean
G0_0607,58.369,,,clean
G0_0608,-110.219,,,clean
G0_0609,-181.515,,,clean
G0_0610,188.987,,,clean
G0_0611,-176.419,,,clean
G0_0612,-126.522,,,clean
G0_0613,-267.565,,,clean
G0_0614,29.649,,,clean
G0_0615,75.549,,,clean
G0_0616,-52.124,,,clean
G0_0617,-207.479,,,clean
G0_0618,-72.44,,,clean
G0_0619,-215.333,,,clean
G0_0620,-201.676,,,clean
G0_0621,-198.866,,,clean
G0_0622,0.538,,,clean
G0_0623,-106.3,,,clean
G0_0624,94.042,,,clean
G0_0625,-237.364,,,clean
G0_0626,148.277,,,clean
G0_0627,19.553,,,clean
G0_0628,77.116,,,clean
G0_0629,36.141,,,clean
G0_0630,-32.904,,,clean
G0_0631,239.267,,,clean
G0_0632,45.736,,,clean
G0_0633,8.356,,,clean
G0_0634,86.665,,,clean
G0_0635,8.244,,,clean
G0_0636,140.305,,,clean
G0_0637,49.292,,,clean
G0_0638,-359.082,,,clean
G0_0639,-10.743,,,clean
G0_0640,17.522,,,clean
G0_0641,37.276,,,clean
G0_0642,40.727,,,clean
G0_0643,-94.62,,,clean
G0_0644,209.933,,,clean
G0_0645,152.383,,,clean
G0_0646,-80.036,,,clean
G0_0647,107.422,,,clean
G0_0648,-167.121,,,clean
G0_0649,221.739,,,clean
G0_0650,166.484,,,clean
G0_0651,-170.852,,,clean
G0_0652,-79.159,,,clean
G0_0653,-28.349,,,clean
G0_0654,-338.047,,,clean
G0_0655,-160.022,,,clean
G0_0656,220.06,,,clean
G0_0657,151.767,,,clean
G0_0658,-50.207,,,clean
G0_0659,-75.893,,,clean
G0_0660,143.589,,,clean
G0_0661,54.562,,,clean
G0_0662,-148.183,,,clean
G0_0663,52.06,,,clean
G0_0664,111.976,,,clean
G0_0665,-339.45,,,clean
G0_0666,203.023,,,clean
G0_0667,240.231,,,clean
G0_0668,-262.994,,,clean
G0_0669,5.146,,,clean
G0_0670,63.904,,,clean
G0_0671,-108.752,,,clean
G0_0672,-49.188,,,clean
G0_0673,186.845,,,clean
G0_0674,-196.0,,,clean
G0_0675,-106.644,,,clean
G0_0676,139.526,,,clean
G0_0677,-26.381,,,clean
G0_0678,-49.753,,,clean
G0_0679,-81.316,,,clean
G0_0680,25.981,,,clean
G0_0681,-41.83,,,clean
G0_0682,7.594,,,clean
G0_0683,-139.556,,,clean
G0_0684,-298.089,,,clean
G0_0685,41.087,,,clean
G0_0686,249.239,,,clean
G0_0687,53.548,,,clean
G0_0688,251.686,,,clean
G0_0689,50.44,,,clean
G0_0690,-26.944,,,clean
G0_0691,29.396,,,clean
G0_0692,-71.686,,,clean
G0_0693,60.035,,,clean
G0_0694,20.999,,,clean
G0_0695,-222.97,,,clean
G0_0696,-84.378,,,clean
G0_0697,15.371,,,clean
G0_0698,-31.71,,,clean
G0_0699,-118.921,,,clean
G0_0700,146.295,,,clean
G0_0701,62.715,,,clean
G0_0702,-12.164,,,clean
G0_0703,-10.981,,,clean
G0_0704,-17.172,,,clean
G0_0705,-54.881,,,clean
G0_0706,-42.026,,,clean
G0_0707,-168.325,,,clean
G0_0708,271.856,,,clean
G0_0709,51.116,,,clean
G0_0710,-13.321,,,clean
G0_0711,67.127,,,clean
G0_0712,-85.648,,,clean
G0_0713,174.455,,,clean
G0_0714,10.648,,,clean
G0_0715,-106.216,,,clean
G0_0716,9.227,,,clean
G0_0717,-150.756,,,clean
G0_0718,-167.034,,,clean
G0_0719,204.767,,,clean
G0_0720,215.353,,,clean
G0_0721,-12.581,,,clean
G0_0722,82.348,,,clean
G0_0723,20.64,,,clean
G0_0724,-297.193,,,clean
G0_0725,54.01,,,clean
G0_0726,-164.659,,,clean
G0_0727,-39.219,,,clean
G0_0728,-174.734,,,clean
G0_0729,166.259,,,clean
G0_0730,-28.869,,,clean
G0_0731,-66.205,,,clean
G0_0732,-108.071,,,clean
G0_0733,-86.738,,,clean
G0_0734,171.138,,,clean
G0_0735,176.476,,,clean
G0_0736,37.908,,,clean
G0_0737,-57.131,,,clean
G0_0738,-63.29,,,clean
G0_0739,52.94,,,clean
G0_0740,-153.902,,,clean
G0_0741,1.516,,,clean
G0_0742,25.682,,,clean
G0_0743,-0.675,,,clean
G0_0744,-35.098,,,clean
G0_0745,44.835,,,clean
G0_0746,178.495,,,clean
G0_0747,80.47,,,clean
G0_0748,81.323,,,clean
G0_0749,266.713,,,clean
G0_0750,113.807,,,clean
G0_0751,-89.823,,,clean
G0_0752,164.885,,,clean
G0_0753,53.92,,,clean
G0_0754,6.809,,,clean
G0_0755,118.758,,,clean
G0_0756,40.199,,,clean
G0_0757,-1.404,,,clean
G0_0758,142.775,,,clean
G0_0759,-57.615,,,clean
G0_0760,-140.205,,,clean
G0_0761,120.858,,,clean
G0_0762,12.886,,,clean
G0_0763,116.158,,,clean
G0_0764,-290.273,,,clean
G0_0765,90.393,,,clean
G0_0766,40.289,,,clean
G0_0767,43.659,,,clean
G0_0768,191.979,,,clean
G0_0769,45.748,,,clean
G0_0770,-65.424,,,clean
G0_0771,82.109,,,clean
G0_0772,36.401,,,clean
G0_0773,-253.683,,,clean
G0_0774,-111.809,,,clean
G0_0775,70.668,,,clean
G0_0776,120.026,,,clean
G0_0777,39.487,,,clean
G0_0778,154.873,,,clean
G0_0779,7.031,,,clean
G0_0780,422.316,,,clean
G0_0781,92.263,,,clean
G0_0782,46.628,,,clean
G0_0783,127.157,,,clean
G0_0784,-156.344,,,clean
G0_0785,-224.901,,,clean
G0_0786,-116.04,,,clean
G0_0787,-70.602,,,clean
G0_0788,-40.633,,,clean
G0_0789,-55.074,,,clean
G0_0790,-220.588,,,clean
G0_0791,40.998,,,clean
G0_0792,150.199,,,clean
G0_0793,-3.267,,,clean
G0_0794,81.894,,,clean
G0_0795,-40.235,,,clean
G0_0796,-159.887,,,clean
G0_0797,-120.562,,,clean
G0_0798,255.369,,,clean
G0_0799,-150.785,,,clean
G0_0800,90.817,,,clean
G0_0801,98.285,,,clean
G0_0802,-265.378,,,clean
G0_0803,50.395,,,clean
G0_0804,-8.889,,,clean
G0_0805,52.261,,,clean
G0_0806,161.716,,,clean
G0_0807,-35.987,,,clean
G0_0808,233.607,,,clean
G0_0809,76.679,,,clean
G0_0810,90.161,,,clean
G0_0811,259.59,,,clean
G0_0812,116.724,,,clean
G0_0813,141.086,,,clean
G0_0814,115.875,,,clean
G0_0815,-0.384,,,clean
G0_0816,51.777,,,clean
G0_0817,98.88,,,clean
G0_0818,-55.942,,,clean
G0_0819,117.8,,,clean
G0_0820,179.311,,,clean
G0_0821,-87.472,,,clean
G0_0822,181.052,,,clean
G0_0823,-203.059,,,clean
G0_0824,-42.746,,,clean
G0_0825,-236.079,,,clean
G0_0826,107.777,,,clean
G0_0827,-96.818,,,clean
G0_0828,156.103,,,clean
G0_0829,-56.383,,,clean
G0_0830,-65.307,,,clean
G0_0831,-31.134,,,clean
G0_0832,-20.389,,,clean
G0_0833,16.742,,,clean
G0_0834,138.033,,,clean
G0_0835,-39.642,,,clean
G0_0836,-98.951,,,clean
G0_0837,-133.192,,,clean
G0_0838,53.534,,,clean
G0_0839,158.612,,,clean
G0_0840,59.921,,,clean
G0_0841,329.952,,,clean
G0_0842,231.705,,,clean
G0_0843,56.557,,,clean
G0_0844,-54.307,,,clean
G0_0845,-117.018,,,clean
G0_0846,115.844,,,clean
G0_0847,39.031,,,clean
G0_0848,111.551,,,clean
G0_0849,71.35,,,clean
G0_0850,-124.449,,,clean
G0_0851,-11.444,,,clean
G0_0852,-39.656,,,clean
G0_0853,-125.045,,,clean
G0_0854,-79.118,,,clean
G0_0855,-100.014,,,clean
G0_0856,-39.298,,,clean
G0_0857,49.965,,,clean
G0_0858,21.112,,,clean
G0_0859,183.255,,,clean
G0_0860,72.01,,,clean
G0_0861,7.042,,,clean
G0_0862,-34.006,,,clean
G0_0863,-144.435,,,clean
G0_0864,358.437,,,clean
G0_0865,-23.151,,,clean
G0_0866,-40.765,,,clean
G0_0867,-44.55,,,clean
G0_0868,-90.678,,,clean
G0_0869,-53.114,,,clean
G0_0870,76.165,,,clean
G0_0871,-78.337,,,clean
G0_0872,37.093,,,clean
G0_0873,20.713,,,clean
G0_0874,71.626,,,clean
G0_0875,-84.405,,,clean
G0_0876,-14.609,,,clean
G0_0877,-71.124,,,clean
G0_0878,152.835,,,clean
G0_0879,-0.419,,,clean
G0_0880,74.447,,,clean
G0_0881,211.645,,,clean
G0_0882,-57.473,,,clean
G0_0883,251.41,,,clean
G0_0884,-60.191,,,clean
G0_0885,-149.678,,,clean
G0_0886,139.576,,,clean
G0_0887,19.355,,,clean
G0_0888,-74.945,,,clean
G0_0889,-88.539,,,clean
G0_0890,219.179,,,clean
G0_0891,-181.604,,,clean
G0_0892,125.144,,,clean
G0_0893,116.534,,,clean
G0_0894,304.616,,,clean
G0_0895,144.862,,,clean
G0_0896,-3.994,,,clean
G0_0897,-81.627,,,clean
G0_0898,-62.302,,,clean
G0_0899,-152.774,,,clean
G0_0900,34.069,,,clean
