id,bw42_g,submitted_at
G2_0275,3283.682,2026-08-25T08:46:00
G2_0276,3141.416,2026-08-25T15:05:00
G2_0277,3160.195,2026-08-25T08:04:00
G2_0278,2912.914,2026-08-25T11:40:00
G2_0279,2809.491,2026-08-25T08:34:00
G2_0280,3061.722,2026-08-25T17:02:00
G2_0281,2622.118,2026-08-25T16:44:00
G2_0282,2677.228,2026-08-25T13:37:00
G2_0283,3280.448,2026-08-25T17:28:00
G2_0284,3406.491,2026-08-25T16:07:00
G2_0285,2942.325,2026-08-25T16:53:00
G2_0286,3109.088,2026-08-25T17:45:00
G2_0287,3107.107,2026-08-25T08:03:00
G2_0288,2833.036,2026-08-25T14:01:00
G2_0289,3491.991,2026-08-25T15:01:00
G2_0290,2999.503,2026-08-25T17:15:00
G2_0291,2775.591,2026-08-25T14:28:00
G2_0292,2792.812,2026-08-25T10:08:00
G2_0293,2972.996,2026-08-25T08:18:00
G2_0294,2694.323,2026-08-25T14:56:00
G2_0295,3187.432,2026-08-25T15:30:00
G2_0296,3093.992,2026-08-25T08:38:00
G2_0297,3008.75,2026-08-25T09:52:00
G2_0298,3049.34,2026-08-25T16:14:00
G2_0299,2804.688,2026-08-25T12:43:00
G2_0300,2398.742,2026-08-25T09:17:00
G2_0301,3069.489,2026-08-25T14:50:00
G2_0302,2832.592,2026-08-25T08:08:00
G2_0303,2800.859,2026-08-25T08:29:00
G2_0304,2454.686,2026-08-25T14:52:00
G2_0305,3312.01,2026-08-25T13:44:00
G2_0306,2798.324,2026-08-25T11:10:00
G2_0307,3069.405,2026-08-25T11:50:00
G2_0308,2886.401,2026-08-25T14:38:00
G2_0309,2987.255,2026-08-25T12:44:00
G2_0310,3356.553,2026-08-25T14:48:00
G2_0311,2845.791,2026-08-25T14:00:00
G2_0312,3566.783,2026-08-25T10:20:00
G2_0313,3279.728,2026-08-25T11:21:00
G2_0314,2996.296,2026-08-25T10:14:00
G2_0315,3232.985,2026-08-25T09:16:00
G2_0316,3237.59,2026-08-25T12:20:00
G2_0317,3361.351,2026-08-25T13:00:00
G2_0318,2746.993,2026-08-25T13:35:00
G2_0319,3074.571,2026-08-25T11:01:00
G2_0320,2834.774,2026-08-25T09:32:00
G2_0321,3575.774,2026-08-25T17:17:00
G2_0322,2785.013,2026-08-25T10:37:00
G2_0323,2989.251,2026-08-25T14:42:00
G2_0324,2891.71,2026-08-25T16:58:00
G2_0325,3375.543,2026-08-25T09:22:00
G2_0326,2892.04,2026-08-25T17:27:00
G2_0327,3247.118,2026-08-25T16:48:00
G2_0328,2896.2,2026-08-25T08:26:00
G2_0329,3137.979,2026-08-25T10:01:00
G2_0330,3374.728,2026-08-25T12:51:00
G2_0331,3086.945,2026-08-25T16:37:00
G2_0332,2923.497,2026-08-25T11:48:00
G2_0333,3112.157,2026-08-25T17:41:00
G2_0334,3092.708,2026-08-25T11:54:00
G2_0335,3151.098,2026-08-25T15:52:00
G2_0336,2754.108,2026-08-25T15:57:00
G2_0337,3146.719,2026-08-25T15:52:00
G2_0338,2568.509,2026-08-25T13:29:00
G2_0339,3354.608,2026-08-25T17:31:00
G2_0340,3072.816,2026-08-25T12:46:00
G2_0341,3020.25,2026-08-25T16:45:00
G2_0342,3154.253,2026-08-25T08:51:00
G2_0343,3161.542,2026-08-25T16:01:00
G2_0344,3472.214,2026-08-25T13:07:00
G2_0345,3473.733,2026-08-25T11:20:00
G2_0346,2695.79,2026-08-25T08:05:00
G2_0347,3264.407,2026-08-25T08:15:00
G2_0348,3167.124,2026-08-25T17:22:00
G2_0349,3026.822,2026-08-25T16:37:00
G2_0350,3271.914,2026-08-25T12:40:00
G2_0351,3106.163,2026-08-25T12:56:00
G2_0352,3079.58,2026-08-25T11:33:00
G2_0353,2842.75,2026-08-25T12:45:00
G2_0354,3041.811,2026-08-25T14:57:00
G2_0355,2.945,2026-08-25T13:29:00
G2_0356,3217.976,2026-08-25T15:02:00
G2_0357,2902.435,2026-08-25T10:49:00
G2_0358,3370.236,2026-08-25T10:55:00
G2_0359,3297.838,2026-08-25T08:33:00
G2_0360,2958.0,2026-08-25T16:41:00
G2_0361,2849.571,2026-08-25T13:26:00
G2_0362,3045.427,2026-08-25T10:45:00
G2_0363,2930.592,2026-08-25T11:22:00
G2_0364,3620.866,2026-08-25T10:45:00
G2_0365,2616.494,2026-08-25T09:48:00
G2_0366,3004.331,2026-08-25T16:25:00
G2_0367,2743.706,2026-08-25T14:22:00
G2_0368,2640.585,2026-08-25T11:57:00
G2_0369,3055.507,2026-08-25T09:32:00
G2_0370,3136.225,2026-08-25T14:56:00
G2_0371,2792.986,2026-08-25T15:36:00
G2_0372,3065.202,2026-08-25T08:46:00
G2_0373,2992.221,2026-08-25T10:27:00
G2_0374,3003.144,2026-08-25T17:01:00
G2_0375,2760.562,2026-08-25T16:45:00
G2_0376,2891.76,2026-08-25T15:16:00
G2_0377,2907.82,2026-08-25T11:44:00
G2_0378,2815.852,2026-08-25T10:45:00
G2_0379,2809.192,2026-08-25T17:06:00
G2_0380,2671.023,2026-08-25T08:10:00
G2_0381,2978.401,2026-08-25T11:56:00
G2_0382,2947.754,2026-08-25T10:29:00
G2_0383,3725.599,2026-08-25T08:40:00
G2_0384,3033.917,2026-08-25T16:17:00
G2_0385,3438.866,2026-08-25T10:01:00
G2_0386,3232.078,2026-08-25T12:14:00
G2_0387,2741.501,2026-08-25T17:49:00
G2_0388,3201.132,2026-08-25T15:11:00
G2_0389,2828.326,2026-08-25T12:51:00
G2_0390,3014.04,2026-08-25T09:31:00
G2_0391,3289.099,2026-08-25T12:22:00
G2_0392,3191.95,2026-08-25T09:59:00
G2_0393,3361.748,2026-08-25T16:48:00
G2_0394,3146.78,2026-08-25T09:07:00
G2_0395,2395.936,2026-08-25T12:04:00
G2_0396,2704.516,2026-08-25T17:15:00
G2_0397,3059.893,2026-08-25T15:56:00
G2_0398,3123.144,2026-08-25T14:29:00
G2_0399,2945.139,2026-08-25T10:35:00
G2_0400,2931.695,2026-08-25T11:28:00
G2_0401,2979.246,2026-08-25T11:37:00
G2_0402,3195.54,2026-08-25T15:16:00
G2_0403,3118.1,2026-08-25T08:12:00
G2_0404,2955.952,2026-08-25T12:38:00
G2_0405,3020.179,2026-08-25T09:00:00
G2_0406,3140.089,2026-08-25T12:10:00
G2_0407,3113.836,2026-08-25T15:58:00
G2_0408,3207.653,2026-08-25T11:30:00
G2_0409,2626.902,2026-08-25T14:03:00
G2_0410,3506.922,2026-08-25T17:42:00
G2_0411,3141.314,2026-08-25T11:13:00
G2_0412,3166.404,2026-08-25T09:11:00
G2_0413,3137.193,2026-08-25T08:05:00
G2_0414,3029.689,2026-08-25T15:22:00
G2_0415,2967.439,2026-08-25T16:47:00
G2_0416,3594.505,2026-08-25T17:37:00
G2_0417,3135.01,2026-08-25T12:56:00
G2_0418,2618.161,2026-08-25T15:51:00
G2_0419,3003.426,2026-08-25T08:44:00
G2_0420,3184.875,2026-08-25T13:30:00
G2_0421,2927.966,2026-08-25T08:38:00
G2_0422,2747.239,2026-08-25T14:47:00
G2_0423,2724.363,2026-08-25T11:22:00
G2_0424,2841.253,2026-08-25T13:30:00
G2_0425,2617.888,2026-08-25T14:53:00
G2_0426,2478.647,2026-08-25T12:22:00
G2_0427,2713.443,2026-08-25T15:29:00
G2_0428,2921.377,2026-08-25T11:13:00
G2_0429,3274.479,2026-08-25T17:38:00
G2_0430,3295.969,2026-08-25T08:16:00
G2_0431,3487.1,2026-08-25T17:29:00
G2_0432,3041.177,2026-08-25T10:43:00
G2_0433,3128.89,2026-08-25T11:47:00
G2_0434,3243.79,2026-08-25T09:19:00
G2_0435,2995.931,2026-08-25T11:41:00
G2_0436,3055.097,2026-08-25T16:21:00
G2_0437,3401.486,2026-08-25T14:11:00
G2_0438,3157.633,2026-08-25T17:04:00
G2_0439,3362.831,2026-08-25T12:52:00
G2_0440,3590.058,2026-08-25T11:32:00
G2_0441,2662.138,2026-08-25T08:45:00
G2_0442,3274.691,2026-08-25T14:24:00
G2_0443,3431.0,2026-08-25T09:12:00
G2_0444,2978.744,2026-08-25T16:11:00
G2_0445,3266.024,2026-08-25T08:54:00
G2_0446,2805.153,2026-08-25T17:59:00
G2_0447,2790.543,2026-08-25T13:05:00
G2_0448,3088.437,2026-08-25T15:08:00
G2_0449,3170.183,2026-08-25T12:32:00
G2_0450,2874.645,2026-08-25T08:37:00
G2_0451,2756.298,2026-08-25T10:51:00
G2_0452,2964.809,2026-08-25T14:01:00
G2_0453,3532.746,2026-08-25T16:55:00
G2_0454,2986.3,2026-08-25T13:57:00
G2_0455,3153.374,2026-08-25T13:12:00
G2_0456,3282.75,2026-08-25T08:41:00
G2_0457,3268.204,2026-08-25T12:49:00
G2_0458,2665.326,2026-08-25T14:52:00
G2_0459,2763.824,2026-08-25T16:04:00
G2_0460,3278.774,2026-08-25T15:34:00
G2_0461,3437.022,2026-08-25T12:48:00
G2_0462,2829.233,2026-08-25T15:41:00
G2_0463,2955.089,2026-08-25T16:34:00
G2_0464,3177.023,2026-08-25T16:56:00
G2_0465,2964.185,2026-08-25T17:18:00
G2_0466,3162.42,2026-08-25T10:55:00
G2_0467,3348.352,2026-08-25T16:00:00
G2_0468,3000.181,2026-08-25T16:42:00
G2_0469,3337.992,2026-08-25T17:54:00
G2_0470,3261.4,2026-08-25T10:48:00
G2_0471,3177.228,2026-08-25T11:44:00
G2_0472,3388.888,2026-08-25T17:22:00
G2_0473,2913.783,2026-08-25T09:57:00
G2_0474,3153.479,2026-08-25T11:37:00
G2_0475,3007.385,2026-08-25T13:22:00
G2_0476,3346.097,2026-08-25T09:35:00
G2_0477,2.969,2026-08-25T10:24:00
G2_0478,2733.733,2026-08-25T15:32:00
G2_0479,3174.724,2026-08-25T17:39:00
G2_0480,3050.498,2026-08-25T11:57:00
G2_0481,2827.424,2026-08-25T15:17:00
G2_0482,2677.1,2026-08-25T13:13:00
G2_0483,3381.475,2026-08-25T17:48:00
G1_0397,2752.318,2026-08-25T15:39:00
G2_0484,2593.668,2026-08-25T14:52:00
G2_0485,3178.646,2026-08-25T08:04:00
G2_0486,2875.773,2026-08-25T16:49:00
G2_0487,2671.219,2026-08-25T13:23:00
G2_0488,3136.765,2026-08-25T08:54:00
G2_0489,2915.354,2026-08-25T08:30:00
G2_0490,3266.42,2026-08-25T14:33:00
G2_0491,3322.76,2026-08-25T17:33:00
G2_0492,2993.971,2026-08-25T08:16:00
G2_0493,3066.483,2026-08-25T13:36:00
G2_0494,2691.841,2026-08-25T08:29:00
G2_0495,2570.36,2026-08-25T09:22:00
G2_0496,3071.411,2026-08-25T13:54:00
G2_0497,2992.664,2026-08-25T14:00:00
G2_0498,2955.047,2026-08-25T13:54:00
G2_0499,3001.365,2026-08-25T11:35:00
G2_0500,2931.421,2026-08-25T17:36:00
G2_0501,2906.659,2026-08-25T17:11:00
G2_0502,2917.765,2026-08-25T17:24:00
G2_0503,2831.363,2026-08-25T09:51:00
G2_0504,2915.704,2026-08-25T11:13:00
G2_0505,3044.824,2026-08-25T14:42:00
G2_0506,3011.511,2026-08-25T15:28:00
G2_0507,2879.82,2026-08-25T09:38:00
G2_0508,3662.274,2026-08-25T14:08:00
G2_0509,3466.061,2026-08-25T09:44:00
G2_0510,3060.167,2026-08-25T12:17:00
G2_0511,3434.572,2026-08-25T13:53:00
G2_0512,2964.61,2026-08-25T16:25:00
G2_0513,2824.913,2026-08-25T10:39:00
G2_0514,3317.142,2026-08-25T11:59:00
G2_0515,3006.894,2026-08-25T15:34:00
G2_0516,3245.664,2026-08-25T10:07:00
G2_0517,3106.971,2026-08-25T08:52:00
G2_0518,3357.134,2026-08-25T09:19:00
G2_0519,2892.529,2026-08-25T17:51:00
G2_0520,2847.119,2026-08-25T12:58:00
G2_0521,2769.568,2026-08-25T10:36:00
G2_0522,3410.713,2026-08-25T09:43:00
G2_0523,2837.083,2026-08-25T10:06:00
G2_0524,2802.87,2026-08-25T12:10:00
G2_0525,3321.171,2026-08-25T12:41:00
G2_0526,3171.063,2026-08-25T13:05:00
G2_0527,3565.526,2026-08-25T11:51:00
G2_0528,3227.596,2026-08-25T09:45:00
G2_0529,2988.311,2026-08-25T15:13:00
G2_0530,3303.708,2026-08-25T09:56:00
