id,bw42_g,submitted_at
G1_0055,2926.6,2026-05-19T08:41:00
G1_0056,2701.32,2026-05-19T14:29:00
G1_0057,2495.689,2026-05-19T15:38:00
G1_0058,2871.274,2026-05-19T09:11:00
G1_0059,3224.358,2026-05-19T09:13:00
G1_0060,2970.151,2026-05-19T13:34:00
G1_0061,3153.59,2026-05-19T16:16:00
G1_0062,3371.423,2026-05-19T11:36:00
G1_0063,2997.878,2026-05-19T15:59:00
G1_0064,2578.956,2026-05-19T16:10:00
G1_0065,2940.75,2026-05-19T09:22:00
G1_0066,3187.07,2026-05-19T08:09:00
G1_0067,3073.186,2026-05-19T08:11:00
G1_0068,2529.776,2026-05-19T13:19:00
G1_0069,2648.787,2026-05-19T15:25:00
G1_0070,3167.147,2026-05-19T13:17:00
G1_0071,2758.853,2026-05-19T14:39:00
G1_0072,2943.618,2026-05-19T14:50:00
G1_0073,2724.284,2026-05-19T13:32:00
G1_0074,3166.324,2026-05-19T12:33:00
G1_0075,2837.246,2026-05-19T14:54:00
G1_0076,2787.148,2026-05-19T08:13:00
G1_0077,2726.587,2026-05-19T17:59:00
G1_0078,3100.095,2026-05-19T10:29:00
G1_0079,2797.211,2026-05-19T14:20:00
G1_0080,2860.898,2026-05-19T15:27:00
G1_0081,2923.798,2026-05-19T11:06:00
G1_0082,2991.062,2026-05-19T10:04:00
G1_0083,2474.923,2026-05-19T13:55:00
G1_0084,2646.0,2026-05-19T15:48:00
G1_0085,3107.688,2026-05-19T15:49:00
G1_0086,2467.023,2026-05-19T14:20:00
G1_0087,3073.788,2026-05-19T12:13:00
G1_0088,2783.591,2026-05-19T13:13:00
G1_0089,2881.647,2026-05-19T14:04:00
G1_0090,3010.405,2026-05-19T14:05:00
G1_0091,3077.892,2026-05-19T14:59:00
G1_0092,2669.255,2026-05-19T13:18:00
G1_0093,2678.025,2026-05-19T08:49:00
G1_0094,2988.968,2026-05-19T11:16:00
G1_0095,2741.786,2026-05-19T11:26:00
G1_0096,2919.327,2026-05-19T12:37:00
G1_0097,2660.714,2026-05-19T08:01:00
G1_0098,2736.6,2026-05-19T15:53:00
G1_0099,2972.982,2026-05-19T08:55:00
G1_0100,2668.164,2026-05-19T15:54:00
G1_0101,2804.077,2026-05-19T14:30:00
G1_0102,2684.825,2026-05-19T14:42:00
G1_0103,2802.128,2026-05-19T12:25:00
G1_0104,2843.879,2026-05-19T16:20:00
G1_0105,2769.738,2026-05-19T12:06:00
G1_0106,2784.749,2026-05-19T14:26:00
G1_0107,2823.369,2026-05-19T08:10:00
G1_0108,2695.306,2026-05-19T11:54:00
G1_0109,3151.754,2026-05-19T16:07:00
G1_0110,2875.515,2026-05-19T10:28:00
G1_0111,2731.602,2026-05-19T15:22:00
G1_0112,3053.341,2026-05-19T15:33:00
G1_0113,2615.471,2026-05-19T17:07:00
G1_0114,2824.205,2026-05-19T11:12:00
G1_0115,2878.488,2026-05-19T13:41:00
G1_0116,3213.645,2026-05-19T10:54:00
G1_0117,2734.225,2026-05-19T09:59:00
G1_0118,2543.684,2026-05-19T10:00:00
G1_0119,3046.135,2026-05-19T16:30:00
G1_0120,3103.295,2026-05-19T10:35:00
G1_0121,3342.988,2026-05-19T08:06:00
G1_0122,2896.19,2026-05-19T14:16:00
G1_0123,2700.44,2026-05-19T12:14:00
G1_0124,2879.428,2026-05-19T09:41:00
G1_0125,2821.162,2026-05-19T15:05:00
G1_0126,2869279.772,2026-05-19T12:29:00
G1_0127,3096.669,2026-05-19T11:29:00
G1_0128,2929.196,2026-05-19T10:32:00
G1_0129,2604.621,2026-05-19T12:04:00
G1_0130,2863.479,2026-05-19T15:07:00
G1_0131,2898.344,2026-05-19T11:22:00
G1_0132,2586.695,2026-05-19T15:26:00
G1_0133,3031.939,2026-05-19T14:13:00
G1_0134,2940.043,2026-05-19T14:24:00
G1_0135,3054.003,2026-05-19T17:02:00
G1_0136,3207.25,2026-05-19T09:48:00
G1_0137,2740.233,2026-05-19T17:43:00
G1_0138,3006.486,2026-05-19T11:56:00
G1_0139,3291.774,2026-05-19T11:00:00
G1_0140,2921.959,2026-05-19T13:32:00
G1_0141,2703.831,2026-05-19T10:38:00
G1_0142,2648.499,2026-05-19T15:14:00
G1_0143,2843.393,2026-05-19T15:50:00
G1_0144,2621.617,2026-05-19T14:14:00
G1_0145,2799.114,2026-05-19T11:18:00
G1_0146,2903.691,2026-05-19T16:11:00
G1_0147,2830.425,2026-05-19T16:35:00
G1_0148,2644.346,2026-05-19T15:24:00
G1_0149,2827.545,2026-05-19T14:09:00
G1_0150,2739.839,2026-05-19T09:25:00
G1_0151,3059.905,2026-05-19T17:41:00
G1_0152,3028.524,2026-05-19T12:32:00
G1_0153,2817.009,2026-05-19T17:47:00
G1_0154,2764.67,2026-05-19T13:55:00
G1_0155,2690.607,2026-05-19T13:30:00
G1_0156,3165.829,2026-05-19T08:39:00
G1_0157,3151.204,2026-05-19T15:50:00
G1_0158,2862.989,2026-05-19T17:28:00
G1_0159,3427.959,2026-05-19T08:00:00
G1_0160,2992.063,2026-05-19T17:46:00
G1_0161,3187.267,2026-05-19T16:03:00
G1_0162,2886.342,2026-05-19T12:43:00
G1_0163,3204.185,2026-05-19T12:02:00
G1_0164,3312.296,2026-05-19T09:12:00
G1_0165,2828.092,2026-05-19T09:03:00
G1_0166,2833.394,2026-05-19T09:30:00
G1_0167,3181.303,2026-05-19T10:45:00
G1_0168,2631.549,2026-05-19T16:25:00
G1_0169,2596.857,2026-05-19T10:36:00
G1_0170,3211.323,2026-05-19T09:34:00
G1_0171,3129.436,2026-05-19T13:28:00
G1_0172,2885.5,2026-05-19T13:13:00
G1_0173,3086.319,2026-05-19T15:44:00
G1_0174,2743.841,2026-05-19T08:39:00
G1_0175,2918.791,2026-05-19T17:35:00
G1_0176,3235.845,2026-05-19T13:50:00
G1_0177,2896.964,2026-05-19T08:56:00
G1_0178,3506.92,2026-05-19T08:25:00
G1_0179,2960.101,2026-05-19T10:08:00
G1_0180,2797.498,2026-05-19T12:09:00
G1_0181,2950.757,2026-05-19T17:54:00
G1_0182,2845.165,2026-05-19T08:52:00
G1_0183,3082.65,2026-05-19T15:13:00
G1_0184,2802.681,2026-05-19T14:05:00
G1_0185,3039.81,2026-05-19T08:19:00
G1_0186,2539.091,2026-05-19T11:07:00
G1_0187,2866.99,2026-05-19T11:14:00
G1_0188,3076.533,2026-05-19T09:20:00
G1_0189,3276.028,2026-05-19T11:59:00
G1_0190,3356.258,2026-05-19T08:28:00
G1_0191,2704.447,2026-05-19T13:34:00
G1_0192,3039.642,2026-05-19T15:40:00
G1_0193,3133.066,2026-05-19T12:38:00
G1_0194,3154.186,2026-05-19T12:02:00
G1_0195,3082.031,2026-05-19T15:58:00
G1_0196,2919.669,2026-05-19T15:15:00
G1_0197,2426.635,2026-05-19T12:48:00
G1_0198,3018.71,2026-05-19T14:45:00
G1_0199,2.495,2026-05-19T17:22:00
G1_0200,2753.436,2026-05-19T17:22:00
G1_0201,2851.122,2026-05-19T09:31:00
G1_0202,2900.758,2026-05-19T08:59:00
G1_0203,3120.311,2026-05-19T15:19:00
G1_0204,2433.65,2026-05-19T10:26:00
G1_0205,2853.908,2026-05-19T13:58:00
G1_0206,3101.619,2026-05-19T16:43:00
G1_0207,2664.491,2026-05-19T11:48:00
G1_0208,2971.746,2026-05-19T16:58:00
G1_0209,2805.538,2026-05-19T15:38:00
G1_0210,2751.501,2026-05-19T13:33:00
G1_0211,3199.996,2026-05-19T08:26:00
G1_0212,2916.328,2026-05-19T12:34:00
G1_0213,3112.839,2026-05-19T14:00:00
G1_0214,3111.912,2026-05-19T12:04:00
G1_0215,2135.542,2026-05-19T13:53:00
G1_0216,2654.581,2026-05-19T10:18:00
G1_0217,2779.887,2026-05-19T17:02:00
G1_0218,3249.574,2026-05-19T12:31:00
G1_0219,2830.178,2026-05-19T14:00:00
G1_0220,2667.747,2026-05-19T16:30:00
G1_0221,3212.268,2026-05-19T14:44:00
G1_0222,3014.073,2026-05-19T08:45:00
G1_0223,2730.795,2026-05-19T17:32:00
G1_0224,2755.563,2026-05-19T11:12:00
G1_0225,2885.978,2026-05-19T15:32:00
G1_0226,2771.874,2026-05-19T11:06:00
G1_0227,2889.271,2026-05-19T12:43:00
G1_0228,2669.628,2026-05-19T08:30:00
G1_0229,2885.133,2026-05-19T09:18:00
G1_0230,2623.994,2026-05-19T14:48:00
G1_0231,3059.559,2026-05-19T09:50:00
G1_0232,2819.301,2026-05-19T17:34:00
G1_0233,3029.263,2026-05-19T13:07:00
G1_0234,2812.858,2026-05-19T10:52:00
G1_0235,2848.893,2026-05-19T13:27:00
G1_0236,2922.61,2026-05-19T11:04:00
G1_0237,3008.936,2026-05-19T08:09:00
G1_0238,2508.771,2026-05-19T15:08:00
G1_0239,2563.08,2026-05-19T13:31:00
G1_0240,2941.447,2026-05-19T14:45:00
G1_0241,2870.703,2026-05-19T12:15:00
G1_0242,3563.995,2026-05-19T09:41:00
G1_0243,2552.358,2026-05-19T14:51:00
G1_0244,2673.727,2026-05-19T09:36:00
G1_0245,2529.421,2026-05-19T15:43:00
G1_0246,3407.023,2026-05-19T13:19:00
G1_0247,2904.532,2026-05-19T16:58:00
G1_0248,3460.426,2026-05-19T10:16:00
G1_0249,3350.595,2026-05-19T17:56:00
G1_0250,2930.882,2026-05-19T09:35:00
G1_0251,2740.339,2026-05-19T16:26:00
G1_0252,2771.655,2026-05-19T11:08:00
G1_0253,2971.011,2026-05-19T10:26:00
G1_0254,2530.413,2026-05-19T12:02:00
G1_0255,3142.197,2026-05-19T15:16:00
G1_0256,2865.004,2026-05-19T10:44:00
G1_0257,2759.271,2026-05-19T16:38:00
G1_0258,2899.014,2026-05-19T08:48:00
G1_0259,2868.926,2026-05-19T17:06:00
G1_0260,3316.81,2026-05-19T10:38:00
G1_0261,2524.631,2026-05-19T15:18:00
G1_0262,2901.1,2026-05-19T15:58:00
G1_0263,3163.317,2026-05-19T16:08:00
G1_0264,3049.162,2026-05-19T11:26:00
G1_0265,2980.721,2026-05-19T14:04:00
G1_0266,2389.824,2026-05-19T09:33:00
G1_0267,2926.256,2026-05-19T11:38:00
G1_0268,3128.017,2026-05-19T10:00:00
G1_0269,2756.799,2026-05-19T11:57:00
G1_0270,2711.644,2026-05-19T09:12:00
G1_0271,3003.707,2026-05-19T15:34:00
G1_0272,2726.525,2026-05-19T12:26:00
G1_0273,3034.123,2026-05-19T13:50:00
G1_0274,2914.782,2026-05-19T17:14:00
G1_0275,2728.434,2026-05-19T10:16:00
G1_0276,2893.545,2026-05-19T16:43:00
G1_0277,2979.769,2026-05-19T08:40:00
G1_0278,3180311.42,2026-05-19T09:06:00
G1_0279,2950.039,2026-05-19T10:55:00
G1_0280,2957.318,2026-05-19T17:48:00
G1_0281,2794.35,2026-05-19T13:57:00
G1_0282,2651.028,2026-05-19T10:47:00
G1_0283,3142.722,2026-05-19T11:31:00
G1_0284,2589.812,2026-05-19T10:58:00
G1_0285,2901.607,2026-05-19T10:08:00
G1_0286,2944.222,2026-05-19T17:00:00
G1_0287,3407.543,2026-05-19T14:16:00
G1_0288,2990.452,2026-05-19T11:51:00
G1_0289,2888.878,2026-05-19T09:00:00
G1_0290,3422.597,2026-05-19T10:44:00
G1_0291,2920.187,2026-05-19T09:25:00
G1_0292,2837.155,2026-05-19T11:53:00
G1_0293,2576.008,2026-05-19T15:18:00
G1_0294,2931.647,2026-05-19T09:42:00
G1_0295,3013.543,2026-05-19T15:33:00
G1_0296,3070.929,2026-05-19T17:40:00
G1_0297,3057.593,2026-05-19T16:43:00
G1_0298,2764.61,2026-05-19T12:08:00
G1_0299,2694.381,2026-05-19T15:42:00
G1_0300,3220.404,2026-05-19T11:02:00
G1_0301,2753.857,2026-05-19T10:03:00
G1_0302,2932.605,2026-05-19T14:08:00
G1_0303,2277.72,2026-05-19T14:40:00
G1_0304,2209.439,2026-05-19T17:03:00
G1_0305,3326.965,2026-05-19T09:43:00
G1_0306,2975.459,2026-05-19T15:45:00
G1_0307,2675.159,2026-05-19T13:38:00
G1_0308,2812.186,2026-05-19T11:50:00
G1_0309,2976.47,2026-05-19T15:26:00
G1_0310,2300.267,2026-05-19T09:56:00
G1_0311,2510.773,2026-05-19T14:37:00
G1_0312,2785.19,2026-05-19T16:11:00
G1_0313,3228.998,2026-05-19T16:11:00
G1_0314,2883.379,2026-05-19T08:55:00
G1_0315,3288.212,2026-05-19T16:21:00
G1_0316,3049.679,2026-05-19T14:25:00
G1_0317,2796.174,2026-05-19T16:14:00
G1_0318,2731.866,2026-05-19T16:55:00
G1_0319,2937.71,2026-05-19T10:21:00
G1_0320,3197.149,2026-05-19T14:57:00
G1_0321,3334.506,2026-05-19T08:54:00
G1_0322,2708.18,2026-05-19T10:16:00
G1_0323,2628.408,2026-05-19T14:10:00
G1_0324,2895.698,2026-05-19T15:19:00
G1_0325,3357.085,2026-05-19T09:52:00
G1_0326,3183.046,2026-05-19T13:57:00
G1_0327,2915.066,2026-05-19T09:22:00
G1_0328,2613.477,2026-05-19T11:09:00
G1_0329,2991.155,2026-05-19T14:09:00
G1_0330,2976.842,2026-05-19T08:48:00
G1_0331,2805.475,2026-05-19T11:43:00
G1_0332,3649.644,2026-05-19T10:58:00
G1_0333,3100.388,2026-05-19T17:07:00
G1_0334,3039.155,2026-05-19T12:31:00
G1_0335,3000.881,2026-05-19T17:04:00
G1_0336,2677.147,2026-05-19T09:28:00
G1_0337,2577.812,2026-05-19T10:53:00
G1_0338,3236.571,2026-05-19T09:45:00
G1_0339,2879.935,2026-05-19T13:51:00
G1_0340,3254.661,2026-05-19T14:29:00
G1_0341,2636.271,2026-05-19T10:00:00
G1_0342,3134.465,2026-05-19T09:46:00
G1_0343,2657.411,2026-05-19T14:44:00
G1_0344,2893.225,2026-05-19T17:37:00
G1_0345,3412.096,2026-05-19T12:01:00
G1_0346,2871.435,2026-05-19T12:06:00
G1_0347,2474.67,2026-05-19T10:05:00
G1_0348,2928.607,2026-05-19T09:47:00
G1_0349,2706.235,2026-05-19T17:34:00
G1_0350,3159.105,2026-05-19T10:20:00
G1_0351,3101.2,2026-05-19T08:47:00
G1_0352,2985.612,2026-05-19T10:36:00
G1_0353,2934.172,2026-05-19T15:46:00
G1_0354,3240.116,2026-05-19T13:06:00
G1_0355,3104.582,2026-05-19T16:44:00
G1_0356,2322.503,2026-05-19T09:04:00
G1_0357,2728.059,2026-05-19T09:46:00
G1_0358,3026.941,2026-05-19T15:20:00
G1_0359,2993.798,2026-05-19T16:50:00
G1_0360,3324.636,2026-05-19T09:12:00
G1_0361,2901.4,2026-05-19T11:34:00
G1_0362,2709.446,2026-05-19T08:34:00
G1_0363,2924.652,2026-05-19T08:20:00
G1_0364,2936.973,2026-05-19T15:51:00
G1_0365,2935.686,2026-05-19T12:54:00
G1_0366,3048.648,2026-05-19T09:37:00
G1_0367,2851.796,2026-05-19T13:09:00
G1_0368,3317.665,2026-05-19T13:42:00
G1_0369,2951.961,2026-05-19T11:18:00
G1_0370,2859.529,2026-05-19T10:30:00
G1_0371,2971.474,2026-05-19T17:07:00
G1_0372,2792.238,2026-05-19T11:20:00
G1_0373,3157.991,2026-05-19T16:35:00
G1_0374,2766.174,2026-05-19T12:42:00
G1_0375,2830.906,2026-05-19T10:28:00
G1_0376,2870.884,2026-05-19T12:47:00
G1_0377,3332.062,2026-05-19T16:00:00
G1_0378,2536.738,2026-05-19T17:13:00
G1_0379,2520.967,2026-05-19T12:43:00
G1_0380,2844.671,2026-05-19T13:27:00
G1_0381,2765.154,2026-05-19T09:32:00
G1_0382,3032.347,2026-05-19T12:48:00
G1_0383,3244.79,2026-05-19T14:22:00
G1_0384,2844.877,2026-05-19T09:44:00
G0_0607,2926.512,2026-05-19T14:10:00
G1_0385,2986.402,2026-05-19T15:41:00
G1_0386,3148.612,2026-05-19T11:05:00
G1_0387,3366.105,2026-05-19T13:35:00
G1_0388,2969.155,2026-05-19T08:38:00
G1_0389,2823.855,2026-05-19T08:39:00
G1_0390,3354.951,2026-05-19T08:07:00
G1_0391,2560.319,2026-05-19T15:29:00
G1_0392,2666.857,2026-05-19T12:34:00
G1_0393,2712.819,2026-05-19T08:48:00
G1_0394,2804.054,2026-05-19T17:00:00
G1_0395,3337.866,2026-05-19T12:02:00
G1_0396,3179.577,2026-05-19T08:26:00
G1_0397,2751.503,2026-05-19T15:36:00
G1_0398,2993.87,2026-05-19T08:35:00
G1_0399,3044.838,2026-05-19T10:33:00
G1_0400,2767.049,2026-05-19T14:16:00
G1_0401,3164.792,2026-05-19T10:44:00
G1_0402,2746.167,2026-05-19T10:17:00
G1_0403,2945.795,2026-05-19T12:38:00
G1_0404,3047.18,2026-05-19T10:21:00
G1_0405,2923.835,2026-05-19T14:00:00
G1_0406,3311.769,2026-05-19T09:53:00
G1_0407,2863.339,2026-05-19T10:45:00
G1_0408,2870.197,2026-05-19T16:42:00
G1_0409,3160.653,2026-05-19T08:16:00
G1_0410,3310.75,2026-05-19T11:55:00
G1_0411,3064.221,2026-05-19T12:33:00
G1_0412,2795.741,2026-05-19T09:21:00
G1_0413,2546.301,2026-05-19T08:17:00
G1_0414,2609.79,2026-05-19T15:16:00
G1_0415,3201.475,2026-05-19T12:45:00
G1_0416,3025.748,2026-05-19T16:51:00
G1_0417,3383.992,2026-05-19T09:48:00
G1_0418,2841.288,2026-05-19T14:24:00
G1_0419,2886.776,2026-05-19T17:59:00
G1_0420,2633.826,2026-05-19T12:32:00
G1_0421,2764.913,2026-05-19T14:10:00
G1_0422,2949.133,2026-05-19T10:46:00
G1_0423,3177.743,2026-05-19T08:07:00
G1_0424,3028.233,2026-05-19T08:14:00
G1_0425,2726.822,2026-05-19T17:23:00
G1_0426,2725.24,2026-05-19T14:28:00
G1_0427,3065.201,2026-05-19T15:57:00
G1_0428,2.851,2026-05-19T10:58:00
G1_0429,2960.637,2026-05-19T10:54:00
G1_0430,3151.934,2026-05-19T09:39:00
G1_0431,2685.91,2026-05-19T15:55:00
G1_0432,2792.11,2026-05-19T08:37:00
G1_0433,3373.768,2026-05-19T16:43:00
G1_0434,2763.137,2026-05-19T11:25:00
G1_0435,2980.619,2026-05-19T12:02:00
G1_0436,2728.554,2026-05-19T13:29:00
G1_0437,3135.157,2026-05-19T12:29:00
G1_0438,3137.524,2026-05-19T10:20:00
G1_0439,2442.268,2026-05-19T15:27:00
G1_0440,3347.265,2026-05-19T11:58:00
G1_0441,2879.747,2026-05-19T17:32:00
G1_0442,2607.643,2026-05-19T11:38:00
G1_0443,3020.835,2026-05-19T13:52:00
G1_0444,2601.044,2026-05-19T09:05:00
G1_0445,2852.692,2026-05-19T16:43:00
G1_0446,2749.401,2026-05-19T14:52:00
G1_0447,2735.364,2026-05-19T12:04:00
G1_0448,2604.669,2026-05-19T10:26:00
G1_0449,2907.633,2026-05-19T14:11:00
G1_0450,3167.215,2026-05-19T09:56:00
G1_0451,2853.32,2026-05-19T14:18:00
G1_0452,3260.992,2026-05-19T08:23:00
G1_0453,2871.485,2026-05-19T16:36:00
G1_0454,2736.11,2026-05-19T15:02:00
G1_0455,3032.226,2026-05-19T08:47:00
G1_0456,3003.985,2026-05-19T11:02:00
G1_0457,2732.375,2026-05-19T13:12:00
G1_0458,3161.736,2026-05-19T14:48:00
G1_0459,3245.41,2026-05-19T16:07:00
G1_0460,2971.073,2026-05-19T13:05:00
G1_0461,2596.99,2026-05-19T11:15:00
G1_0462,3173.907,2026-05-19T16:28:00
G1_0463,3068.565,2026-05-19T15:29:00
G1_0464,2861.353,2026-05-19T08:20:00
G1_0465,3003.278,2026-05-19T13:52:00
G1_0466,3.312,2026-05-19T12:48:00
G1_0467,2738.232,2026-05-19T09:08:00
G1_0468,3385.216,2026-05-19T11:06:00
G1_0469,2793.188,2026-05-19T14:57:00
G1_0470,2493.738,2026-05-19T11:51:00
G1_0471,2809.345,2026-05-19T15:50:00
G1_0472,2815.547,2026-05-19T11:13:00
G1_0473,2918.823,2026-05-19T16:54:00
G1_0474,2745.205,2026-05-19T15:43:00
G1_0475,2889.698,2026-05-19T12:33:00
G1_0476,2619.275,2026-05-19T09:46:00
G1_0477,2832.529,2026-05-19T08:12:00
G1_0478,2823.45,2026-05-19T10:40:00
G1_0479,2865.531,2026-05-19T11:20:00
G1_0480,2957.912,2026-05-19T13:00:00
G1_0481,3062.544,2026-05-19T10:10:00
G1_0482,2911.169,2026-05-19T15:49:00
G1_0483,3174.064,2026-05-19T09:22:00
G1_0484,2363.958,2026-05-19T16:30:00
G1_0485,2713.65,2026-05-19T08:52:00
G1_0486,2860.914,2026-05-19T09:56:00
G1_0487,2652.765,2026-05-19T16:01:00
G1_0488,2949.053,2026-05-19T08:43:00
G1_0489,2661.264,2026-05-19T10:04:00
G1_0490,2896.046,2026-05-19T11:07:00
G1_0491,3063.708,2026-05-19T17:37:00
G1_0492,2697.072,2026-05-19T17:58:00
G1_0493,2506.01,2026-05-19T12:14:00
G1_0494,2692.5,2026-05-19T11:29:00
G1_0495,3096.198,2026-05-19T13:11:00
G1_0496,2639.04,2026-05-19T09:08:00
G1_0497,2946.42,2026-05-19T13:41:00
G1_0498,3211.875,2026-05-19T15:50:00
G1_0499,3074.534,2026-05-19T08:35:00
G1_0500,3023.541,2026-05-19T16:41:00
G1_0501,2852.018,2026-05-19T16:31:00
G1_0502,2962.685,2026-05-19T11:22:00
G1_0503,3095.641,2026-05-19T16:14:00
G1_0504,2684.266,2026-05-19T13:14:00
G1_0505,3509.669,2026-05-19T10:53:00
G1_0506,2525.915,2026-05-19T13:42:00
G1_0507,3063.247,2026-05-19T09:46:00
G1_0508,3008.554,2026-05-19T13:11:00
G1_0509,3064.791,2026-05-19T08:55:00
G1_0510,3173.178,2026-05-19T10:08:00
G1_0511,2732.446,2026-05-19T08:46:00
G1_0512,2613.466,2026-05-19T16:49:00
G1_0513,2646.742,2026-05-19T11:23:00
G1_0514,3062.133,2026-05-19T17:25:00
G1_0515,2809.03,2026-05-19T09:16:00
G1_0516,2898.247,2026-05-19T16:11:00
G1_0517,2801.805,2026-05-19T09:41:00
G1_0518,2896.702,2026-05-19T12:52:00
G1_0519,2730.808,2026-05-19T12:03:00
G1_0520,2703.942,2026-05-19T12:14:00
G1_0521,3044.848,2026-05-19T14:03:00
G1_0522,2589.473,2026-05-19T14:05:00
G1_0523,3168.507,2026-05-19T14:03:00
G1_0524,2802.596,2026-05-19T14:57:00
G1_0525,2984.911,2026-05-19T15:03:00
G1_0526,2467.855,2026-05-19T09:00:00
G1_0527,3055.969,2026-05-19T12:12:00
G1_0528,3070.944,2026-05-19T16:17:00
G1_0529,3306.521,2026-05-19T17:24:00
G1_0530,2994.686,2026-05-19T09:52:00
