id,decision,call_rate,bw42_g,sex,sire,dam,reasons,detail
G1_0049,通过,1.0,2613.06,F,G0_0166,G0_1167,,
G1_0050,通过,1.0,2898.451,M,G0_0120,G0_0282,,
G1_0051,通过,1.0,2981.238,M,G0_0628,G0_1926,,
G1_0052,通过,1.0,2370.957,F,G0_0166,G0_1167,,
G1_0053,通过,1.0,3212.574,M,G0_0846,G0_0384,,
G1_0054,通过,1.0,2990.367,M,G0_1315,G0_0872,,
G1_0055,通过,1.0,2926.6,M,G0_0332,G0_1415,,
G1_0056,通过,1.0,2701.32,F,G0_0846,G0_0384,,
G1_0057,通过,1.0,2495.689,M,G0_0914,G0_1921,,
G1_0058,拦截,1.0,2871.274,F,G0_0198,G0_1632,PED_MENDEL,与登记父本 G0_0198 对立纯合率 8.94%（5000 个可比位点）> 阈值 1%
G1_0059,通过,1.0,3224.358,F,G0_0523,G0_0507,,
G1_0060,通过,1.0,2970.151,F,G0_0166,G0_1096,,
G1_0061,通过,1.0,3153.59,F,G0_0120,G0_0849,,
G1_0062,通过,1.0,3371.423,F,G0_1464,G0_1967,,
G1_0063,通过,1.0,2997.878,M,G0_0832,G0_1759,,
G1_0064,拦截,1.0,2578.956,M,G0_0846,G0_0480,DUP_GENO_BATCH,与本批次 G1_0069 基因型一致率 1.0000，保留先送检样本 G1_0069，本样本判为重复
G1_0065,通过,1.0,2940.75,M,G0_1419,G0_0101,,
G1_0066,通过,1.0,3187.07,M,G0_0610,G0_1056,,
G1_0067,通过,1.0,3073.186,F,G0_1356,G0_0762,,
G1_0068,通过,1.0,2529.776,F,G0_0517,G0_1225,,
G1_0069,通过,1.0,2648.787,M,G0_0846,G0_0480,,
G1_0070,通过,1.0,3167.147,M,G0_1978,G0_1538,,
G1_0071,通过,1.0,2758.853,F,G0_0296,G0_0520,,
G1_0072,通过,1.0,2943.618,M,G0_1614,G0_0019,,
G1_0073,通过,1.0,2724.284,F,G0_1923,G0_1966,,
G1_0074,通过,1.0,3166.324,F,G0_1157,G0_1519,,
G1_0075,通过,1.0,2837.246,F,G0_0914,G0_0462,,
G1_0076,通过,1.0,2787.148,F,G0_1387,G0_0422,,
G1_0077,通过,1.0,2726.587,M,G0_1614,G0_0574,,
G1_0078,通过,1.0,3100.095,F,G0_0993,G0_1877,,
G1_0079,拦截,1.0,2797.211,M,G0_0120,G0_1666,PED_MENDEL,与登记父本 G0_0120 对立纯合率 9.86%（5000 个可比位点）> 阈值 1%
G1_0080,通过,1.0,2860.898,F,G0_1051,G0_0264,,
G1_0081,通过,1.0,2923.798,M,G0_0576,G0_1327,,
G1_0082,通过,1.0,2991.062,F,G0_0523,G0_0912,,
G1_0083,通过,1.0,2474.923,M,G0_1419,G0_0379,,
G1_0084,通过,1.0,2646.0,M,G0_0235,G0_1279,,
G1_0085,通过,1.0,3107.688,M,G0_0332,G0_1333,,
G1_0086,通过,1.0,2467.023,F,G0_0993,G0_0838,,
G1_0087,通过,1.0,3073.788,M,G0_1356,G0_0842,,
G1_0088,通过,1.0,2783.591,F,G0_0846,G0_0411,,
G1_0089,通过,1.0,2881.647,F,G0_0523,G0_0507,,
G1_0090,通过,1.0,3010.405,M,G0_1978,G0_1538,,
G1_0091,通过,1.0,3077.892,F,G0_1150,G0_1334,,
G1_0092,通过,1.0,2669.255,F,G0_0596,G0_0883,,
G1_0093,通过,1.0,2678.025,F,G0_0198,G0_1129,,
G1_0094,通过,1.0,2988.968,F,G0_0523,G0_0912,,
G1_0095,通过,1.0,2741.786,M,G0_0596,G0_0364,,
G1_0096,通过,1.0,2919.327,F,G0_1061,G0_0113,,
G1_0097,拦截,0.87,2660.714,F,G0_0517,G0_1225,LOW_CALL_RATE,基因型检出率 0.870 < 阈值 0.90
G1_0098,通过,1.0,2736.6,F,G0_1150,G0_0687,,
G1_0099,通过,1.0,2972.982,M,G0_0517,G0_1902,,
G1_0100,通过,1.0,2668.164,M,G0_0523,G0_0912,,
G1_0101,通过,1.0,2804.077,M,G0_0523,G0_1740,,
G1_0102,通过,1.0,2684.825,M,G0_0826,G0_0061,,
G1_0103,通过,1.0,2802.128,M,G0_1387,G0_0999,,
G1_0104,通过,1.0,2843.879,M,G0_0596,G0_0883,,
G1_0105,通过,1.0,2769.738,M,G0_1318,G0_1098,,
G1_0106,通过,1.0,2784.749,M,G0_0332,G0_1333,,
G1_0107,通过,1.0,2823.369,F,G0_1464,G0_1967,,
G1_0108,通过,1.0,2695.306,M,G0_1597,G0_0191,,
G1_0109,通过,1.0,3151.754,F,G0_1923,G0_1899,,
G1_0110,通过,1.0,2875.515,F,G0_0596,G0_0364,,
G1_0111,通过,1.0,2731.602,M,G0_0576,G0_1964,,
G1_0112,通过,1.0,3053.341,M,G0_1978,G0_1860,,
G1_0113,通过,1.0,2615.471,M,G0_1051,G0_0381,,
G1_0114,通过,1.0,2824.205,M,G0_1387,G0_1605,,
G1_0115,通过,1.0,2878.488,M,G0_0296,G0_0520,,
G1_0116,通过,1.0,3213.645,M,G0_1315,G0_1305,,
G1_0117,通过,1.0,2734.225,M,G0_0846,G0_0263,,
G1_0118,通过,1.0,2543.684,M,G0_0993,G0_0051,,
G1_0119,通过,1.0,3046.135,F,G0_0296,G0_0520,,
G1_0120,通过,1.0,3103.295,F,G0_0596,G0_1438,,
G1_0121,通过,1.0,3342.988,M,G0_0914,G0_1917,,
G1_0122,通过,1.0,2896.19,F,G0_0596,G0_0364,,
G1_0123,通过,1.0,2700.44,F,G0_0304,G0_1856,,
G1_0124,通过,1.0,2879.428,M,G0_0167,G0_1271,,
G1_0125,通过,1.0,2821.162,M,G0_1318,G0_1643,,
G1_0126,拦截,1.0,2869279.772,F,G0_1978,G0_0285,PHENO_UNIT,"bw42_g=2869279.772 超界 [800,6000]；÷1000 后 = 2869.279772 落入正常范围，疑似千倍误录（单位换算错误）"
G1_0127,通过,1.0,3096.669,M,G0_1318,G0_1098,,
G1_0128,通过,1.0,2929.196,F,G0_0766,G0_0557,,
G1_0129,通过,1.0,2604.621,M,G0_1419,G0_1301,,
G1_0130,通过,1.0,2863.479,F,G0_0198,G0_0374,,
G1_0131,通过,1.0,2898.344,M,G0_0517,G0_1294,,
G1_0132,通过,1.0,2586.695,F,G0_0167,G0_1526,,
G1_0133,通过,1.0,3031.939,M,G0_1387,G0_0422,,
G1_0134,通过,1.0,2940.043,F,G0_1051,G0_0381,,
G1_0135,通过,1.0,3054.003,F,G0_1387,G0_0950,,
G1_0136,通过,1.0,3207.25,M,G0_0826,G0_1420,,
G1_0137,通过,1.0,2740.233,F,G0_0166,G0_1167,,
G1_0138,通过,1.0,3006.486,F,G0_1923,G0_1899,,
G1_0139,通过,1.0,3291.774,M,G0_0523,G0_0507,,
G1_0140,通过,1.0,2921.959,M,G0_1614,G0_0574,,
G1_0141,通过,1.0,2703.831,M,G0_1318,G0_0111,,
G1_0142,通过,1.0,2648.499,M,G0_0517,G0_1225,,
G1_0143,通过,1.0,2843.393,M,G0_0596,G0_1438,,
G1_0144,通过,1.0,2621.617,M,G0_1318,G0_0111,,
G1_0145,通过,1.0,2799.114,M,G0_0576,G0_1197,,
G1_0146,通过,1.0,2903.691,F,G0_0914,G0_1921,,
G1_0147,通过,1.0,2830.425,M,G0_0296,G0_1130,,
G1_0148,通过,1.0,2644.346,M,G0_1150,G0_0292,,
G1_0149,通过,1.0,2827.545,F,G0_0846,G0_0411,,
G1_0150,通过,1.0,2739.839,M,G0_1314,G0_0266,,
G1_0151,通过,1.0,3059.905,M,G0_0523,G0_0284,,
G1_0152,通过,1.0,3028.524,M,G0_0523,G0_0507,,
G1_0153,通过,1.0,2817.009,M,G0_1150,G0_1334,,
G1_0154,通过,1.0,2764.67,F,G0_0517,G0_1225,,
G1_0155,通过,1.0,2690.607,M,G0_1051,G0_0216,,
G1_0156,通过,1.0,3165.829,M,G0_1464,G0_1967,,
G1_0157,通过,1.0,3151.204,M,G0_1387,G0_1867,,
G1_0158,通过,1.0,2862.989,M,G0_0304,G0_1856,,
G1_0159,通过,1.0,3427.959,M,G0_1923,G0_1966,,
G1_0160,通过,1.0,2992.063,F,G0_0826,G0_0061,,
G1_0161,通过,1.0,3187.267,M,G0_0198,G0_0010,,
G1_0162,通过,1.0,2886.342,F,G0_1923,G0_1393,,
G1_0163,通过,1.0,3204.185,M,G0_0841,G0_1608,,
G1_0164,拦截,0.8,3312.296,M,G0_1614,G0_0574,LOW_CALL_RATE,基因型检出率 0.800 < 阈值 0.90
G1_0165,通过,1.0,2828.092,M,G0_0342,G0_1136,,
G1_0166,通过,1.0,2833.394,F,G0_0832,G0_0666,,
G1_0167,通过,1.0,3181.303,M,G0_0198,G0_0454,,
G1_0168,通过,1.0,2631.549,M,G0_0304,G0_1181,,
G1_0169,通过,1.0,2596.857,F,G0_1597,G0_0293,,
G1_0170,通过,1.0,3211.323,M,G0_0766,G0_0557,,
G1_0171,通过,1.0,3129.436,F,G0_0473,G0_0839,,
G1_0172,通过,1.0,2885.5,M,G0_1683,G0_0386,,
G1_0173,通过,1.0,3086.319,M,G0_1157,G0_1686,,
G1_0174,通过,1.0,2743.841,M,G0_1614,G0_0598,,
G1_0175,通过,1.0,2918.791,F,G0_0473,G0_0579,,
G1_0176,通过,1.0,3235.845,F,G0_0846,G0_0663,,
G1_0177,通过,1.0,2896.964,M,G0_0523,G0_0912,,
G1_0178,通过,1.0,3506.92,M,G0_1061,G0_1651,,
G1_0179,通过,1.0,2960.101,F,G0_1387,G0_1605,,
G1_0180,通过,1.0,2797.498,M,G0_1597,G0_0191,,
G1_0181,通过,1.0,2950.757,M,G0_0610,G0_0055,,
G1_0182,通过,1.0,2845.165,M,G0_0517,G0_1650,,
G1_0183,通过,1.0,3082.65,M,G0_0166,G0_1666,,
G1_0184,通过,1.0,2802.681,F,G0_1356,G0_0762,,
G1_0185,通过,1.0,3039.81,F,G0_1318,G0_0615,,
G1_0186,通过,1.0,2539.091,F,G0_0304,G0_1856,,
G1_0187,通过,1.0,2866.99,F,G0_1051,G0_1632,,
G1_0188,通过,1.0,3076.533,M,G0_0167,G0_1271,,
G1_0189,通过,1.0,3276.028,F,G0_1923,G0_0722,,
G1_0190,通过,1.0,3356.258,M,G0_0304,G0_1856,,
G1_0191,通过,1.0,2704.447,M,G0_0766,G0_0557,,
G1_0192,通过,1.0,3039.642,M,G0_1419,G0_1991,,
G1_0193,通过,1.0,3133.066,M,G0_0766,G0_0567,,
G1_0194,通过,1.0,3154.186,M,G0_1157,G0_0713,,
G1_0195,拦截,0.88,3082.031,M,G0_1614,G0_0598,LOW_CALL_RATE,基因型检出率 0.880 < 阈值 0.90
G1_0196,通过,1.0,2919.669,M,G0_1683,G0_0386,,
G1_0197,通过,1.0,2426.635,M,G0_0628,G0_0331,,
G1_0198,通过,1.0,3018.71,F,G0_0846,G0_0480,,
G1_0199,拦截,1.0,2.495,F,G0_1051,G0_0264,PHENO_UNIT,"bw42_g=2.495 超界 [800,6000]；×1000 后 = 2495 落入正常范围，疑似 kg 误录为 g"
G1_0200,通过,1.0,2753.436,M,G0_0342,G0_1239,,
G1_0201,通过,1.0,2851.122,M,G0_0304,G0_1375,,
G1_0202,通过,1.0,2900.758,M,G0_1314,G0_0090,,
G1_0203,通过,1.0,3120.311,F,G0_1683,G0_0386,,
G1_0204,通过,1.0,2433.65,F,G0_0304,G0_1856,,
G1_0205,通过,1.0,2853.908,M,G0_0841,G0_1414,,
G1_0206,通过,1.0,3101.619,F,G0_0517,G0_1294,,
G1_0207,通过,1.0,2664.491,F,G0_1510,G0_1840,,
G1_0208,通过,1.0,2971.746,M,G0_1614,G0_0673,,
G1_0209,通过,1.0,2805.538,M,G0_0628,G0_1926,,
G1_0210,通过,1.0,2751.501,F,G0_1978,G0_1538,,
G1_0211,通过,1.0,3199.996,M,G0_0596,G0_0883,,
G1_0212,通过,1.0,2916.328,F,G0_0523,G0_0284,,
G1_0213,通过,1.0,3112.839,M,G0_1387,G0_1867,,
G1_0214,通过,1.0,3111.912,M,G0_1978,G0_0633,,
G1_0215,通过,1.0,2135.542,F,G0_1464,G0_1897,,
G1_0216,通过,1.0,2654.581,F,G0_0167,G0_1032,,
G1_0217,通过,1.0,2779.887,F,G0_0523,G0_0507,,
G1_0218,通过,1.0,3249.574,F,G0_0993,G0_0051,,
G1_0219,通过,1.0,2830.178,M,G0_0832,G0_1266,,
G1_0220,通过,1.0,2667.747,M,G0_0304,G0_0209,,
G1_0221,通过,1.0,3212.268,F,G0_0596,G0_0761,,
G1_0222,通过,1.0,3014.073,F,G0_0914,G0_0462,,
G1_0223,通过,1.0,2730.795,M,G0_0628,G0_1433,,
G1_0224,通过,1.0,2755.563,F,G0_1315,G0_0060,,
G1_0225,拦截,0.83,2885.978,F,G0_1923,G0_1966,LOW_CALL_RATE,基因型检出率 0.830 < 阈值 0.90
G1_0226,通过,1.0,2771.874,M,G0_0841,G0_0248,,
G1_0227,通过,1.0,2889.271,M,G0_0846,G0_0384,,
G1_0228,通过,1.0,2669.628,M,G0_0304,G0_1585,,
G1_0229,通过,1.0,2885.133,F,G0_1923,G0_1316,,
G1_0230,通过,1.0,2623.994,M,G0_0304,G0_1375,,
G1_0231,通过,1.0,3059.559,F,G0_0517,G0_1650,,
G1_0232,通过,1.0,2819.301,M,G0_1614,G0_1276,,
G1_0233,通过,1.0,3029.263,M,G0_0120,G0_0594,,
G1_0234,通过,1.0,2812.858,M,G0_1419,G0_1301,,
G1_0235,通过,1.0,2848.893,M,G0_0846,G0_0663,,
G1_0236,通过,1.0,2922.61,F,G0_0296,G0_0316,,
G1_0237,通过,1.0,3008.936,M,G0_0826,G0_0061,,
G1_0238,通过,1.0,2508.771,M,G0_0993,G0_1016,,
G1_0239,通过,1.0,2563.08,F,G0_1683,G0_0386,,
G1_0240,拦截,0.03,2941.447,F,G0_0342,G0_1136,LOW_CALL_RATE,基因型检出率 0.030 < 阈值 0.90
G1_0241,通过,1.0,2870.703,M,G0_1614,G0_0574,,
G1_0242,通过,1.0,3563.995,F,G0_1061,G0_1651,,
G1_0243,通过,1.0,2552.358,M,G0_1419,G0_0101,,
G1_0244,通过,1.0,2673.727,F,G0_1314,G0_0266,,
G1_0245,通过,1.0,2529.421,M,G0_0120,G0_0594,,
G1_0246,通过,1.0,3407.023,M,G0_0342,G0_1136,,
G1_0247,通过,1.0,2904.532,M,G0_0841,G0_0248,,
G1_0248,通过,1.0,3460.426,M,G0_1314,G0_0090,,
G1_0249,通过,1.0,3350.595,M,G0_0167,G0_1526,,
G1_0250,通过,1.0,2930.882,M,G0_0120,G0_0594,,
G1_0251,通过,1.0,2740.339,F,G0_0304,G0_1585,,
G1_0252,通过,1.0,2771.655,M,G0_1150,G0_0292,,
G1_0253,通过,1.0,2971.011,F,G0_1683,G0_0386,,
G1_0254,通过,1.0,2530.413,M,G0_1923,G0_0722,,
G1_0255,通过,1.0,3142.197,M,G0_0846,G0_0480,,
G1_0256,通过,1.0,2865.004,F,G0_0766,G0_0811,,
G1_0257,通过,1.0,2759.271,M,G0_1051,G0_0264,,
G1_0258,通过,1.0,2899.014,M,G0_0342,G0_0580,,
G1_0259,通过,1.0,2868.926,M,G0_0846,G0_0263,,
G1_0260,拦截,1.0,3316.81,M,G0_1464,G0_1967,DUP_GENO_BATCH,与本批次 G1_0406 基因型一致率 1.0000，保留先送检样本 G1_0406，本样本判为重复
G1_0261,通过,1.0,2524.631,M,G0_0914,G0_0874,,
G1_0262,通过,1.0,2901.1,M,G0_1150,G0_1800,,
G1_0263,通过,1.0,3163.317,F,G0_1061,G0_1651,,
G1_0264,通过,1.0,3049.162,F,G0_1157,G0_0713,,
G1_0265,通过,1.0,2980.721,F,G0_0993,G0_1016,,
G1_0266,通过,1.0,2389.824,F,G0_0342,G0_0580,,
G1_0267,通过,1.0,2926.256,M,G0_0235,G0_1861,,
G1_0268,通过,1.0,3128.017,F,G0_0296,G0_0141,,
G1_0269,通过,1.0,2756.799,M,G0_1061,G0_1199,,
G1_0270,通过,1.0,2711.644,M,G0_1157,G0_1686,,
G1_0271,通过,1.0,3003.707,M,G0_1356,G0_0996,,
G1_0272,通过,1.0,2726.525,M,G0_1614,G0_0598,,
G1_0273,通过,1.0,3034.123,F,G0_0841,G0_0248,,
G1_0274,通过,1.0,2914.782,F,G0_0517,G0_1650,,
G1_0275,通过,1.0,2728.434,F,G0_0628,G0_0331,,
G1_0276,通过,1.0,2893.545,M,G0_1150,G0_0934,,
G1_0277,通过,1.0,2979.769,M,G0_1315,G0_1305,,
G1_0278,拦截,1.0,3180311.42,F,G0_1314,G0_1571,PHENO_UNIT,"bw42_g=3180311.42 超界 [800,6000]；÷1000 后 = 3180.31142 落入正常范围，疑似千倍误录（单位换算错误）"
G1_0279,通过,1.0,2950.039,M,G0_1315,G0_1305,,
G1_0280,通过,1.0,2957.318,F,G0_0610,G0_1446,,
G1_0281,通过,1.0,2794.35,M,G0_1061,G0_1199,,
G1_0282,通过,1.0,2651.028,M,G0_0120,G0_0594,,
G1_0283,通过,1.0,3142.722,M,G0_0832,G0_0329,,
G1_0284,通过,1.0,2589.812,M,G0_0826,G0_1420,,
G1_0285,通过,1.0,2901.607,M,G0_1419,G0_0101,,
G1_0286,通过,1.0,2944.222,F,G0_0914,G0_0462,,
G1_0287,通过,1.0,3407.543,M,G0_1614,G0_0019,,
G1_0288,通过,1.0,2990.452,M,G0_0304,G0_1856,,
G1_0289,通过,1.0,2888.878,M,G0_1318,G0_0615,,
G1_0290,通过,1.0,3422.597,M,G0_1419,G0_0101,,
G1_0291,通过,1.0,2920.187,F,G0_0576,G0_1197,,
G1_0292,通过,1.0,2837.155,M,G0_0610,G0_0055,,
G1_0293,拦截,1.0,2576.008,M,G0_1150,G1_0018,PED_GENERATION,登记母本 G1_0018 属于本到货批次，不可能是上代亲本（代际矛盾）
G1_0294,通过,1.0,2931.647,M,G0_1978,G0_1538,,
G1_0295,通过,1.0,3013.543,F,G0_0198,G0_0454,,
G1_0296,通过,1.0,3070.929,F,G0_0166,G0_1167,,
G1_0297,通过,1.0,3057.593,M,G0_1387,G0_1605,,
G1_0298,通过,1.0,2764.61,M,G0_1419,G0_1533,,
G1_0299,通过,1.0,2694.381,M,G0_0826,G0_1274,,
G1_0300,通过,1.0,3220.404,F,G0_1157,G0_0713,,
G1_0301,通过,1.0,2753.857,M,G0_1315,G0_1305,,
G1_0302,通过,1.0,2932.605,M,G0_1356,G0_0996,,
G1_0303,通过,1.0,2277.72,F,G0_0523,G0_0912,,
G1_0304,通过,1.0,2209.439,F,G0_0198,G0_0454,,
G1_0305,通过,1.0,3326.965,F,G0_1314,G0_1527,,
G1_0306,通过,1.0,2975.459,F,G0_1510,G0_0686,,
G1_0307,通过,1.0,2675.159,M,G0_0610,G0_1056,,
G1_0308,通过,1.0,2812.186,M,G0_0198,G0_0454,,
G1_0309,通过,1.0,2976.47,F,G0_1978,G0_0285,,
G1_0310,通过,1.0,2300.267,F,G0_0993,G0_0838,,
G1_0311,通过,1.0,2510.773,M,G0_0993,G0_0838,,
G1_0312,通过,1.0,2785.19,M,G0_1315,G0_1305,,
G1_0313,通过,1.0,3228.998,M,G0_1419,G0_1991,,
G1_0314,通过,1.0,2883.379,M,G0_0517,G0_1294,,
G1_0315,通过,1.0,3288.212,M,G0_1157,G0_0713,,
G1_0316,通过,1.0,3049.679,F,G0_0628,G0_1433,,
G1_0317,通过,1.0,2796.174,F,G0_1150,G0_0292,,
G1_0318,通过,1.0,2731.866,F,G0_0766,G0_1491,,
G1_0319,通过,1.0,2937.71,F,G0_0517,G0_0270,,
G1_0320,拦截,0.86,3197.149,F,G0_1464,G0_0435,LOW_CALL_RATE,基因型检出率 0.860 < 阈值 0.90
G1_0321,通过,1.0,3334.506,F,G0_0235,G0_1861,,
G1_0322,通过,1.0,2708.18,F,G0_1614,G0_0673,,
G1_0323,通过,1.0,2628.408,M,G0_0523,G0_0507,,
G1_0324,通过,1.0,2895.698,F,G0_1923,G0_1899,,
G1_0325,通过,1.0,3357.085,F,G0_0914,G0_1917,,
G1_0326,通过,1.0,3183.046,M,G0_1314,G0_1527,,
G1_0327,通过,1.0,2915.066,F,G0_0517,G0_1650,,
G1_0328,通过,1.0,2613.477,M,G0_0914,G0_0108,,
G1_0329,通过,1.0,2991.155,M,G0_0914,G0_0874,,
G1_0330,通过,1.0,2976.842,M,G0_0846,G0_0263,,
G1_0331,通过,1.0,2805.475,M,G0_0766,G0_1491,,
G1_0332,通过,1.0,3649.644,F,G0_0826,G0_1731,,
G1_0333,通过,1.0,3100.388,F,G0_0517,G0_1650,,
G1_0334,通过,1.0,3039.155,M,G0_0841,G0_0933,,
G1_0335,通过,1.0,3000.881,M,G0_1464,G0_1967,,
G1_0336,通过,1.0,2677.147,M,G0_0832,G0_0329,,
G1_0337,通过,1.0,2577.812,F,G0_0576,G0_1964,,
G1_0338,通过,1.0,3236.571,M,G0_0523,G0_0284,,
G1_0339,通过,1.0,2879.935,F,G0_1314,G0_1532,,
G1_0340,通过,1.0,3254.661,F,G0_1318,G0_1909,,
G1_0341,通过,1.0,2636.271,F,G0_0332,G0_1333,,
G1_0342,通过,1.0,3134.465,F,G0_0841,G0_1608,,
G1_0343,通过,1.0,2657.411,M,G0_1150,G0_0687,,
G1_0344,通过,1.0,2893.225,F,G0_0914,G0_0462,,
G1_0345,通过,1.0,3412.096,F,G0_0198,G0_0010,,
G1_0346,通过,1.0,2871.435,F,G0_1314,G0_0266,,
G1_0347,通过,1.0,2474.67,F,G0_0628,G0_1241,,
G1_0348,通过,1.0,2928.607,M,G0_0167,G0_1727,,
G1_0349,通过,1.0,2706.235,M,G0_0120,G0_0282,,
G1_0350,通过,1.0,3159.105,F,G0_0596,G0_0883,,
G1_0351,通过,1.0,3101.2,F,G0_1387,G0_0999,,
G1_0352,通过,1.0,2985.612,F,G0_1318,G0_0615,,
G1_0353,通过,1.0,2934.172,M,G0_0576,G0_1327,,
G1_0354,通过,1.0,3240.116,F,G0_1314,G0_1532,,
G1_0355,通过,1.0,3104.582,M,G0_0523,G0_0284,,
G1_0356,通过,1.0,2322.503,M,G0_1597,G0_1892,,
G1_0357,通过,1.0,2728.059,F,G0_1464,G0_0435,,
G1_0358,通过,1.0,3026.941,M,G0_1157,G0_1827,,
G1_0359,通过,1.0,2993.798,M,G0_0826,G0_1274,,
G1_0360,通过,1.0,3324.636,F,G0_0517,G0_1650,,
G1_0361,通过,1.0,2901.4,M,G0_0841,G0_0248,,
G1_0362,通过,1.0,2709.446,F,G0_0596,G0_0364,,
G1_0363,通过,1.0,2924.652,F,G0_1683,G0_1193,,
G1_0364,通过,1.0,2936.973,F,G0_0167,G0_1526,,
G1_0365,通过,1.0,2935.686,M,G0_0832,G0_0666,,
G1_0366,通过,1.0,3048.648,M,G0_1978,G0_0633,,
G1_0367,通过,1.0,2851.796,M,G0_1614,G0_0598,,
G1_0368,通过,1.0,3317.665,F,G0_0473,G0_0579,,
G1_0369,通过,1.0,2951.961,M,G0_1597,G0_0191,,
G1_0370,通过,1.0,2859.529,M,G0_0120,G0_0282,,
G1_0371,通过,1.0,2971.474,F,G0_1061,G0_0428,,
G1_0372,通过,1.0,2792.238,M,G0_0342,G0_0370,,
G1_0373,通过,1.0,3157.991,F,G0_0993,G0_1877,,
G1_0374,通过,1.0,2766.174,M,G0_0342,G0_0370,,
G1_0375,通过,1.0,2830.906,M,G0_0120,G0_0053,,
G1_0376,通过,1.0,2870.884,M,G0_0120,G0_0116,,
G1_0377,通过,1.0,3332.062,M,G0_0841,G0_1608,,
G1_0378,通过,1.0,2536.738,F,G0_0166,G0_1666,,
G1_0379,通过,1.0,2520.967,F,G0_0120,G0_0116,,
G1_0380,通过,1.0,2844.671,F,G0_1614,G0_0019,,
G1_0381,拦截,1.0,2765.154,F,G0_0428,G0_1061,PED_SEX,登记父本 G0_0428 在系谱中性别为 F，与父本角色矛盾；登记母本 G0_1061 在系谱中性别为 M，与母本角色矛盾
G1_0382,通过,1.0,3032.347,M,G0_1419,G0_0101,,
G1_0383,通过,1.0,3244.79,M,G0_0198,G0_0374,,
G1_0384,通过,1.0,2844.877,M,G0_1157,G0_0713,,
