idx,id,sex,sire,dam,gebv,gebv_percentile,carrier_LR1,carrier_LR2
29,G1_0031,M,G0_1051,G0_0381,57.556,34.6,-,-
479,G1_0510,F,G0_1318,G0_1909,56.538,34.4,-,-
433,G1_0458,M,G0_0166,G0_1167,56.311,34.2,-,-
406,G1_0426,M,G0_0841,G0_0093,56.211,34.0,-,-
13,G1_0014,M,G0_0576,G0_1327,56.148,33.8,-,-
51,G1_0055,M,G0_0332,G0_1415,55.892,33.6,-,-
30,G1_0032,M,G0_1051,G0_0381,55.612,33.4,-,-
119,G1_0128,F,G0_0766,G0_0557,55.428,33.2,携带,-
434,G1_0459,F,G0_1597,G0_1949,53.431,33.0,-,-
469,G1_0499,F,G0_1318,G0_0615,52.941,32.8,-,-
430,G1_0454,M,G0_1051,G0_0216,52.642,32.6,-,-
39,G1_0043,F,G0_0198,G0_0374,52.595,32.4,-,-
335,G1_0353,M,G0_0576,G0_1327,52.516,32.2,-,-
212,G1_0224,F,G0_1315,G0_0060,52.469,32.0,-,携带
312,G1_0330,M,G0_0846,G0_0263,52.457,31.8,-,-
370,G1_0389,F,G0_0166,G0_1167,51.107,31.6,-,-
125,G1_0134,F,G0_1051,G0_0381,50.772,31.4,-,-
196,G1_0208,M,G0_1614,G0_0673,50.349,31.2,-,-
111,G1_0119,F,G0_0296,G0_0520,50.228,31.0,-,-
178,G1_0188,M,G0_0167,G0_1271,49.904,30.8,-,-
102,G1_0110,F,G0_0596,G0_0364,49.774,30.6,-,-
493,G1_0524,F,G0_1061,G0_0822,49.701,30.4,-,-
401,G1_0421,M,G0_0826,G0_1420,49.167,30.2,-,-
427,G1_0451,F,G0_0596,G0_0761,49.012,30.0,-,-
272,G1_0288,M,G0_0304,G0_1856,46.523,29.8,-,-
180,G1_0190,M,G0_0304,G0_1856,46.181,29.6,-,-
383,G1_0403,M,G0_0167,G0_1271,46.074,29.4,携带,-
291,G1_0308,M,G0_0198,G0_0454,45.685,29.2,-,-
134,G1_0143,M,G0_0596,G0_1438,45.622,29.0,-,-
240,G1_0254,M,G0_1923,G0_0722,45.589,28.8,-,-
429,G1_0453,F,G0_0610,G0_1056,45.462,28.6,-,-
204,G1_0216,F,G0_0167,G0_1032,43.936,28.4,-,-
310,G1_0328,M,G0_0914,G0_0108,43.436,28.2,-,-
499,G1_0530,F,G0_1150,G0_0934,43.257,28.0,-,-
97,G1_0105,M,G0_1318,G0_1098,42.278,27.8,-,-
489,G1_0520,F,G0_1051,G0_1632,40.53,27.6,-,-
352,G1_0370,M,G0_0120,G0_0282,40.163,27.4,-,-
462,G1_0492,M,G0_1314,G0_1532,39.964,27.2,-,-
440,G1_0465,M,G0_0342,G0_0580,39.501,27.0,携带,-
290,G1_0307,M,G0_0610,G0_1056,39.256,26.8,-,-
394,G1_0414,M,G0_1978,G0_0285,37.486,26.6,-,-
128,G1_0137,F,G0_0166,G0_1167,36.947,26.4,-,-
8,G1_0009,M,G0_0198,G0_0454,35.834,26.2,-,-
63,G1_0069,M,G0_0846,G0_0480,35.239,26.0,携带,-
413,G1_0434,F,G0_0120,G0_0282,33.8,25.8,-,-
287,G1_0304,F,G0_0198,G0_0454,33.621,25.4,-,-
231,G1_0245,M,G0_0120,G0_0594,33.621,25.6,-,-
470,G1_0500,F,G0_0914,G0_0874,33.62,25.2,-,-
74,G1_0081,M,G0_0576,G0_1327,32.456,25.0,-,-
222,G1_0235,M,G0_0846,G0_0663,31.737,24.8,携带,-
28,G1_0030,F,G0_1150,G0_0934,31.718,24.6,-,-
65,G1_0071,F,G0_0296,G0_0520,31.467,24.4,-,-
182,G1_0192,M,G0_1419,G0_1991,30.8,24.2,-,-
301,G1_0318,F,G0_0766,G0_1491,30.115,24.0,携带,-
273,G1_0289,M,G0_1318,G0_0615,29.013,23.8,-,-
200,G1_0212,F,G0_0523,G0_0284,28.709,23.6,-,-
417,G1_0438,F,G0_0332,G0_0277,28.542,23.4,携带,-
205,G1_0217,F,G0_0523,G0_0507,28.433,23.2,-,-
221,G1_0234,M,G0_1419,G0_1301,28.27,23.0,-,-
107,G1_0115,M,G0_0296,G0_0520,27.941,22.8,-,-
392,G1_0412,M,G0_1597,G0_0293,25.958,22.6,-,-
305,G1_0323,M,G0_0523,G0_0507,25.854,22.4,-,-
255,G1_0270,M,G0_1157,G0_1686,25.801,22.2,-,-
266,G1_0282,M,G0_0120,G0_0594,25.548,22.0,-,-
236,G1_0250,M,G0_0120,G0_0594,23.902,21.8,-,-
25,G1_0026,M,G0_0332,G0_0018,21.851,21.6,-,-
133,G1_0142,M,G0_0517,G0_1225,21.622,21.4,-,-
491,G1_0522,F,G0_0523,G0_0912,20.036,21.2,-,-
244,G1_0258,M,G0_0342,G0_0580,19.582,21.0,-,-
341,G1_0359,M,G0_0826,G0_1274,19.052,20.8,-,-
220,G1_0233,M,G0_0120,G0_0594,17.012,20.6,-,-
146,G1_0155,M,G0_1051,G0_0216,16.119,20.4,-,-
82,G1_0089,F,G0_0523,G0_0507,15.643,20.2,-,-
0,G1_0001,F,G0_0832,G0_0708,15.34,20.0,-,-
100,G1_0108,M,G0_1597,G0_0191,12.662,19.8,-,-
198,G1_0210,F,G0_1978,G0_1538,12.33,19.6,-,-
444,G1_0472,M,G0_0304,G0_0209,12.132,19.4,-,-
92,G1_0100,M,G0_0523,G0_0912,7.762,19.2,-,-
486,G1_0517,F,G0_1510,G0_1840,7.388,19.0,-,-
405,G1_0425,F,G0_0304,G0_1181,7.262,18.8,-,-
