id,decision,call_rate,bw42_g,sex,sire,dam,reasons,detail
G0_0116,通过,1.0,2978.9,F,,,,
G0_0117,通过,1.0,3071.4,F,,,,
G0_0118,通过,1.0,2449.8,F,,,,
G0_0119,通过,1.0,2941.5,M,,,,
G0_0120,通过,1.0,3107.0,M,,,,
G0_0121,通过,1.0,2513.7,M,,,,
G0_0122,通过,1.0,2709.3,M,,,,
G0_0123,通过,1.0,2774.0,M,,,,
G0_0124,通过,1.0,2662.3,F,,,,
G0_0125,通过,1.0,2635.7,F,,,,
G0_0126,通过,1.0,2873.6,M,,,,
G0_0127,通过,1.0,3051.4,M,,,,
G0_0128,通过,1.0,2546.0,F,,,,
G0_0129,通过,1.0,2487.8,M,,,,
G0_0130,通过,1.0,2938.9,M,,,,
G0_0131,通过,1.0,2825.8,F,,,,
G0_0132,通过,1.0,2792.2,M,,,,
G0_0133,通过,1.0,2957.5,M,,,,
G0_0134,通过,1.0,2599.1,M,,,,
G0_0135,通过,1.0,3216.8,F,,,,
G0_0136,通过,1.0,2875.8,F,,,,
G0_0137,通过,1.0,2192.3,M,,,,
G0_0138,通过,1.0,2708.4,F,,,,
G0_0139,通过,1.0,2666.1,M,,,,
G0_0140,通过,1.0,2823.6,M,,,,
G0_0141,通过,1.0,2941.9,F,,,,
G0_0142,通过,1.0,3108.3,F,,,,
G0_0143,通过,1.0,2577.7,F,,,,
G0_0144,通过,1.0,2516.8,M,,,,
G0_0145,通过,1.0,2830.6,M,,,,
G0_0146,通过,1.0,2748.5,F,,,,
G0_0147,通过,1.0,2279.7,F,,,,
G0_0148,通过,1.0,3392.6,M,,,,
G0_0149,通过,1.0,2933.3,F,,,,
G0_0150,通过,1.0,3101.7,M,,,,
G0_0151,通过,1.0,3116.9,M,,,,
G0_0152,通过,1.0,2554.1,F,,,,
G0_0153,通过,1.0,2839.4,M,,,,
G0_0154,通过,1.0,2630.8,F,,,,
G0_0155,通过,1.0,2670.3,M,,,,
G0_0156,通过,1.0,2524.5,F,,,,
G0_0157,通过,1.0,2949.4,F,,,,
G0_0158,通过,1.0,2618.5,F,,,,
G0_0159,通过,1.0,2838.9,M,,,,
G0_0160,通过,1.0,2746.5,M,,,,
G0_0161,通过,1.0,2298.1,F,,,,
G0_0162,通过,1.0,2916.7,F,,,,
G0_0163,通过,1.0,2474.3,F,,,,
G0_0164,通过,1.0,2659.4,F,,,,
G0_0165,通过,1.0,2874.7,F,,,,
G0_0166,通过,1.0,2830.8,M,,,,
G0_0167,通过,1.0,3026.6,M,,,,
G0_0168,通过,1.0,2709.6,M,,,,
G0_0169,通过,1.0,2799.1,F,,,,
G0_0170,通过,1.0,2651.0,M,,,,
G0_0171,通过,1.0,2793.0,F,,,,
G0_0172,通过,1.0,2760.5,M,,,,
G0_0173,通过,1.0,2702.6,M,,,,
G0_0174,通过,1.0,2835.9,F,,,,
G0_0175,通过,1.0,2793.0,M,,,,
G0_0176,通过,1.0,2707.5,M,,,,
G0_0177,通过,1.0,2305.0,M,,,,
G0_0178,通过,1.0,3116.9,M,,,,
G0_0179,通过,1.0,2658.2,F,,,,
G0_0180,通过,1.0,2556.1,F,,,,
G0_0181,通过,1.0,3358.3,M,,,,
G0_0182,通过,1.0,2777.6,M,,,,
G0_0183,通过,1.0,2473.9,M,,,,
G0_0184,通过,1.0,3109.1,F,,,,
G0_0185,通过,1.0,2676.7,M,,,,
G0_0186,通过,1.0,2423.9,M,,,,
G0_0187,通过,1.0,3132.7,F,,,,
G0_0188,通过,1.0,2756.7,M,,,,
G0_0189,通过,1.0,3226.0,F,,,,
G0_0190,通过,1.0,2679.6,F,,,,
G0_0191,通过,1.0,2854.8,F,,,,
G0_0192,通过,1.0,2322.5,F,,,,
G0_0193,通过,1.0,2631.4,M,,,,
G0_0194,通过,1.0,2698.3,M,,,,
G0_0195,通过,1.0,2741.4,F,,,,
G0_0196,通过,1.0,2478.1,F,,,,
G0_0197,通过,1.0,2819.9,M,,,,
G0_0198,通过,1.0,3081.2,M,,,,
G0_0199,通过,1.0,3236.7,M,,,,
G0_0200,通过,1.0,2647.2,F,,,,
G0_0201,通过,1.0,2993.9,F,,,,
G0_0202,通过,1.0,3266.3,F,,,,
G0_0203,通过,1.0,2782.8,M,,,,
G0_0204,通过,1.0,2644.3,M,,,,
G0_0205,通过,1.0,3093.1,M,,,,
G0_0206,通过,1.0,2918.0,M,,,,
G0_0207,通过,1.0,3277.8,F,,,,
G0_0208,通过,1.0,2562.0,F,,,,
G0_0209,通过,1.0,2888.0,F,,,,
G0_0210,通过,1.0,2873.8,M,,,,
G0_0211,通过,1.0,2776.7,M,,,,
G0_0212,通过,1.0,3279.3,F,,,,
G0_0213,通过,1.0,3090.0,M,,,,
G0_0214,通过,1.0,3070.7,F,,,,
G0_0215,通过,1.0,2906.1,M,,,,
G0_0216,通过,1.0,2967.5,F,,,,
G0_0217,通过,1.0,2468.1,M,,,,
G0_0218,通过,1.0,2713.5,F,,,,
G0_0219,通过,1.0,2551.0,F,,,,
G0_0220,通过,1.0,3085.4,F,,,,
G0_0221,通过,1.0,2613.5,M,,,,
G0_0222,通过,1.0,2646.1,F,,,,
G0_0223,通过,1.0,2741.9,F,,,,
G0_0224,通过,1.0,2654.1,F,,,,
G0_0225,通过,1.0,2458.1,M,,,,
G0_0226,通过,1.0,2759.5,M,,,,
G0_0227,通过,1.0,2714.3,M,,,,
G0_0228,通过,1.0,2952.5,M,,,,
G0_0229,通过,1.0,2032.8,F,,,,
G0_0230,通过,1.0,2474.7,M,,,,
G0_0231,通过,1.0,2986.2,M,,,,
G0_0232,通过,1.0,2768.8,F,,,,
G0_0233,通过,1.0,2791.8,M,,,,
G0_0234,通过,1.0,3235.4,F,,,,
G0_0235,通过,1.0,2976.7,M,,,,
G0_0236,通过,1.0,2518.5,M,,,,
G0_0237,通过,1.0,2833.4,M,,,,
G0_0238,通过,1.0,2669.9,F,,,,
G0_0239,通过,1.0,2516.3,F,,,,
G0_0240,通过,1.0,2837.0,M,,,,
G0_0241,通过,1.0,2961.2,F,,,,
G0_0242,通过,1.0,2869.5,M,,,,
G0_0243,通过,1.0,2916.0,M,,,,
G0_0244,通过,1.0,2532.8,M,,,,
G0_0245,通过,1.0,2529.0,M,,,,
G0_0246,通过,1.0,2390.7,M,,,,
G0_0247,通过,1.0,2326.5,M,,,,
G0_0248,通过,1.0,3215.3,F,,,,
G0_0249,通过,1.0,2747.2,M,,,,
G0_0250,通过,1.0,2537.1,F,,,,
G0_0251,通过,1.0,2443.9,F,,,,
G0_0252,通过,1.0,2722.9,F,,,,
G0_0253,通过,1.0,3058.6,M,,,,
G0_0254,通过,1.0,2699.0,M,,,,
G0_0255,通过,1.0,2269.3,F,,,,
G0_0256,通过,1.0,2949.9,M,,,,
G0_0257,通过,1.0,2951.0,F,,,,
G0_0258,通过,1.0,2795.4,F,,,,
G0_0259,通过,1.0,2716.4,M,,,,
G0_0260,通过,1.0,3350.4,M,,,,
G0_0261,通过,1.0,2200.5,F,,,,
G0_0262,通过,1.0,2396.9,M,,,,
G0_0263,通过,1.0,2864.5,F,,,,
G0_0264,通过,1.0,2955.7,F,,,,
G0_0265,通过,1.0,2807.8,F,,,,
G0_0266,通过,1.0,3015.9,F,,,,
G0_0267,通过,1.0,2369.4,F,,,,
G0_0268,通过,1.0,2662.2,M,,,,
G0_0269,通过,1.0,2827.0,M,,,,
G0_0270,通过,1.0,3223.1,F,,,,
G0_0271,通过,1.0,2341.1,M,,,,
G0_0272,通过,1.0,3245.0,M,,,,
G0_0273,通过,1.0,3197.5,M,,,,
G0_0274,通过,1.0,2320.8,F,,,,
G0_0275,通过,1.0,2614.4,M,,,,
G0_0276,通过,1.0,3047.7,F,,,,
G0_0277,通过,1.0,3078.1,F,,,,
G0_0278,通过,1.0,2802.3,F,,,,
G0_0279,通过,1.0,2905.5,F,,,,
G0_0280,通过,1.0,3121.4,F,,,,
G0_0281,通过,1.0,2708.7,M,,,,
G0_0282,通过,1.0,2944.9,F,,,,
G0_0283,通过,1.0,2965.4,M,,,,
G0_0284,通过,1.0,3223.9,F,,,,
G0_0285,通过,1.0,2956.5,F,,,,
G0_0286,通过,1.0,3183.4,M,,,,
G0_0287,通过,1.0,2691.1,M,,,,
G0_0288,通过,1.0,2684.7,M,,,,
G0_0289,通过,1.0,2638.1,F,,,,
G0_0290,通过,1.0,2928.6,F,,,,
G0_0291,通过,1.0,2759.4,F,,,,
G0_0292,通过,1.0,3204.1,F,,,,
G0_0293,通过,1.0,2965.7,F,,,,
G0_0294,通过,1.0,2983.9,M,,,,
G0_0295,通过,1.0,2786.3,M,,,,
G0_0296,通过,1.0,3139.7,M,,,,
G0_0297,通过,1.0,2823.4,M,,,,
G0_0298,通过,1.0,2639.0,F,,,,
G0_0299,通过,1.0,2705.7,M,,,,
G0_0300,通过,1.0,3078.1,M,,,,
G0_0301,通过,1.0,2639.4,F,,,,
G0_0302,通过,1.0,2875.0,F,,,,
G0_0303,通过,1.0,2971.2,F,,,,
G0_0304,通过,1.0,3123.9,M,,,,
G0_0305,通过,1.0,2925.7,F,,,,
G0_0306,通过,1.0,2604.5,M,,,,
G0_0307,通过,1.0,2846.6,F,,,,
G0_0308,通过,1.0,3251.5,M,,,,
G0_0309,通过,1.0,2487.3,F,,,,
G0_0310,通过,1.0,3248.9,M,,,,
G0_0311,通过,1.0,2504.1,M,,,,
G0_0312,通过,1.0,2888.6,F,,,,
G0_0313,通过,1.0,2600.3,F,,,,
G0_0314,通过,1.0,3095.1,F,,,,
G0_0315,通过,1.0,2663.9,M,,,,
G0_0316,通过,1.0,3278.9,F,,,,
G0_0317,通过,1.0,2850.0,M,,,,
G0_0318,通过,1.0,3055.5,F,,,,
G0_0319,通过,1.0,3280.4,M,,,,
G0_0320,通过,1.0,2576.6,M,,,,
G0_0321,通过,1.0,2459.3,M,,,,
G0_0322,通过,1.0,2624.1,M,,,,
G0_0323,通过,1.0,3345.2,F,,,,
G0_0324,通过,1.0,2608.5,M,,,,
G0_0325,通过,1.0,2729.0,F,,,,
G0_0326,通过,1.0,2664.0,F,,,,
G0_0327,通过,1.0,3035.5,M,,,,
G0_0328,通过,1.0,2209.8,M,,,,
G0_0329,通过,1.0,3519.3,F,,,,
G0_0330,通过,1.0,2427.2,M,,,,
G0_0331,通过,1.0,2953.3,F,,,,
G0_0332,通过,1.0,3066.5,M,,,,
G0_0333,通过,1.0,2967.8,M,,,,
G0_0334,通过,1.0,2585.8,F,,,,
G0_0335,通过,1.0,2894.3,M,,,,
G0_0336,通过,1.0,2842.9,F,,,,
G0_0337,通过,1.0,2942.9,M,,,,
G0_0338,通过,1.0,2759.5,M,,,,
G0_0339,通过,1.0,2647.8,F,,,,
G0_0340,通过,1.0,2761.7,F,,,,
G0_0341,通过,1.0,2780.6,F,,,,
G0_0342,通过,1.0,2766.9,M,,,,
G0_0343,通过,1.0,2343.2,M,,,,
G0_0344,通过,1.0,2635.9,M,,,,
G0_0345,通过,1.0,2696.4,M,,,,
G0_0346,通过,1.0,2171.9,F,,,,
G0_0347,通过,1.0,3053.7,F,,,,
G0_0348,通过,1.0,2562.3,F,,,,
G0_0349,通过,1.0,2658.1,F,,,,
G0_0350,通过,1.0,3169.8,M,,,,
G0_0351,通过,1.0,2800.3,M,,,,
G0_0352,通过,1.0,2800.2,F,,,,
G0_0353,通过,1.0,2995.8,F,,,,
G0_0354,通过,1.0,2839.3,M,,,,
G0_0355,通过,1.0,3331.6,F,,,,
G0_0356,通过,1.0,2622.9,M,,,,
G0_0357,通过,1.0,2682.5,M,,,,
G0_0358,通过,1.0,2959.3,F,,,,
G0_0359,通过,1.0,2545.6,M,,,,
G0_0360,通过,1.0,2515.2,F,,,,
G0_0361,通过,1.0,2592.6,M,,,,
G0_0362,通过,1.0,2477.5,F,,,,
G0_0363,通过,1.0,2748.3,M,,,,
G0_0364,通过,1.0,3316.8,F,,,,
G0_0365,通过,1.0,2590.7,F,,,,
G0_0366,通过,1.0,3373.9,M,,,,
G0_0367,通过,1.0,2855.1,F,,,,
G0_0368,通过,1.0,2921.6,M,,,,
G0_0369,通过,1.0,2727.5,M,,,,
G0_0370,通过,1.0,2858.5,F,,,,
G0_0371,通过,1.0,2576.5,F,,,,
G0_0372,通过,1.0,2829.4,F,,,,
G0_0373,通过,1.0,2786.0,M,,,,
G0_0374,通过,1.0,2685.8,F,,,,
G0_0375,通过,1.0,2510.4,F,,,,
G0_0376,通过,1.0,2633.0,F,,,,
G0_0377,通过,1.0,2631.4,F,,,,
G0_0378,通过,1.0,3049.5,M,,,,
G0_0379,通过,1.0,3067.4,F,,,,
G0_0380,通过,1.0,2621.7,F,,,,
G0_0381,通过,1.0,2453.0,F,,,,
G0_0382,通过,1.0,2475.1,F,,,,
G0_0383,通过,1.0,2613.7,F,,,,
G0_0384,通过,1.0,2910.6,F,,,,
G0_0385,通过,1.0,2745.5,F,,,,
G0_0386,通过,1.0,2914.0,F,,,,
G0_0387,通过,1.0,2830.9,M,,,,
G0_0388,通过,1.0,2757.4,M,,,,
G0_0389,通过,1.0,2961.9,F,,,,
G0_0390,通过,1.0,2744.5,M,,,,
G0_0391,通过,1.0,2690.3,F,,,,
G0_0392,通过,1.0,2868.8,F,,,,
G0_0393,通过,1.0,3186.7,F,,,,
G0_0394,通过,1.0,3430.6,F,,,,
G0_0395,通过,1.0,2786.9,F,,,,
G0_0396,通过,1.0,3162.7,F,,,,
G0_0397,通过,1.0,2915.8,F,,,,
G0_0398,通过,1.0,2900.0,M,,,,
G0_0399,通过,1.0,2519.8,M,,,,
G0_0400,通过,1.0,2353.6,F,,,,
G0_0401,通过,1.0,2681.4,M,,,,
G0_0402,通过,1.0,2674.0,M,,,,
G0_0403,通过,1.0,2584.9,F,,,,
G0_0404,通过,1.0,2302.5,F,,,,
G0_0405,通过,1.0,2906.7,M,,,,
G0_0406,通过,1.0,3189.8,F,,,,
G0_0407,通过,1.0,2736.9,M,,,,
G0_0408,通过,1.0,3027.8,F,,,,
G0_0409,通过,1.0,2838.2,F,,,,
G0_0410,通过,1.0,2847.7,M,,,,
G0_0411,通过,1.0,3044.4,F,,,,
G0_0412,通过,1.0,3354.4,M,,,,
G0_0413,通过,1.0,3055.9,M,,,,
G0_0414,通过,1.0,2801.7,M,,,,
G0_0415,通过,1.0,2774.6,F,,,,
G0_0416,通过,1.0,2548.9,F,,,,
G0_0417,通过,1.0,2775.2,M,,,,
G0_0418,通过,1.0,2992.9,F,,,,
G0_0419,通过,1.0,2867.2,M,,,,
G0_0420,通过,1.0,2692.9,M,,,,
G0_0421,通过,1.0,2725.4,F,,,,
G0_0422,通过,1.0,3433.6,F,,,,
G0_0423,通过,1.0,2577.1,F,,,,
G0_0424,通过,1.0,2734.0,F,,,,
G0_0425,通过,1.0,2244.9,M,,,,
G0_0426,通过,1.0,2734.8,F,,,,
G0_0427,通过,1.0,3058.7,F,,,,
G0_0428,通过,1.0,2894.6,F,,,,
G0_0429,通过,1.0,2526.3,M,,,,
G0_0430,通过,1.0,3117.4,M,,,,
G0_0431,通过,1.0,3466.8,M,,,,
G0_0432,通过,1.0,2374.1,M,,,,
G0_0433,通过,1.0,2665.8,M,,,,
G0_0434,通过,1.0,2727.3,F,,,,
G0_0435,通过,1.0,3370.3,F,,,,
G0_0436,通过,1.0,3155.1,M,,,,
G0_0437,通过,1.0,2458.4,F,,,,
G0_0438,通过,1.0,2942.2,M,,,,
G0_0439,通过,1.0,2552.9,M,,,,
G0_0440,通过,1.0,2784.2,F,,,,
G0_0441,通过,1.0,3062.3,M,,,,
G0_0442,通过,1.0,2935.3,M,,,,
G0_0443,通过,1.0,3009.6,F,,,,
G0_0444,通过,1.0,3087.4,M,,,,
G0_0445,通过,1.0,2614.5,F,,,,
G0_0446,通过,1.0,3087.4,F,,,,
G0_0447,通过,1.0,2810.1,M,,,,
G0_0448,通过,1.0,2915.5,F,,,,
G0_0449,通过,1.0,3223.4,F,,,,
G0_0450,通过,1.0,2746.7,F,,,,
G0_0451,通过,1.0,2969.6,M,,,,
G0_0452,通过,1.0,2876.3,F,,,,
G0_0453,通过,1.0,2563.2,M,,,,
G0_0454,通过,1.0,3025.6,F,,,,
G0_0455,通过,1.0,2822.0,M,,,,
G0_0456,通过,1.0,2566.7,F,,,,
G0_0457,通过,1.0,2733.8,F,,,,
G0_0458,通过,1.0,2846.2,M,,,,
G0_0459,通过,1.0,2586.2,M,,,,
G0_0460,通过,1.0,3222.1,M,,,,
G0_0461,通过,1.0,2759.3,F,,,,
G0_0462,通过,1.0,3228.2,F,,,,
G0_0463,通过,1.0,2278.3,M,,,,
G0_0464,通过,1.0,2691.3,F,,,,
G0_0465,通过,1.0,3218.2,M,,,,
G0_0466,通过,1.0,2934.6,F,,,,
G0_0467,通过,1.0,2920.7,M,,,,
G0_0468,通过,1.0,2728.0,M,,,,
G0_0469,通过,1.0,2918.5,M,,,,
G0_0470,通过,1.0,2886.9,M,,,,
G0_0471,通过,1.0,2972.6,M,,,,
G0_0472,通过,1.0,2982.0,F,,,,
G0_0473,通过,1.0,3283.9,M,,,,
G0_0474,通过,1.0,2705.8,M,,,,
G0_0475,通过,1.0,2519.5,F,,,,
G0_0476,通过,1.0,2802.3,F,,,,
G0_0477,通过,1.0,2972.0,F,,,,
G0_0478,通过,1.0,2255.6,M,,,,
G0_0479,通过,1.0,2548.7,M,,,,
G0_0480,通过,1.0,3167.9,F,,,,
G0_0481,通过,1.0,2600.4,F,,,,
G0_0482,通过,1.0,2701.5,M,,,,
G0_0483,通过,1.0,3143.6,M,,,,
G0_0484,通过,1.0,2751.0,F,,,,
G0_0485,通过,1.0,2893.3,M,,,,
G0_0486,通过,1.0,2902.8,F,,,,
G0_0487,通过,1.0,2869.7,M,,,,
G0_0488,通过,1.0,2857.8,F,,,,
G0_0489,通过,1.0,2894.3,F,,,,
G0_0490,通过,1.0,2657.7,F,,,,
G0_0491,通过,1.0,2554.3,F,,,,
G0_0492,通过,1.0,2692.0,M,,,,
G0_0493,通过,1.0,3188.1,F,,,,
G0_0494,通过,1.0,2711.0,M,,,,
G0_0495,通过,1.0,2751.5,M,,,,
G0_0496,通过,1.0,2785.8,M,,,,
G0_0497,通过,1.0,3106.1,F,,,,
G0_0498,通过,1.0,2830.4,M,,,,
G0_0499,通过,1.0,2732.2,F,,,,
G0_0500,通过,1.0,2643.5,M,,,,
G0_0501,通过,1.0,2901.4,M,,,,
G0_0502,通过,1.0,3113.2,F,,,,
G0_0503,通过,1.0,2772.7,F,,,,
G0_0504,通过,1.0,2906.6,M,,,,
G0_0505,通过,1.0,3094.7,F,,,,
G0_0506,通过,1.0,2595.2,F,,,,
G0_0507,通过,1.0,3091.5,F,,,,
G0_0508,通过,1.0,2935.4,F,,,,
G0_0509,通过,1.0,3213.6,M,,,,
G0_0510,通过,1.0,2673.1,F,,,,
G0_0511,通过,1.0,2117.1,M,,,,
G0_0512,通过,1.0,2663.4,F,,,,
G0_0513,通过,1.0,2661.1,F,,,,
G0_0514,通过,1.0,2912.4,M,,,,
G0_0515,通过,1.0,2711.5,F,,,,
G0_0516,通过,1.0,3154.9,F,,,,
G0_0517,通过,1.0,3225.9,M,,,,
G0_0518,通过,1.0,3066.7,M,,,,
G0_0519,通过,1.0,3122.8,M,,,,
G0_0520,通过,1.0,3052.9,F,,,,
G0_0521,通过,1.0,2953.4,F,,,,
G0_0522,通过,1.0,2855.7,F,,,,
G0_0523,通过,1.0,3031.2,M,,,,
G0_0524,通过,1.0,2849.3,M,,,,
G0_0525,通过,1.0,2789.7,F,,,,
G0_0526,通过,1.0,3057.6,M,,,,
G0_0527,通过,1.0,2899.5,M,,,,
G0_0528,通过,1.0,2738.3,F,,,,
G0_0529,通过,1.0,2935.5,M,,,,
G0_0530,通过,1.0,2442.5,M,,,,
G0_0531,通过,1.0,3029.4,F,,,,
G0_0532,通过,1.0,2484.9,M,,,,
G0_0533,通过,1.0,2663.5,M,,,,
G0_0534,通过,1.0,2976.1,M,,,,
G0_0535,通过,1.0,2500.1,M,,,,
G0_0536,通过,1.0,2465.9,M,,,,
G0_0537,通过,1.0,3198.5,F,,,,
G0_0538,通过,1.0,2780.8,M,,,,
G0_0539,通过,1.0,2074.5,M,,,,
G0_0540,通过,1.0,2826.8,M,,,,
G0_0541,通过,1.0,2792.2,F,,,,
G0_0542,通过,1.0,2720.0,F,,,,
G0_0543,通过,1.0,2850.9,M,,,,
G0_0544,通过,1.0,2239.8,F,,,,
G0_0545,通过,1.0,2840.0,M,,,,
G0_0546,通过,1.0,2790.5,M,,,,
G0_0547,通过,1.0,2737.9,M,,,,
G0_0548,通过,1.0,2707.0,M,,,,
G0_0549,通过,1.0,2944.1,F,,,,
G0_0550,通过,1.0,2780.6,F,,,,
G0_0551,通过,1.0,2844.7,M,,,,
G0_0552,通过,1.0,2923.0,M,,,,
G0_0553,通过,1.0,2564.8,F,,,,
G0_0554,通过,1.0,2768.1,F,,,,
G0_0555,通过,1.0,2860.9,M,,,,
G0_0556,通过,1.0,2647.4,M,,,,
G0_0557,通过,1.0,3089.7,F,,,,
G0_0558,通过,1.0,2869.8,F,,,,
G0_0559,通过,1.0,2800.3,M,,,,
G0_0560,通过,1.0,2590.4,F,,,,
G0_0561,通过,1.0,2437.8,M,,,,
G0_0562,通过,1.0,3072.6,F,,,,
G0_0563,通过,1.0,2275.9,M,,,,
G0_0564,通过,1.0,2443.0,M,,,,
G0_0565,通过,1.0,2810.6,M,,,,
G0_0566,通过,1.0,2629.0,M,,,,
G0_0567,通过,1.0,3124.7,F,,,,
G0_0568,通过,1.0,2926.1,F,,,,
G0_0569,通过,1.0,2809.4,M,,,,
G0_0570,通过,1.0,2417.0,M,,,,
G0_0571,通过,1.0,2608.2,F,,,,
G0_0572,通过,1.0,2443.3,M,,,,
G0_0573,通过,1.0,2582.0,M,,,,
G0_0574,通过,1.0,2812.8,F,,,,
G0_0575,通过,1.0,2541.9,M,,,,
G0_0576,通过,1.0,2868.1,M,,,,
G0_0577,通过,1.0,2906.1,F,,,,
G0_0578,通过,1.0,2765.6,F,,,,
G0_0579,通过,1.0,3010.9,F,,,,
G0_0580,通过,1.0,2664.2,F,,,,
