idx,id,sex,sire,dam,gebv,gebv_percentile,carrier_LR1,carrier_LR2
1635,G0_1636,M,,,208.495,97.9,-,-
47,G0_0048,M,,,207.073,97.8,-,-
1135,G0_1136,F,,,205.21,97.8,-,-
349,G0_0350,M,,,204.572,97.8,-,-
272,G0_0273,M,,,204.035,97.7,-,-
1864,G0_1865,M,,,202.844,97.6,-,-
1604,G0_1605,F,,,202.774,97.6,-,-
1665,G0_1666,F,,,200.863,97.6,-,携带
295,G0_0296,M,,,198.956,97.5,-,-
1318,G0_1319,M,,,197.941,97.4,携带,-
1977,G0_1978,M,,,197.224,97.4,-,-
149,G0_0150,M,,,196.634,97.4,-,-
1697,G0_1698,M,,,196.164,97.3,-,携带
685,G0_0686,F,,,196.132,97.2,-,-
252,G0_0253,M,,,195.994,97.2,-,-
482,G0_0483,M,,,195.1,97.2,-,-
501,G0_0502,F,,,194.99,97.1,-,-
1898,G0_1899,F,,,194.817,97.0,-,-
60,G0_0061,F,,,192.126,97.0,-,携带
1084,G0_1085,M,,,191.327,97.0,-,-
363,G0_0364,F,,,190.842,96.9,-,-
119,G0_0120,M,,,189.252,96.8,-,-
1355,G0_1356,M,,,188.728,96.8,-,-
1994,G0_1995,F,,,188.535,96.8,-,-
430,G0_0431,M,,,188.013,96.7,-,-
470,G0_0471,M,,,185.89,96.6,-,-
566,G0_0567,F,,,185.332,96.6,-,-
719,G0_0720,M,,,184.428,96.6,-,-
411,G0_0412,M,,,184.234,96.5,-,-
365,G0_0366,M,,,183.786,96.4,-,-
1416,G0_1417,M,,,182.945,96.4,-,携带
1705,G0_1706,M,,,182.223,96.4,-,-
1887,G0_1888,F,,,182.115,96.3,-,-
91,G0_0092,M,,,181.905,96.2,-,-
1799,G0_1800,F,,,181.873,96.2,-,-
1374,G0_1375,F,,,181.124,96.2,-,-
19,G0_0020,M,,,179.899,96.1,-,-
1115,G0_1116,M,,,179.577,96.0,-,-
1852,G0_1853,M,,,179.524,96.0,-,携带
1363,G0_1364,F,,,179.039,96.0,-,-
839,G0_0840,M,,,177.927,95.9,-,携带
988,G0_0989,F,,,177.787,95.8,-,-
1013,G0_1014,F,,,177.568,95.8,-,-
745,G0_0746,F,,,177.561,95.8,-,-
882,G0_0883,F,,,176.075,95.7,-,-
1095,G0_1096,F,,,176.006,95.6,-,-
410,G0_0411,F,,,175.845,95.6,-,-
1631,G0_1632,F,,,174.577,95.6,携带,-
1021,G0_1022,F,,,174.441,95.5,-,-
1593,G0_1594,F,,,173.872,95.4,-,-
1129,G0_1130,F,,,173.304,95.4,-,-
578,G0_0579,F,,,172.379,95.4,-,-
770,G0_0771,M,,,171.891,95.3,携带,-
109,G0_0110,M,,,171.06,95.2,-,-
1293,G0_1294,F,,,169.968,95.2,-,携带
17,G0_0018,F,,,169.557,95.2,-,-
1916,G0_1917,F,,,169.547,95.1,-,-
1576,G0_1577,F,,,168.17,95.0,-,-
838,G0_0839,F,,,167.559,95.0,-,-
367,G0_0368,M,,,166.904,95.0,-,-
472,G0_0473,M,,,166.158,94.9,-,携带
283,G0_0284,F,,,166.045,94.8,-,-
1526,G0_1527,F,,,165.652,94.8,-,-
304,G0_0305,F,,,164.782,94.8,-,-
69,G0_0070,M,,,163.934,94.7,-,-
1031,G0_1032,F,,,163.831,94.6,-,-
307,G0_0308,M,,,162.886,94.6,携带,-
247,G0_0248,F,,,162.597,94.6,-,-
684,G0_0685,M,,,162.265,94.5,-,-
3,G0_0004,F,,,161.854,94.4,-,-
475,G0_0476,F,,,161.829,94.4,-,-
1448,G0_1449,M,,,161.699,94.4,携带,-
1897,G0_1898,M,,,161.421,94.3,-,-
1514,G0_1515,M,,,161.099,94.2,-,携带
949,G0_0950,F,,,159.168,94.2,-,-
1973,G0_1974,M,,,158.816,94.2,-,-
1876,G0_1877,F,,,158.706,94.1,-,-
115,G0_0116,F,,,158.601,94.0,-,携带
1153,G0_1154,M,,,158.575,94.0,-,-
1757,G0_1758,M,,,158.072,94.0,-,-
1965,G0_1966,F,,,157.654,93.9,携带,-
496,G0_0497,F,,,157.291,93.8,-,-
405,G0_0406,F,,,157.14,93.8,携带,-
1098,G0_1099,F,,,156.801,93.8,-,-
1596,G0_1597,M,,,156.535,93.7,-,-
554,G0_0555,M,,,156.297,93.6,-,-
573,G0_0574,F,,,155.449,93.6,-,-
331,G0_0332,M,,,154.371,93.6,-,-
1935,G0_1936,F,,,153.784,93.5,-,-
263,G0_0264,F,,,152.635,93.4,-,-
1230,G0_1231,M,,,152.376,93.4,-,-
1428,G0_1429,M,,,152.121,93.4,-,-
18,G0_0019,F,,,151.384,93.3,-,-
1324,G0_1325,F,,,150.395,93.2,-,-
1685,G0_1686,F,,,149.489,93.2,-,-
1730,G0_1731,F,,,149.354,93.2,-,-
1667,G0_1668,M,,,149.124,93.1,-,-
738,G0_0739,M,,,148.479,93.0,-,-
699,G0_0700,M,,,146.415,93.0,-,-
215,G0_0216,F,,,146.177,93.0,-,-
1437,G0_1438,F,,,146.049,92.9,-,-
1503,G0_1504,F,,,145.24,92.8,-,携带
150,G0_0151,M,,,145.096,92.8,-,-
93,G0_0094,M,,,145.058,92.8,-,-
517,G0_0518,M,,,144.957,92.7,-,-
1315,G0_1316,F,,,144.881,92.6,-,-
1907,G0_1908,M,,,144.72,92.6,-,-
1313,G0_1314,M,,,143.709,92.6,-,-
1101,G0_1102,M,,,143.47,92.5,-,-
1392,G0_1393,F,,,143.34,92.4,-,-
636,G0_0637,F,,,143.297,92.4,-,携带
500,G0_0501,M,,,142.959,92.4,-,-
92,G0_0093,F,,,142.191,92.3,-,-
1072,G0_1073,M,,,141.346,92.2,-,-
999,G0_1000,M,,,141.33,92.2,-,-
1787,G0_1788,F,,,141.163,92.2,-,-
156,G0_0157,F,,,140.8,92.1,-,-
395,G0_0396,F,,,140.799,92.0,-,携带
586,G0_0587,M,,,140.6,92.0,-,-
1737,G0_1738,M,,,140.382,92.0,-,携带
1984,G0_1985,F,,,140.286,91.9,-,-
1839,G0_1840,F,,,140.147,91.8,-,-
1445,G0_1446,F,,,139.57,91.8,-,-
1817,G0_1818,M,,,138.859,91.8,-,-
52,G0_0053,F,,,138.83,91.7,携带,携带
1993,G0_1994,F,,,138.725,91.6,-,-
893,G0_0894,M,,,138.644,91.6,-,-
322,G0_0323,F,,,138.398,91.6,-,-
1681,G0_1682,F,,,137.096,91.5,携带,-
1657,G0_1658,M,,,136.734,91.4,携带,携带
1928,G0_1929,F,,,136.539,91.4,-,-
1530,G0_1531,F,,,136.456,91.4,-,-
513,G0_0514,M,,,135.628,91.3,-,-
1808,G0_1809,M,,,135.231,91.2,-,-
1113,G0_1114,M,,,134.947,91.2,-,携带
461,G0_0462,F,,,134.904,91.2,携带,-
1432,G0_1433,F,,,134.798,91.1,-,-
780,G0_0781,M,,,134.679,91.0,-,携带
808,G0_0809,M,,,134.57,91.0,-,-
971,G0_0972,M,,,134.44,91.0,-,-
805,G0_0806,M,,,134.172,90.9,-,-
6,G0_0007,M,,,134.154,90.8,-,-
810,G0_0811,F,,,133.45,90.8,-,-
1901,G0_1902,F,,,133.396,90.8,-,-
1076,G0_1077,M,,,133.171,90.7,-,-
1122,G0_1123,F,,,132.947,90.6,-,-
344,G0_0345,M,,,132.77,90.6,-,-
9,G0_0010,F,,,132.695,90.6,-,-
1861,G0_1862,M,,,132.296,90.5,-,-
1680,G0_1681,M,,,131.423,90.4,-,-
1867,G0_1868,M,,,131.018,90.4,-,-
269,G0_0270,F,,,130.41,90.4,携带,-
1727,G0_1728,M,,,129.614,90.3,-,-
1333,G0_1334,F,,,129.487,90.2,-,-
1371,G0_1372,M,,,129.349,90.2,-,-
521,G0_0522,F,,,129.253,90.2,-,-
1204,G0_1205,M,,,129.111,90.1,-,-
1082,G0_1083,M,,,128.929,90.0,-,-
1276,G0_1277,M,,,128.478,90.0,-,-
1588,G0_1589,M,,,128.278,90.0,-,-
658,G0_0659,M,,,128.273,89.9,-,-
928,G0_0929,F,,,128.257,89.8,-,-
1224,G0_1225,F,,,128.247,89.8,-,-
1738,G0_1739,F,,,127.723,89.8,-,-
197,G0_0198,M,,,127.15,89.7,-,-
1458,G0_1459,F,,,127.021,89.6,-,-
1740,G0_1741,M,,,126.879,89.6,-,-
234,G0_0235,M,,,126.82,89.6,-,-
1131,G0_1132,M,,,126.637,89.5,-,-
1097,G0_1098,F,,,126.436,89.4,-,-
825,G0_0826,M,,,126.343,89.4,-,-
1180,G0_1181,F,,,125.294,89.4,-,-
503,G0_0504,M,,,124.891,89.3,-,-
609,G0_0610,M,,,124.682,89.2,-,-
301,G0_0302,F,,,124.301,89.2,-,-
1545,G0_1546,M,,,124.221,89.2,-,-
1179,G0_1180,F,,,123.867,89.1,-,-
857,G0_0858,M,,,123.304,89.0,-,-
807,G0_0808,M,,,123.137,89.0,-,-
913,G0_0914,M,,,123.017,89.0,-,-
1182,G0_1183,M,,,122.842,88.9,-,-
932,G0_0933,F,,,122.679,88.8,-,-
1525,G0_1526,F,,,122.461,88.8,-,-
1326,G0_1327,F,,,122.307,88.8,-,-
588,G0_0589,M,,,122.209,88.7,-,-
1215,G0_1216,M,,,122.154,88.6,-,-
1758,G0_1759,F,,,122.116,88.6,-,-
1140,G0_1141,M,,,122.088,88.6,-,-
1607,G0_1608,F,,,121.463,88.5,-,-
660,G0_0661,F,,,121.455,88.4,-,-
298,G0_0299,M,,,121.359,88.4,-,携带
1446,G0_1447,M,,,121.137,88.4,-,携带
1988,G0_1989,M,,,120.509,88.3,-,-
1419,G0_1420,F,,,120.459,88.2,-,-
265,G0_0266,F,,,120.438,88.2,-,-
354,G0_0355,F,,,120.167,88.2,-,-
1923,G0_1924,F,,,120.107,88.1,-,-
1551,G0_1552,M,,,120.021,88.0,-,-
184,G0_0185,M,,,119.996,88.0,-,携带
107,G0_0108,F,,,119.212,88.0,-,-
1050,G0_1051,M,,,118.7,87.9,-,-
1074,G0_1075,F,,,118.682,87.8,-,-
662,G0_0663,F,,,118.654,87.8,携带,-
1364,G0_1365,F,,,118.249,87.8,-,携带
1198,G0_1199,F,,,118.231,87.7,-,-
1068,G0_1069,M,,,117.306,87.6,携带,-
1763,G0_1764,M,,,117.242,87.6,-,携带
72,G0_0073,F,,,117.189,87.6,-,-
1270,G0_1271,F,,,117.102,87.5,携带,-
1922,G0_1923,M,,,116.492,87.4,-,-
1019,G0_1020,M,,,116.453,87.4,携带,-
669,G0_0670,M,,,116.308,87.4,-,-
833,G0_0834,M,,,116.098,87.3,-,-
378,G0_0379,F,,,115.894,87.2,-,-
1319,G0_1320,F,,,115.779,87.2,-,-
1908,G0_1909,F,,,115.582,87.2,-,携带
1717,G0_1718,M,,,115.184,87.1,-,-
140,G0_0141,F,,,115.085,87.0,-,-
55,G0_0056,F,,,114.887,87.0,携带,-
816,G0_0817,M,,,114.104,87.0,-,携带
516,G0_0517,M,,,114.072,86.9,-,-
271,G0_0272,M,,,113.873,86.8,-,-
556,G0_0557,F,,,113.763,86.8,-,-
188,G0_0189,F,,,113.706,86.8,-,-
761,G0_0762,F,,,113.657,86.7,-,-
1500,G0_1501,M,,,113.467,86.6,-,-
775,G0_0776,M,,,113.002,86.6,-,-
1726,G0_1727,F,,,112.821,86.6,-,携带
889,G0_0890,M,,,112.721,86.5,-,-
1156,G0_1157,M,,,112.361,86.4,-,-
1335,G0_1336,M,,,112.254,86.4,-,-
895,G0_0896,F,,,111.79,86.4,-,-
1793,G0_1794,M,,,111.631,86.3,-,-
1702,G0_1703,M,,,111.175,86.2,-,-
1441,G0_1442,M,,,110.353,86.2,-,-
734,G0_0735,F,,,110.066,86.2,-,-
735,G0_0736,M,,,109.605,86.1,-,-
687,G0_0688,M,,,109.562,86.0,-,-
831,G0_0832,M,,,109.315,86.0,-,-
934,G0_0935,F,,,108.848,86.0,-,-
1273,G0_1274,F,,,108.71,85.9,-,-
968,G0_0969,M,,,108.15,85.8,-,-
632,G0_0633,F,,,107.646,85.8,-,-
1272,G0_1273,M,,,107.586,85.8,-,-
998,G0_0999,F,,,107.33,85.7,-,-
1903,G0_1904,M,,,106.507,85.6,-,-
721,G0_0722,F,,,106.247,85.6,-,-
837,G0_0838,F,,,105.724,85.6,-,-
1017,G0_1018,F,,,105.703,85.5,携带,-
1213,G0_1214,M,,,105.664,85.4,-,携带
1047,G0_1048,F,,,105.652,85.4,-,-
818,G0_0819,F,,,105.632,85.4,-,-
848,G0_0849,F,,,105.522,85.3,携带,携带
274,G0_0275,M,,,105.471,85.2,-,携带
1668,G0_1669,F,,,105.341,85.2,携带,-
1649,G0_1650,F,,,104.967,85.2,-,-
450,G0_0451,M,,,104.225,85.1,-,-
515,G0_0516,F,,,104.092,85.0,-,-
351,G0_0352,F,,,104.016,85.0,-,-
576,G0_0577,F,,,103.983,85.0,-,-
972,G0_0973,F,,,103.939,84.9,携带,-
530,G0_0531,F,,,103.763,84.8,携带,-
1175,G0_1176,M,,,103.286,84.8,-,-
1181,G0_1182,F,,,103.169,84.8,-,-
967,G0_0968,F,,,102.626,84.7,-,-
992,G0_0993,M,,,102.486,84.6,-,携带
1033,G0_1034,M,,,102.442,84.6,-,-
958,G0_0959,M,,,102.179,84.6,-,-
292,G0_0293,F,,,101.876,84.5,-,-
1769,G0_1770,M,,,101.662,84.4,-,-
1633,G0_1634,M,,,101.639,84.4,-,-
656,G0_0657,M,,,101.543,84.4,-,-
652,G0_0653,F,,,101.495,84.3,-,-
112,G0_0113,F,,,101.229,84.2,-,-
863,G0_0864,F,,,101.047,84.2,携带,-
995,G0_0996,F,,,100.371,84.2,-,-
1896,G0_1897,F,,,99.936,84.1,-,-
989,G0_0990,M,,,99.906,84.0,-,携带
85,G0_0086,F,,,99.885,84.0,携带,-
1123,G0_1124,M,,,99.522,84.0,-,-
1295,G0_1296,M,,,99.281,83.9,携带,-
88,G0_0089,F,,,99.193,83.8,-,-
1397,G0_1398,F,,,99.156,83.8,-,携带
59,G0_0060,F,,,99.028,83.8,-,-
1278,G0_1279,F,,,98.706,83.7,-,-
1918,G0_1919,M,,,98.549,83.6,-,-
1317,G0_1318,M,,,98.51,83.6,-,-
712,G0_0713,F,,,98.163,83.6,-,携带
114,G0_0115,M,,,97.678,83.5,-,-
239,G0_0240,M,,,97.577,83.4,-,-
1265,G0_1266,F,,,97.572,83.4,-,-
1872,G0_1873,M,,,97.523,83.4,-,-
964,G0_0965,M,,,97.411,83.3,-,携带
1866,G0_1867,F,,,97.381,83.2,-,携带
383,G0_0384,F,,,97.309,83.2,-,-
1925,G0_1926,F,,,97.298,83.2,-,-
506,G0_0507,F,,,97.033,83.1,-,-
1166,G0_1167,F,,,97.03,83.0,-,-
1304,G0_1305,F,,,96.983,83.0,-,-
208,G0_0209,F,,,96.84,83.0,-,-
1915,G0_1916,M,,,96.694,82.9,-,-
293,G0_0294,M,,,96.289,82.8,-,-
686,G0_0687,F,,,96.124,82.8,携带,-
1642,G0_1643,F,,,96.047,82.8,携带,-
528,G0_0529,M,,,95.731,82.7,-,-
1414,G0_1415,F,,,95.71,82.6,携带,-
1788,G0_1789,M,,,95.618,82.6,-,-
1365,G0_1366,M,,,95.506,82.6,-,-
1054,G0_1055,M,,,95.393,82.5,-,-
777,G0_0778,M,,,94.525,82.4,-,-
1882,G0_1883,M,,,94.294,82.4,-,-
1569,G0_1570,M,,,94.104,82.4,-,-
536,G0_0537,F,,,93.56,82.3,-,携带
385,G0_0386,F,,,93.264,82.2,-,-
847,G0_0848,F,,,93.262,82.2,-,-
1109,G0_1110,M,,,92.522,82.2,携带,-
67,G0_0068,M,,,92.521,82.1,-,携带
435,G0_0436,M,,,92.266,82.0,-,-
649,G0_0650,M,,,92.197,82.0,-,-
479,G0_0480,F,,,92.07,82.0,携带,-
1177,G0_1178,F,,,91.961,81.9,-,-
525,G0_0526,M,,,91.734,81.8,-,-
190,G0_0191,F,,,91.705,81.8,携带,-
845,G0_0846,M,,,90.849,81.8,-,-
983,G0_0984,M,,,90.793,81.7,-,-
1060,G0_1061,M,,,90.709,81.6,-,-
1271,G0_1272,M,,,90.043,81.6,-,-
1805,G0_1806,M,,,89.78,81.6,-,-
1240,G0_1241,F,,,89.532,81.5,-,-
579,G0_0580,F,,,89.284,81.4,-,-
1205,G0_1206,M,,,89.196,81.4,携带,-
432,G0_0433,M,,,88.633,81.4,-,-
827,G0_0828,M,,,88.615,81.3,-,-
1950,G0_1951,M,,,88.612,81.2,-,-
1222,G0_1223,M,,,88.528,81.2,-,-
733,G0_0734,F,,,88.509,81.2,-,-
655,G0_0656,F,,,88.419,81.1,-,-
527,G0_0528,F,,,88.328,81.0,-,携带
1341,G0_1342,F,,,87.956,81.0,-,-
522,G0_0523,M,,,87.942,81.0,-,-
1394,G0_1395,M,,,87.901,80.9,-,-
1860,G0_1861,F,,,87.816,80.8,携带,-
519,G0_0520,F,,,87.251,80.8,-,-
453,G0_0454,F,,,87.185,80.8,-,-
762,G0_0763,M,,,86.978,80.7,-,携带
1670,G0_1671,M,,,86.892,80.6,-,-
633,G0_0634,M,,,86.668,80.6,携带,-
869,G0_0870,F,,,86.434,80.6,-,-
1262,G0_1263,M,,,86.247,80.5,携带,-
35,G0_0036,M,,,86.167,80.4,-,-
134,G0_0135,F,,,86.095,80.4,-,-
1703,G0_1704,F,,,85.017,80.4,-,携带
1375,G0_1376,M,,,84.955,80.3,-,-
593,G0_0594,F,,,84.478,80.2,-,-
1962,G0_1963,F,,,84.36,80.2,-,携带
441,G0_0442,M,,,84.171,80.2,-,-
1227,G0_1228,M,,,84.05,80.1,-,-
1672,G0_1673,M,,,83.879,80.0,-,-
1405,G0_1406,F,,,83.833,80.0,携带,-
1735,G0_1736,F,,,83.366,80.0,-,-
903,G0_0904,F,,,83.24,79.9,-,-
1853,G0_1854,M,,,82.935,79.8,-,-
1157,G0_1158,M,,,82.928,79.8,-,-
628,G0_0629,M,,,82.907,79.8,-,-
1533,G0_1534,M,,,82.888,79.7,-,-
343,G0_0344,M,,,82.573,79.6,-,-
953,G0_0954,F,,,82.563,79.6,-,-
1855,G0_1856,F,,,82.392,79.6,-,-
1413,G0_1414,F,,,82.115,79.5,-,携带
724,G0_0725,M,,,82.071,79.4,-,-
1836,G0_1837,F,,,81.962,79.4,-,携带
760,G0_0761,F,,,81.816,79.4,-,-
1425,G0_1426,M,,,81.718,79.3,-,-
241,G0_0242,M,,,81.7,79.2,携带,-
798,G0_0799,F,,,81.52,79.2,-,-
495,G0_0496,M,,,81.259,79.2,-,-
1463,G0_1464,M,,,81.217,79.1,携带,携带
341,G0_0342,M,,,80.695,79.0,携带,-
1920,G0_1921,F,,,80.641,79.0,-,-
613,G0_0614,M,,,80.286,79.0,-,-
1934,G0_1935,F,,,80.263,78.9,-,-
1700,G0_1701,M,,,80.214,78.8,-,-
1485,G0_1486,M,,,80.014,78.8,-,-
315,G0_0316,F,,,79.828,78.8,-,携带
1043,G0_1044,F,,,79.061,78.7,-,携带
614,G0_0615,F,,,79.043,78.6,-,-
595,G0_0596,M,,,78.748,78.6,-,-
1275,G0_1276,F,,,78.744,78.6,-,-
1995,G0_1996,M,,,78.561,78.5,-,-
1081,G0_1082,M,,,78.4,78.4,-,-
635,G0_0636,M,,,78.205,78.4,-,-
466,G0_0467,M,,,77.917,78.4,携带,-
1216,G0_1217,M,,,77.624,78.3,携带,-
291,G0_0292,F,,,77.459,78.2,-,携带
100,G0_0101,F,,,77.348,78.2,携带,-
1714,G0_1715,M,,,76.992,78.2,-,携带
1963,G0_1964,F,,,76.792,78.1,携带,-
89,G0_0090,F,,,75.984,78.0,-,-
1555,G0_1556,M,,,75.762,78.0,-,-
1513,G0_1514,F,,,75.448,78.0,-,携带
1347,G0_1348,M,,,75.23,77.9,-,-
873,G0_0874,F,,,75.159,77.8,-,-
1300,G0_1301,F,,,75.039,77.8,-,-
1948,G0_1949,F,,,75.002,77.8,-,-
1130,G0_1131,M,,,74.991,77.7,-,-
1532,G0_1533,F,,,74.743,77.6,-,-
1534,G0_1535,M,,,74.726,77.6,-,-
1196,G0_1197,F,,,74.585,77.6,-,-
1586,G0_1587,F,,,74.463,77.5,-,-
1003,G0_1004,M,,,74.434,77.4,-,-
791,G0_0792,F,,,73.624,77.4,携带,携带
1592,G0_1593,M,,,73.225,77.4,-,-
42,G0_0043,M,,,73.074,77.3,-,-
1877,G0_1878,F,,,72.612,77.2,-,携带
1644,G0_1645,M,,,72.511,77.2,-,-
1386,G0_1387,M,,,71.664,77.2,-,-
1015,G0_1016,F,,,71.262,77.1,-,-
1197,G0_1198,M,,,71.146,77.0,-,-
880,G0_0881,M,,,71.141,77.0,携带,-
672,G0_0673,F,,,70.828,77.0,-,-
1314,G0_1315,M,,,70.326,76.9,-,携带
627,G0_0628,M,,,70.297,76.8,-,-
1711,G0_1712,F,,,70.168,76.8,-,-
439,G0_0440,F,,,69.935,76.8,-,-
1490,G0_1491,F,,,69.89,76.7,-,-
1044,G0_1045,F,,,69.808,76.6,-,-
1518,G0_1519,F,,,69.672,76.6,-,-
201,G0_0202,F,,,69.66,76.6,-,-
1055,G0_1056,F,,,69.343,76.5,-,-
1600,G0_1601,M,,,69.259,76.4,-,-
1542,G0_1543,M,,,69.188,76.4,-,-
1999,G0_2000,M,,,68.937,76.4,-,-
1626,G0_1627,F,,,68.926,76.3,-,-
380,G0_0381,F,,,68.676,76.2,-,-
1531,G0_1532,F,,,68.589,76.2,-,-
1499,G0_1500,F,,,68.439,76.2,-,-
1418,G0_1419,M,,,67.976,76.1,-,-
1605,G0_1606,M,,,67.972,76.0,携带,-
276,G0_0277,F,,,67.961,76.0,携带,-
336,G0_0337,M,,,67.941,76.0,-,携带
748,G0_0749,F,,,66.937,75.9,-,-
868,G0_0869,F,,,66.822,75.8,-,-
553,G0_0554,F,,,66.821,75.8,-,-
1779,G0_1780,F,,,66.801,75.8,-,-
284,G0_0285,F,,,66.737,75.7,-,-
1662,G0_1663,M,,,66.48,75.6,-,-
1085,G0_1086,M,,,66.382,75.6,携带,-
771,G0_0772,F,,,66.326,75.6,-,-
974,G0_0975,M,,,66.11,75.5,-,-
1602,G0_1603,M,,,65.802,75.4,-,-
1298,G0_1299,F,,,65.644,75.4,-,-
1613,G0_1614,M,,,65.606,75.4,-,-
1878,G0_1879,M,,,65.157,75.3,-,-
1038,G0_1039,M,,,65.139,75.2,-,-
1822,G0_1823,F,,,64.99,75.2,-,-
285,G0_0286,M,,,64.92,75.2,-,-
1579,G0_1580,M,,,64.428,75.1,-,-
1820,G0_1821,M,,,64.368,75.0,-,-
871,G0_0872,F,,,64.297,75.0,-,-
754,G0_0755,F,,,64.027,75.0,-,-
518,G0_0519,M,,,63.867,74.9,-,-
373,G0_0374,F,,,63.866,74.8,-,-
303,G0_0304,M,,,63.617,74.8,-,-
605,G0_0606,F,,,63.364,74.8,-,-
665,G0_0666,F,,,62.97,74.7,-,-
933,G0_0934,F,,,62.859,74.6,-,-
1858,G0_1859,M,,,62.65,74.6,-,-
262,G0_0263,F,,,62.321,74.6,-,-
799,G0_0800,F,,,62.194,74.5,携带,-
421,G0_0422,F,,,62.088,74.4,-,-
130,G0_0131,F,,,62.077,74.4,-,-
1966,G0_1967,F,,,61.793,74.4,-,携带
139,G0_0140,M,,,61.452,74.3,携带,-
225,G0_0226,M,,,61.394,74.2,-,-
1583,G0_1584,M,,,60.801,74.2,-,-
1420,G0_1421,M,,,60.768,74.2,-,-
404,G0_0405,M,,,60.716,74.1,-,-
1152,G0_1153,F,,,60.499,74.0,-,-
1354,G0_1355,M,,,60.416,74.0,-,携带
1537,G0_1538,F,,,60.285,74.0,-,-
1173,G0_1174,F,,,60.277,73.9,-,-
316,G0_0317,M,,,59.998,73.8,-,-
309,G0_0310,M,,,59.878,73.8,-,-
468,G0_0469,M,,,59.828,73.8,-,-
1163,G0_1164,M,,,59.731,73.7,-,携带
1292,G0_1293,M,,,59.482,73.6,-,-
911,G0_0912,F,,,59.44,73.6,-,-
1826,G0_1827,F,,,59.376,73.6,-,-
369,G0_0370,F,,,59.268,73.5,-,-
328,G0_0329,F,,,59.182,73.4,-,-
747,G0_0748,M,,,59.078,73.4,-,-
1565,G0_1566,F,,,58.845,73.4,-,-
289,G0_0290,F,,,58.691,73.3,-,-
1859,G0_1860,F,,,58.513,73.2,-,-
1241,G0_1242,M,,,58.36,73.2,-,-
1739,G0_1740,F,,,58.209,73.2,-,-
330,G0_0331,F,,,58.159,73.1,携带,-
666,G0_0667,F,,,57.939,73.0,-,携带
413,G0_0414,M,,,57.792,73.0,-,-
210,G0_0211,M,,,57.783,73.0,-,-
27,G0_0028,M,,,57.682,72.9,-,-
755,G0_0756,M,,,57.496,72.8,-,-
575,G0_0576,M,,,57.359,72.8,-,-
226,G0_0227,M,,,57.323,72.8,携带,携带
1149,G0_1150,M,,,57.189,72.7,-,-
1174,G0_1175,F,,,57.109,72.6,携带,-
742,G0_0743,M,,,57.047,72.6,-,-
1246,G0_1247,M,,,56.746,72.6,-,-
110,G0_0111,F,,,56.617,72.5,-,-
1748,G0_1749,M,,,56.287,72.4,-,-
279,G0_0280,F,,,56.059,72.4,-,-
1628,G0_1629,M,,,55.963,72.4,-,-
1356,G0_1357,F,,,55.794,72.3,-,-
1402,G0_1403,M,,,55.395,72.2,-,-
924,G0_0925,M,,,55.377,72.2,-,-
1594,G0_1595,F,,,54.912,72.2,-,-
236,G0_0237,M,,,54.799,72.1,-,-
50,G0_0051,F,,,54.71,72.0,-,-
821,G0_0822,F,,,54.649,72.0,-,-
866,G0_0867,M,,,54.584,72.0,-,-
281,G0_0282,F,,,54.504,71.9,携带,-
